gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry
4524,741640,"(2:55) R.Allen punts 39 yards to KC 17, Center-J.Cardona. D.Thomas, dead ball declared at KC 17 for no gain. PENALTY on KC-F.Zombo, Offensive Holding, 9 yards, enforced at KC 17.",KC,NE,PUNT,0,8,2,2,55,7,17,3,3,4,6,44,3,,,,,,,,,,,,,,,,,,,,,,KC,FZ-0100,Offensive Holding,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,RA-0850,39,39,,DT-0850,0,,,,,,,
4524,741641,"(2:47) (Shotgun) K.Hunt left end pushed ob at KC 22 for 14 yards (J.Richards). PENALTY on KC-E.Fisher, Offensive Holding, 4 yards, enforced at KC 8 - No Play.",KC,NE,NOPL,0,18,2,2,47,7,17,3,3,1,10,8,1,,,,,,,,,,,,,,,,,,,,,,KC,EF-0050,Offensive Holding,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741642,(2:29) (Shotgun) K.Hunt right end to KC 11 for 7 yards (C.Marsh).,KC,NE,RUSH,1,22,2,2,29,7,17,3,3,1,14,4,1,7,Y,,Y,,,KH-2850,,RE,CM-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741643,"(2:07) (Shotgun) A.Smith pass short middle to A.Wilson to KC 20 for 9 yards (A.Butler, C.Marsh).",KC,NE,PASS,2,7,2,2,7,7,17,3,2,2,7,11,1,9,Y,Y,Y,,,,,,,,AS-1600,Y,,SM,AW-1650,,AB-4000,CM-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741644,(2:00) (Shotgun) A.Smith pass short left to T.Kelce to KC 34 for 14 yards (D.McCourty).,KC,NE,PASS,3,27,2,2,0,7,17,3,2,1,10,20,1,14,Y,Y,Y,,,,,,,,AS-1600,Y,,SL,TK-0150,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741645,"(1:33) (No Huddle, Shotgun) A.Smith pass short right to A.Wilson to KC 47 for 13 yards (E.Rowe).",KC,NE,PASS,4,3,2,1,33,7,17,3,2,1,10,34,2,13,Y,Y,Y,Y,,,,,,,AS-1600,Y,,SR,AW-1650,,ER-0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741646,(1:30) (Shotgun) A.Smith scrambles up the middle to NE 46 for 7 yards (M.Brown).,KC,NE,RUSH,5,29,2,1,30,7,17,3,2,1,10,47,3,7,Y,,Y,,,AS-1600,,MD,MB-3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741647,"(1:01) (No Huddle, Shotgun) A.Smith pass incomplete deep right to C.Conley.",KC,NE,PASS,6,4,2,1,1,7,17,3,2,2,3,54,3,,,,Y,Y,,,,,,,AS-1600,,,DR,CC-3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741648,(:57) (Shotgun) A.Smith pass short middle to T.Hill to NE 34 for 12 yards (D.McCourty) [D.Wise].,KC,NE,PASS,7,8,2,0,57,7,17,3,2,3,3,54,3,12,Y,Y,Y,,,,,,,,AS-1600,Y,,SM,TH-1750,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741649,(:49) (Shotgun) A.Smith pass short right to C.West pushed ob at NE 30 for 4 yards (D.Hightower).,KC,NE,PASS,8,4,2,0,49,7,17,2,2,1,10,66,4,4,Y,,Y,,,,,,,,AS-1600,Y,,SR,CW-1450,,DH-2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741650,(:45) (Shotgun) A.Smith pass short right to A.Wilson pushed ob at NE 29 for 1 yard (M.Butler).,KC,NE,PASS,9,8,2,0,45,7,17,2,2,2,6,70,4,1,,,Y,,,,,,,,AS-1600,Y,,SR,AW-1650,,MB-5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741651,(:37) (Shotgun) A.Smith pass short right to T.Hill ran ob at NE 21 for 8 yards.,KC,NE,PASS,10,9,2,0,37,7,17,2,2,3,5,71,4,8,Y,Y,Y,,,,,,,,AS-1600,Y,,SR,TH-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741652,"(:28) (Shotgun) A.Smith pass incomplete deep left to D.Robinson. PENALTY on NE-M.Butler, Defensive Pass Interference, 20 yards, enforced at NE 21 - No Play.",KC,NE,NOPL,10,5,2,0,28,7,17,2,2,1,10,79,4,,,Y,,,,,,,,,,,,,,,,,,,NE,MB-5250,Defensive Pass Interference,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741653,(:23) (Shotgun) A.Smith pass short right to D.Thomas to NE 3 for -2 yards (D.McCourty).,KC,NE,PASS,11,6,2,0,23,7,17,2,2,1,1,99,5,-2,,,Y,,,,,,,,AS-1600,Y,,SR,DT-0850,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741654,"(:17) (Shotgun) A.Smith pass short left to K.Hunt for 3 yards, TOUCHDOWN.",KC,NE,PASS,12,4,2,0,17,7,17,1,2,2,3,97,5,3,Y,Y,Y,,7,,,,,,AS-1600,Y,,SL,KH-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741655,"C.Santos extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",KC,NE,FGXP,12,3,2,0,13,14,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CS-0250,33,Y,,,,,,,,,,,,,
4524,741656,C.Santos kicks 57 yards from KC 35 to NE 8. D.Lewis to NE 18 for 10 yards (D.Sorensen).,NE,KC,KOFF,0,6,2,0,13,17,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-0250,57,47,,DL-1700,10
4524,741657,(:08) T.Brady kneels to NE 17 for -1 yards.,NE,KC,RUSH,1,25,2,0,8,17,14,2,1,1,10,18,1,-1,,,,,,TB-2300,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741658,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",KC,NE,KOFF,0,6,3,15,0,14,17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,65,40,Y,,
4524,741659,(15:00) K.Hunt up the middle to KC 35 for 10 yards (T.Flowers; L.Guy).,KC,NE,RUSH,1,35,3,15,0,14,17,3,3,1,10,25,2,10,Y,Y,,,,KH-2850,,MD,LG-1000,TF-0750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741660,"(14:23) K.Hunt right end pushed ob at NE 45 for 20 yards (D.McCourty). PENALTY on KC-B.Witzmann, Offensive Holding, 10 yards, enforced at KC 35 - No Play.",KC,NE,NOPL,1,26,3,14,23,14,17,3,3,1,10,35,2,,,,,,,,,,,,,,,,,,,,,,KC,BW-2750,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741661,(13:57) (Shotgun) A.Smith pass short middle to T.Kelce pushed ob at KC 32 for 7 yards (D.McCourty).,KC,NE,PASS,2,36,3,13,57,14,17,3,3,1,20,25,2,7,,,Y,,,,,,,,AS-1600,Y,,SM,TK-0150,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741662,"(13:21) A.Smith pass short right to K.Hunt to KC 40 for 8 yards (S.Gilmore, D.McCourty).",KC,NE,PASS,3,47,3,13,21,14,17,3,3,2,13,32,2,8,Y,,,,,,,,,,AS-1600,Y,,SR,KH-2850,,DM-1300,SG-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741663,(12:34) (Shotgun) A.Smith pass short right to T.Hill to KC 44 for 4 yards (M.Butler).,KC,NE,PASS,4,35,3,12,34,14,17,3,3,3,5,40,2,4,,,Y,,,,,,,,AS-1600,Y,,SR,TH-1750,,MB-5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741664,"(11:59) D.Colquitt punts 39 yards to NE 17, Center-J.Winchester, fair catch by D.Amendola.",NE,KC,PUNT,0,6,3,11,59,17,14,3,3,4,1,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC-3200,39,39,,DA-0900,,Y,,,,,,
4524,741665,(11:53) T.Brady pass incomplete deep left to D.Allen [J.Houston].,NE,KC,PASS,1,7,3,11,53,17,14,3,3,1,10,17,1,,,,,,,,,,,,TB-2300,,,DL,DA-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741666,"(11:46) (Shotgun) T.Brady pass short left to D.Amendola to NE 25 for 8 yards (D.Ford). FUMBLES (D.Ford), recovered by NE-D.Andrews at NE 28.",NE,KC,PASS,2,53,3,11,46,17,14,3,3,2,10,17,1,8,Y,Y,Y,,,,,,,,TB-2300,Y,,SL,DA-0900,,DF-1350,,,,,,,,,,,,,,,,,,,,,,,,DA-0900,DA-1425,,DF-1350,,,,,,,,,,,,,,,,,,,,
4524,741667,(10:53) M.Gillislee left tackle to NE 30 for 2 yards (A.Bailey).,NE,KC,RUSH,3,30,3,10,53,17,14,3,3,1,10,28,2,2,,,,,,MG-0650,,LT,AB-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741668,(10:23) M.Gillislee right tackle to NE 26 for -4 yards (D.Johnson).,NE,KC,RUSH,4,40,3,10,23,17,14,3,3,2,8,30,2,-4,,,,,,MG-0650,,RT,DJ-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741669,(9:43) (Shotgun) T.Brady pass incomplete deep left to C.Hogan.,NE,KC,PASS,5,6,3,9,43,17,14,3,3,3,12,26,2,,,,Y,,,,,,,,TB-2300,,,DL,CH-3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741670,"(9:37) R.Allen punts 35 yards to KC 39, Center-J.Cardona. T.Hill MUFFS catch, and recovers at KC 40. T.Hill to KC 40 for no gain (J.Richards). PENALTY on KC-D.Sorensen, Unnecessary Roughness, 15 yards, enforced at KC 40.",KC,NE,PUNT,0,9,3,9,37,14,17,3,3,4,12,26,2,,,,,,,,,,,,,,,,,,,,,,KC,DS-3162,Unnecessary Roughness,6,15,,,,,,,,,,,,,,,,TH-1750,TH-1750,,,,,,,,,,RA-0850,35,35,,TH-1750,0,,,,,,,
4524,741671,"(9:28) (Shotgun) A.Smith pass deep right to T.Hill for 75 yards, TOUCHDOWN.",KC,NE,PASS,1,9,3,9,28,14,17,3,3,1,10,25,2,75,Y,Y,Y,,7,,,,,,AS-1600,Y,,DR,TH-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741672,"C.Santos extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",KC,NE,FGXP,1,3,3,9,19,21,17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CS-0250,33,Y,,,,,,,,,,,,,
4524,741673,"C.Santos kicks 65 yards from KC 35 to end zone, Touchback.",NE,KC,KOFF,0,6,3,9,19,17,21,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-0250,65,40,Y,,
4524,741674,(9:19) (Shotgun) T.Brady pass incomplete deep right to C.Hogan.,NE,KC,PASS,1,10,3,9,19,17,21,3,3,1,10,25,2,,,,Y,,,,,,,,TB-2300,,,DR,CH-3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741675,(9:13) M.Gillislee up the middle to NE 29 for 4 yards (B.Logan).,NE,KC,RUSH,2,40,3,9,13,17,21,3,3,2,10,25,2,4,,,,,,MG-0650,,MD,BL-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741676,(8:33) (Shotgun) T.Brady pass short left to R.Gronkowski to NE 46 for 17 yards (E.Berry).,NE,KC,PASS,3,31,3,8,33,17,21,3,3,3,6,29,2,17,Y,Y,Y,,,,,,,,TB-2300,Y,,SL,RG-2200,,EB-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741677,(8:02) T.Brady pass incomplete short middle to J.White [J.Houston].,NE,KC,PASS,4,7,3,8,2,17,21,3,3,1,10,46,3,,,,,,,,,,,,TB-2300,,,SM,JW-2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741678,(7:55) (Shotgun) D.Lewis up the middle to KC 49 for 5 yards (D.Sorensen).,NE,KC,RUSH,5,33,3,7,55,17,21,3,3,2,10,46,3,5,,,Y,,,DL-1700,,MD,DS-3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741679,(7:22) (Shotgun) T.Brady pass incomplete short right to D.Amendola.,NE,KC,PASS,6,8,3,7,22,17,21,3,3,3,5,51,3,,,,Y,,,,,,,,TB-2300,,,SR,DA-0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741680,"(7:14) R.Allen punts 35 yards to KC 14, Center-J.Cardona, out of bounds.",KC,NE,PUNT,0,6,3,7,14,21,17,3,3,4,5,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RA-0850,35,35,,,,,,,,,,
4524,741681,"(7:08) K.Hunt up the middle to KC 15 for 1 yard (T.Flowers, D.Harris).",KC,NE,RUSH,1,28,3,7,8,21,17,3,3,1,10,14,1,1,,,,,,KH-2850,,MD,TF-0750,DH-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741682,(6:40) (Shotgun) A.Smith pass incomplete deep left to T.Kelce (D.McCourty).,KC,NE,PASS,2,7,3,6,40,21,17,3,3,2,9,15,1,,,,Y,,,,,,,,AS-1600,,,DL,TK-0150,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741683,(6:33) (Shotgun) A.Smith pass incomplete short right to C.Conley (S.Gilmore).,KC,NE,PASS,3,4,3,6,33,21,17,3,3,3,9,15,1,,,,Y,,,,,,,,AS-1600,,,SR,CC-3950,SG-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741684,"(6:29) D.Colquitt punts 39 yards to NE 46, Center-J.Winchester, fair catch by D.Amendola.",NE,KC,PUNT,0,7,3,6,29,17,21,3,3,4,9,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC-3200,39,39,,DA-0900,,Y,,,,,,
4524,741685,"(6:22) (Shotgun) T.Brady pass incomplete short left to R.Gronkowski. PENALTY on KC-T.Mitchell, Defensive Holding, 5 yards, enforced at NE 46 - No Play.",NE,KC,NOPL,0,4,3,6,22,17,21,3,3,1,10,46,3,,,,,,,,,,,,,,,,,,,,,,KC,TM-2850,Defensive Holding,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741686,(6:18) (Shotgun) T.Brady pass short left to D.Amendola to KC 27 for 22 yards (P.Gaines).,NE,KC,PASS,1,38,3,6,18,17,21,3,3,1,10,51,3,22,Y,Y,Y,,,,,,,,TB-2300,Y,,SL,DA-0900,,PG-0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741687,"(5:40) (No Huddle, Shotgun) T.Brady pass incomplete deep left to B.Cooks. PENALTY on KC-T.Mitchell, Defensive Pass Interference, 26 yards, enforced at KC 27 - No Play.",NE,KC,NOPL,1,5,3,5,40,17,21,3,3,1,10,73,4,,,Y,,,,,,,,,,,,,,,,,,,KC,TM-2850,Defensive Pass Interference,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741688,(5:35) M.Gillislee right guard to KC 1 for no gain (A.Bailey; R.Miller).,NE,KC,RUSH,2,32,3,5,35,17,21,3,3,1,1,99,5,0,,,,,,MG-0650,,RG,RM-4200,AB-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741689,"(5:03) M.Gillislee right guard for 1 yard, TOUCHDOWN.",NE,KC,RUSH,3,2,3,5,3,17,21,3,3,2,1,99,5,1,Y,Y,,,7,MG-0650,,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741690,"S.Gostkowski extra point is GOOD, Center-J.Cardona, Holder-R.Allen.",NE,KC,FGXP,3,3,3,5,1,24,21,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,SG-0800,33,Y,,,,,,,,,,,,,
4524,741691,S.Gostkowski kicks 66 yards from NE 35 to KC -1. D.Thomas to KC 13 for 14 yards (J.Jones).,KC,NE,KOFF,0,6,3,5,1,21,24,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,66,52,,DT-0850,14
4524,741692,"(4:56) (Shotgun) A.Smith pass short middle to T.Kelce to KC 21 for 8 yards (L.Guy). PENALTY on KC-T.Kelce, Taunting, 10 yards, enforced at KC 21.",KC,NE,PASS,1,35,3,4,56,21,24,3,3,1,10,13,1,8,Y,,Y,,,,,,,,AS-1600,Y,,SM,TK-0150,,LG-1000,,,,KC,TK-0150,Taunting,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741693,(4:21) (Shotgun) K.Hunt up the middle to KC 12 for 1 yard (M.Brown).,KC,NE,RUSH,2,46,3,4,21,21,24,3,3,2,12,11,1,1,,,Y,,,KH-2850,,MD,MB-3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741694,"(3:35) (Shotgun) A.Smith sacked at KC 11 for -1 yards (T.Flowers). Penalty on KC-L.Duvernay-Tardif, Offensive Holding, declined.",KC,NE,PASS,3,13,3,3,35,21,24,3,3,3,11,12,1,-1,,,Y,,,,,,,,AS-1600,,,,,,,,TF-0750,,KC,LD-1000,Offensive Holding,2,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741695,"(3:22) D.Colquitt punts 36 yards to KC 47, Center-J.Winchester. D.Amendola to KC 44 for 3 yards (T.Smith). PENALTY on NE-B.Bolden, Running Into the Kicker, 5 yards, enforced at KC 11 - No Play.",KC,NE,NOPL,0,9,3,3,22,21,24,3,3,4,12,11,1,,,,,,,,,,,,,,,,,,,,,,NE,BB-2250,Running Into the Kicker,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741696,"(3:13) D.Colquitt punts 49 yards to NE 35, Center-J.Winchester. D.Amendola to NE 37 for 2 yards (J.Chesson). PENALTY on NE-C.Marsh, Running Into the Kicker, 5 yards, enforced at KC 16 - No Play.",KC,NE,NOPL,0,10,3,3,13,21,24,3,3,4,7,16,1,,,,,,,,,,,,,,,,,,,,,,NE,CM-0250,Running Into the Kicker,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741697,"(3:03) D.Colquitt punts 59 yards to NE 20, Center-J.Winchester. D.Amendola ran ob at NE 28 for 8 yards.",NE,KC,PUNT,0,13,3,3,3,24,21,3,3,4,2,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC-3200,59,51,,DA-0900,8,,,,,,,
4524,741698,"(2:50) (Shotgun) T.Brady pass deep left to B.Cooks to KC 18 for 54 yards (T.Mitchell). Penalty on KC-P.Gaines, Defensive Holding, declined.",NE,KC,PASS,1,19,3,2,50,24,21,3,3,1,10,28,2,54,Y,Y,Y,,,,,,,,TB-2300,Y,,DL,BC-2325,,TM-2850,,,,KC,PG-0050,Defensive Holding,5,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741699,(2:31) J.White left tackle to KC 11 for 7 yards (D.Sorensen).,NE,KC,RUSH,2,31,3,2,31,24,21,3,3,1,10,82,5,7,Y,,,,,JW-2550,,LT,DS-3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741700,(2:00) (No Huddle) J.White left guard to KC 7 for 4 yards (D.Johnson).,NE,KC,RUSH,3,24,3,2,0,24,21,3,3,2,3,89,5,4,Y,Y,,Y,,JW-2550,,LG,DJ-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741701,(1:36) (No Huddle) J.White left tackle to KC 4 for 3 yards (A.Bailey).,NE,KC,RUSH,4,39,3,1,36,24,21,3,3,1,7,93,5,3,Y,,,Y,,JW-2550,,LT,AB-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741702,(:57) J.White left end to KC 10 for -6 yards (D.Johnson).,NE,KC,RUSH,5,37,3,0,57,24,21,3,3,2,4,96,5,-6,,,,,,JW-2550,,LE,DJ-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741703,"(:20) (Shotgun) T.Brady scrambles right tackle to KC 9 for 1 yard. T.Brady pass short left to J.White for 9 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NE-T.Brady, Illegal Forward Pass, 5 yards, enforced at KC 9.",NE,KC,RUSH,6,8,3,0,20,24,21,3,3,3,10,90,5,1,,,Y,,,TB-2300,,RT,,,,,,,,,,,,,NE,TB-2300,Illegal Forward Pass,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741704,"(:12) S.Gostkowski 32 yard field goal is GOOD, Center-J.Cardona, Holder-R.Allen.",NE,KC,FGXP,7,3,3,0,12,24,21,3,3,4,14,86,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,SG-0800,32,Y,,,,,,,,,,,,,
4524,741705,S.Gostkowski kicks 67 yards from NE 35 to KC -2. D.Thomas to KC 10 for 12 yards (J.Bademosi).,KC,NE,KOFF,0,5,3,0,9,21,27,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,67,55,,DT-0850,12
4524,741706,"(:04) (Shotgun) PENALTY on KC-B.Witzmann, False Start, 5 yards, enforced at KC 10 - No Play.",KC,NE,NOPL,0,20,3,0,4,21,27,3,3,1,10,10,1,,,,,,,,,,,,,,,,,,,,,,KC,BW-2750,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741707,(:04) (Shotgun) K.Hunt up the middle to KC 18 for 13 yards (P.Chung).,KC,NE,RUSH,1,35,3,0,4,21,27,3,3,1,15,5,1,13,Y,,Y,,,KH-2850,,MD,PC-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741708,(15:00) (Shotgun) A.Smith pass short middle to T.Kelce to KC 22 for 4 yards (M.Brown; J.Richards).,KC,NE,PASS,2,41,4,15,0,21,27,3,3,2,2,18,1,4,Y,Y,Y,,,,,,,,AS-1600,Y,,SM,TK-0150,,MB-3875,JR-2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741709,"(14:19) (Shotgun) A.Smith pass deep right to K.Hunt for 78 yards, TOUCHDOWN.",KC,NE,PASS,3,12,4,14,19,21,27,3,3,1,10,22,2,78,Y,Y,Y,,7,,,,,,AS-1600,Y,,DR,KH-2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741710,"C.Santos extra point is GOOD, Center-J.Winchester, Holder-D.Colquitt.",KC,NE,FGXP,3,3,4,14,7,28,27,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XP,CS-0250,33,Y,,,,,,,,,,,,,
4524,741711,"C.Santos kicks 65 yards from KC 35 to end zone, Touchback.",NE,KC,KOFF,0,6,4,14,7,27,28,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS-0250,65,40,Y,,
4524,741712,(14:07) (Shotgun) T.Brady pass short left to J.White to KC 49 for 26 yards (R.Parker).,NE,KC,PASS,1,30,4,14,7,27,28,3,3,1,10,25,2,26,Y,Y,Y,,,,,,,,TB-2300,Y,,SL,JW-2550,,RP-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741713,"(13:34) (Shotgun) T.Brady pass short left to C.Hogan to KC 41 for 8 yards (R.Parker, D.Johnson).",NE,KC,PASS,2,32,4,13,34,27,28,3,3,1,10,51,3,8,Y,,Y,,,,,,,,TB-2300,Y,,SL,CH-3350,,DJ-1600,RP-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741714,(13:02) (Shotgun) T.Brady pass incomplete short left to B.Cooks.,NE,KC,PASS,3,6,4,13,2,27,28,3,3,2,2,59,3,,,,Y,,,,,,,,TB-2300,,,SL,BC-2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,741715,"(12:56) (Shotgun) T.Brady pass short right to J.White to KC 40 for 1 yard (M.Peters, E.Berry).",NE,KC,PASS,4,27,4,12,56,27,28,3,3,3,2,59,3,1,,,Y,,,,,,,,TB-2300,Y,,SR,JW-2550,,MP-0950,EB-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
