uid,gid,tname,player,pos,snp
20189,4532,CLE,DS-1850,DT,23
20190,4532,CLE,NO-0300,DE,18
20191,4532,CLE,LO-0050,DT,17
20192,4532,CLE,TH-2175,DL,16
20193,4532,CLE,JM-3950,DT,10
20194,4532,CLE,JB-7650,SLB,9
20195,4533,IND,DG-1450,OL,50
20196,4533,IND,JV-0600,LG,50
20197,4533,IND,AC-1200,LT,50
20198,4533,IND,DB-2937,C,50
20199,4533,IND,JD-2550,TE,46
20200,4533,IND,DM-2775,RWR,45
20201,4533,IND,TH-1850,LWR,44
20202,4533,IND,ST-0700,QB,42
20203,4533,IND,JM-4150,RG,40
20204,4533,IND,KA-0400,RWR,26
20205,4533,IND,BW-2030,TE,19
20206,4533,IND,FG-0200,RB,19
20207,4533,IND,MM-0050,RB,17
20208,4533,IND,RT-1950,RB,14
20209,4533,IND,DD-0075,TE,13
20210,4533,IND,JH-0106,RG,10
20211,4533,IND,JB-5725,QB,9
20212,4533,IND,QB-0250,LWR,4
20213,4533,IND,MH-2150,RWR,3
20214,4533,IND,JB-4550,ILB,50
20215,4533,IND,TG-1575,SS,50
20216,4533,IND,AM-2950,ILB,50
20217,4533,IND,DB-6100,FS,50
20218,4533,IND,JS-3250,SLB,50
20219,4533,IND,JH-0840,DT,50
20220,4533,IND,JS-2100,OLB,50
20221,4533,IND,RM-3850,LCB,48
20222,4533,IND,MF-0150,SS,46
20223,4533,IND,NH-0075,RCB,40
20224,4533,IND,AW-1900,NT,38
20225,4533,IND,MH-3250,FS,30
20226,4533,IND,HA-0400,LDE,25
20227,4533,IND,MH-3750,LDE,20
20228,4533,IND,HR-0100,DT,19
20229,4533,IND,QW-0300,LCB,17
20230,4533,IND,BM-2850,SLB,15
20231,4533,IND,TB-0625,OLB,15
20232,4533,IND,JG-1050,ILB,8
20233,4533,LA,JB-6725,RG,65
20234,4533,LA,RH-1250,RT,65
20235,4533,LA,RS-0100,LG,65
20236,4533,LA,AW-1100,LT,60
20237,4533,LA,JS-7200,C,60
20238,4533,LA,JG-1850,QB,60
20239,4533,LA,TH-1550,TE,53
20240,4533,LA,TG-1950,RB,48
20241,4533,LA,RW-4050,WR,43
20242,4533,LA,CK-1300,WR,39
20243,4533,LA,SW-0450,RWR,38
20244,4533,LA,GE-0400,TE,29
20245,4533,LA,PC-0625,LWR,22
20246,4533,LA,JR-1950,RWR,17
20247,4533,LA,DC-0775,TE,13
20248,4533,LA,MB-3862,RB,11
20249,4533,LA,TA-1050,LWR,7
20250,4533,LA,AB-1987,C,5
20251,4533,LA,DW-3250,RT,5
20252,4533,LA,JD-1050,RB,5
20253,4533,LA,SM-0425,QB,5
20254,4533,LA,AO-0250,ILB,41
20255,4533,LA,MB-0650,ILB,41
20256,4533,LA,CB-0800,OLB,36
20257,4533,LA,TJ-2250,LCB,35
20258,4533,LA,LJ-1800,FS,35
20259,4533,LA,MA-0450,SS,33
20260,4533,LA,NR-0350,LCB,32
20261,4533,LA,EW-0550,LDE,32
20262,4533,LA,MB-3650,NT,32
20263,4533,LA,TS-1950,DT,29
20264,4533,LA,ML-2325,OLB,26
20265,4533,LA,TW-0160,NT,25
20266,4533,LA,RQ-0200,OLB,25
20267,4533,LA,CD-0950,FS,23
20268,4533,LA,KW-0850,RCB,23
20269,4533,LA,MF-1525,LDE,16
20270,4533,LA,SE-0025,OLB,15
20271,4533,LA,BC-2575,SS,14
20272,4533,LA,DH-1925,RCB,10
20273,4533,LA,CL-0987,ILB,9
20274,4533,LA,BH-0050,ILB,9
20275,4533,LA,JJ-3450,SS,9
20276,4534,CAR,DW-3450,RT,67
20277,4534,CAR,TT-1850,RG,67
20278,4534,CAR,AN-0400,LG,67
20279,4534,CAR,GO-0100,TE,67
20280,4534,CAR,CN-0500,QB,67
20281,4534,CAR,MK-0150,LT,67
20282,4534,CAR,RK-0100,C,66
20283,4534,CAR,CM-1225,RB,47
20284,4534,CAR,DF-2200,RWR,45
20285,4534,CAR,KB-0950,LWR,43
20286,4534,CAR,ED-0400,TE,40
20287,4534,CAR,JS-6700,RB,29
20288,4534,CAR,RS-0975,RWR,20
20289,4534,CAR,DB-6375,LWR,19
20290,4534,CAR,CS-0050,RWR,12
20291,4534,CAR,CM-0175,TE,12
20292,4534,CAR,FW-0750,RB,1
20293,4534,CAR,TL-0450,C,1
20294,4534,CAR,KC-1800,FS,57
20295,4534,CAR,LK-0600,MLB,57
20296,4534,CAR,MA-0200,SS,57
20297,4534,CAR,TD-0700,WLB,57
20298,4534,CAR,JB-4975,LCB,56
20299,4534,CAR,DW-4750,RCB,56
20300,4534,CAR,KS-0850,RDT,47
20301,4534,CAR,SL-0950,LDT,45
20302,4534,CAR,MA-0300,RDE,36
20303,4534,CAR,CM-3400,LCB,32
20304,4534,CAR,CJ-1300,LDE,28
20305,4534,CAR,JP-2000,LDE,26
20306,4534,CAR,ST-0550,SLB,25
20307,4534,CAR,WH-0850,RDE,23
20308,4534,CAR,KL-1400,LDT,14
20309,4534,CAR,DH-0550,RDE,9
20310,4534,CAR,KS-0450,RCB,1
20311,4534,SF,JS-5700,LT,57
20312,4534,SF,ZB-0100,LG,57
20313,4534,SF,DK-0600,C,57
20314,4534,SF,BF-1500,RG,57
20315,4534,SF,TB-3250,RT,57
20316,4534,SF,BH-1900,QB,57
20317,4534,SF,GK-0075,TE,54
20318,4534,SF,PG-0100,LWR,50
20319,4534,SF,MG-1050,RWR,50
20320,4534,SF,CH-5000,RB,45
20321,4534,SF,TT-0450,LWR,24
20322,4534,SF,KJ-1400,FB,19
20323,4534,SF,GC-0350,TE,14
20324,4534,SF,MB-3537,RB,10
20325,4534,SF,AR-1200,RWR,10
20326,4534,SF,LP-0200,TE,3
20327,4534,SF,KB-1625,LWR,3
20328,4534,SF,RM-5050,RB,1
20329,4534,SF,DJ-1750,RCB,57
20330,4534,SF,JT-0650,SS,57
20331,4534,SF,ER-0150,SS,57
20332,4534,SF,RR-0925,LCB,57
20333,4534,SF,NB-0400,MIKE,57
20334,4534,SF,DB-5475,DT,53
20335,4534,SF,AA-0562,LDE,51
20336,4534,SF,RA-1350,WILL,45
20337,4534,SF,ST-0525,RDE,43
20338,4534,SF,EM-1200,NT,38
20339,4534,SF,TC-0370,RDE,31
20340,4534,SF,EH-0150,SAM,30
20341,4534,SF,KW-1550,NB,29
20342,4534,SF,ED-1000,LDE,16
20343,4534,SF,DW-1700,SAM,15
20344,4534,SF,DJ-2150,NT,18
20345,4534,SF,XC-0100,DT,14
20346,4534,SF,LJ-0650,FS,12
20347,4534,SF,RF-1050,WILL,11
20348,4535,SEA,MG-0875,RG,49
20349,4535,SEA,JB-5750,C,49
20350,4535,SEA,RO-0250,LT,49
20351,4535,SEA,GI-0100,RT,49
20352,4535,SEA,LJ-0750,LG,49
20353,4535,SEA,RW-3850,QB,49
20354,4535,SEA,DB-0500,LWR,43
20355,4535,SEA,PR-0150,RWR,41
20356,4535,SEA,JG-2900,TE,40
20357,4535,SEA,TL-1025,RWR,26
20358,4535,SEA,CC-0750,RB,26
20359,4535,SEA,LW-1450,TE,17
20360,4535,SEA,CP-2550,RB,16
20361,4535,SEA,TM-1787,LWR,9
20362,4535,SEA,NV-0050,TE,8
20363,4535,SEA,EL-0010,RB,7
20364,4535,SEA,TM-0150,FB,5
20365,4535,SEA,AD-0212,RWR,5
20366,4535,SEA,MT-1100,LT,2
20367,4535,SEA,KC-0900,SS,49
20368,4535,SEA,RS-1000,LCB,49
20369,4535,SEA,BW-0150,MLB,49
20370,4535,SEA,KW-2500,ROLB,49
20371,4535,SEA,ET-0200,FS,49
20372,4535,SEA,SG-1600,RCB,49
20373,4535,SEA,MB-1900,LDE,49
20374,4535,SEA,CA-1300,RDE,49
20375,4535,SEA,SR-0670,LDT,49
20376,4535,SEA,JR-1025,RDT,48
20377,4535,SEA,FC-0150,RDE,45
20378,4535,SEA,JC-3518,RCB,41
20379,4535,SEA,TG-0350,LOLB,31
20380,4535,SEA,NJ-0500,RDT,24
20381,4535,SEA,DB-0950,OLB,19
20382,4535,SEA,MS-2550,LOLB,15
20383,4535,SEA,JL-0230,RCB,8
20384,4535,SEA,DM-1525,ROLB,3
20385,4535,SEA,NT-0150,LCB,2
20386,4535,SEA,BM-1250,FS,1
20387,4535,SEA,DA-0350,ROLB,1
20388,4535,GB,JE-1000,RG,82
20389,4535,GB,DB-0350,LT,82
20390,4535,GB,LT-0150,LG,82
20391,4535,GB,KM-3400,RT,82
20392,4535,GB,CL-0975,C,82
20393,4535,GB,AR-1300,QB,82
20394,4535,GB,JN-0900,LWR,76
20395,4535,GB,TM-3150,RB,74
20396,4535,GB,DA-0212,LWR,67
20397,4535,GB,MB-1800,TE,67
20398,4535,GB,RC-1500,RWR,63
20399,4535,GB,AR-0875,FB,22
20400,4535,GB,LK-0200,TE,21
20401,4535,GB,TD-0737,RWR,6
20402,4535,GB,JW-3650,RB,8
20403,4535,GB,RR-1050,TE,5
20404,4535,GB,JJ-0775,LWR,3
20405,4535,GB,DH-4000,LCB,49
20406,4535,GB,MB-5100,SS,49
20407,4535,GB,HC-0050,FS,49
20408,4535,GB,KB-1825,FS,47
20409,4535,GB,QR-0100,LCB,46
20410,4535,GB,CM-0900,LOLB,43
20411,4535,GB,BM-0345,MLB,42
20412,4535,GB,NP-0130,ROLB,42
20413,4535,GB,DR-0450,RCB,40
20414,4535,GB,MD-0060,DT,38
20415,4535,GB,KC-1225,NT,37
20416,4535,GB,DL-2325,LDE,15
20417,4535,GB,KF-0050,ROLB,12
20418,4535,GB,KK-0750,RCB,6
20419,4535,GB,RJ-0550,LDE,6
20420,4535,GB,AB-3100,LOLB,6
20421,4535,GB,JR-3650,LILB,5
20422,4535,GB,JT-1650,LILB,5
20423,4535,GB,LG-0950,LCB,2
20424,4536,NYG,EF-0075,LT,57
20425,4536,NYG,BH-0750,RT,57
20426,4536,NYG,JP-4350,LG,57
20427,4536,NYG,JJ-2100,RG,57
20428,4536,NYG,WR-0450,C,57
20429,4536,NYG,SS-1250,SWR,57
20430,4536,NYG,EM-0200,QB,57
20431,4536,NYG,BM-0300,RWR,49
20432,4536,NYG,EE-0400,TE,48
20433,4536,NYG,RL-0625,RWR,44
20434,4536,NYG,SV-0200,RB,31
20435,4536,NYG,RE-0400,TE,19
20436,4536,NYG,PP-0350,RB,18
20437,4536,NYG,SS-1750,FB,8
20438,4536,NYG,OD-0200,RB,8
20439,4536,NYG,JA-0245,TE,3
20440,4536,NYG,LC-0850,SS,57
20441,4536,NYG,DT-1225,FS,57
20442,4536,NYG,EA-0575,LCB,57
20443,4536,NYG,BG-0850,MLB,57
20444,4536,NYG,JJ-1550,RCB,57
20445,4536,NYG,OV-0200,RDE,57
20446,4536,NYG,JP-2900,LDE,57
20447,4536,NYG,JC-1800,WLB,57
20448,4536,NYG,DR-2800,NB,52
20449,4536,NYG,DH-1850,LDT,47
20450,4536,NYG,DT-1725,RDT,44
20451,4536,NYG,DK-0465,SLB,33
20452,4536,NYG,RT-0850,LDT,21
20453,4536,NYG,RO-0450,LDE,17
20454,4536,NYG,JB-5775,RDT,14
20455,4536,NYG,AA-0075,FS,8
20456,4536,NYG,KW-2800,LDE,5
20457,4536,NYG,MH-3775,LCB,3
20458,4536,DAL,JW-6000,TE,74
20459,4536,DAL,TS-2700,LT,74
20460,4536,DAL,TF-1350,C,74
20461,4536,DAL,ZM-0050,RG,74
20462,4536,DAL,CG-2175,LG,74
20463,4536,DAL,LC-0825,RT,74
20464,4536,DAL,DP-2037,QB,74
20465,4536,DAL,DB-5300,LWR,67
20466,4536,DAL,EE-0250,RB,60
20467,4536,DAL,CB-1130,SWR,52
20468,4536,DAL,TW-2270,RWR,38
20469,4536,DAL,BB-4100,LWR,35
20470,4536,DAL,JH-0860,TE,21
20471,4536,DAL,GS-1400,TE,9
20472,4536,DAL,AM-2850,RB,8
20473,4536,DAL,RS-2125,RB,2
20474,4536,DAL,RS-3525,SWR,0
20475,4536,DAL,KS-1450,FB,2
20476,4536,DAL,JH-3210,SS,56
20477,4536,DAL,BJ-2350,FS,57
20478,4536,DAL,NC-0100,LCB,57
20479,4536,DAL,SL-0500,WLB,57
20480,4536,DAL,AB-3450,NB,51
20481,4536,DAL,MC-2150,LDT,51
20482,4536,DAL,CA-1350,RCB,39
20483,4536,DAL,SP-0100,RDT,39
20484,4536,DAL,JS-4150,MLB,36
20485,4536,DAL,DL-0450,LDE,35
20486,4536,DAL,BM-0750,LDE,29
20487,4536,DAL,TC-1262,RDE,26
20488,4536,DAL,TC-2950,RDE,23
20489,4536,DAL,KF-0425,SS,19
20490,4536,DAL,DW-4025,SLB,17
20491,4536,DAL,CT-0025,LDE,12
20492,4536,DAL,BP-1350,LDT,11
20493,4536,DAL,OS-0200,RCB,9
20494,4536,DAL,JD-3300,WLB,2
20495,4537,NO,MU-0400,C,62
20496,4537,NO,RR-0122,LT,62
20497,4537,NO,AP-0450,LG,62
20498,4537,NO,LW-0350,RG,62
20499,4537,NO,DB-3800,QB,62
20500,4537,NO,MT-0875,LWR,58
20501,4537,NO,BC-1850,LWR,48
20502,4537,NO,TG-0900,RWR,42
20503,4537,NO,SK-0150,C,34
20504,4537,NO,CF-0650,TE,32
20505,4537,NO,AK-0050,RB,31
20506,4537,NO,ZS-0200,RT,28
20507,4537,NO,MI-0100,RB,26
20508,4537,NO,JH-4070,TE,25
20509,4537,NO,MH-3300,TE,18
20510,4537,NO,TL-0825,RWR,11
20511,4537,NO,AP-0700,RB,9
20512,4537,NO,JK-2200,RB,8
20513,4537,NO,JL-1250,C,2
20514,4537,NO,AK-0650,SLB,62
20515,4537,NO,PW-0850,LCB,62
20516,4537,NO,KV-0050,SS,62
20517,4537,NO,MW-2275,FS,62
20518,4537,NO,CJ-2400,LDE,62
20519,4537,NO,ML-0375,RCB,61
20520,4537,NO,SR-0050,DT,58
20521,4537,NO,AO-0370,RDE,54
20522,4537,NO,AA-0552,WLB,48
20523,4537,NO,DH-1425,RCB,44
20524,4537,NO,TD-0850,DT,38
20525,4537,NO,DO-0250,DT,31
20526,4537,NO,CR-1150,MLB,17
20527,4537,NO,MT-0350,MLB,16
20528,4537,NO,HK-0100,SLB,16
20529,4537,NO,VB-0087,FS,5
20530,4537,NO,ML-2250,DL,1
20531,4537,MIN,JB-3200,RG,65
20532,4537,MIN,RR-0250,LT,65
20533,4537,MIN,MR-0645,RT,65
20534,4537,MIN,AT-0350,LWR,65
20535,4537,MIN,SB-1100,QB,65
20536,4537,MIN,PE-0192,C,65
20537,4537,MIN,NE-0225,LG,63
20538,4537,MIN,SD-0537,RWR,58
20539,4537,MIN,KR-1200,TE,55
20540,4537,MIN,DC-3550,RB,51
20541,4537,MIN,LT-0862,LWR,36
20542,4537,MIN,DM-3550,TE,18
20543,4537,MIN,JW-6560,RWR,16
20544,4537,MIN,JM-3450,RB,11
20545,4537,MIN,CH-0525,FB,9
20546,4537,MIN,LM-1850,RB,3
20547,4537,MIN,JS-3450,LG,2
20548,4537,MIN,SC-0975,LWR,2
20549,4537,MIN,BB-1550,TE,2
20550,4537,MIN,AS-0600,SS,62
20551,4537,MIN,HS-0130,FS,62
20552,4537,MIN,AB-0650,SLB,62
20553,4537,MIN,EK-0250,MLB,62
20554,4537,MIN,TW-1187,LCB,57
20555,4537,MIN,EG-0900,RDE,53
20556,4537,MIN,DH-4650,LDE,50
20557,4537,MIN,XR-0100,RCB,45
20558,4537,MIN,TJ-1900,DT,45
20559,4537,MIN,TN-0400,LCB,41
20560,4537,MIN,BR-1000,LDE,38
20561,4537,MIN,LJ-1700,NT,35
20562,4537,MIN,SS-2750,NT,27
20563,4537,MIN,MA-0350,RCB,27
20564,4537,MIN,BG-0350,WLB,16
20565,4538,LAC,MS-2300,LG,59
20566,4538,LAC,RO-0400,LT,59
20567,4538,LAC,JB-1400,RT,59
20568,4538,LAC,KW-0930,RG,59
20569,4538,LAC,PR-0300,QB,59
20570,4538,LAC,SP-1900,C,59
20571,4538,LAC,TW-2875,RWR,55
20572,4538,LAC,KA-0650,LWR,53
20573,4538,LAC,MG-1150,RB,44
20574,4538,LAC,TB-1060,RWR,39
20575,4538,LAC,AG-0500,TE,39
20576,4538,LAC,HH-0225,TE,23
20577,4538,LAC,BO-0150,RB,11
20578,4538,LAC,SC-1850,TE,11
20579,4538,LAC,DW-1750,FB,8
20580,4538,LAC,GD-0050,WR,6
20581,4538,LAC,AE-0550,RB,3
20582,4538,LAC,CH-0200,RT,2
20583,4538,LAC,TB-1850,FS,59
20584,4538,LAC,JA-0280,SS,59
20585,4538,LAC,JB-6825,WLB,59
20586,4538,LAC,CH-2250,LCB,59
20587,4538,LAC,JV-0425,RCB,59
20588,4538,LAC,MI-0150,DE,59
20589,4538,LAC,JB-4450,LDE,57
20590,4538,LAC,CL-1000,DT,48
20591,4538,LAC,BM-1800,NT,46
20592,4538,LAC,TW-2856,RCB,40
20593,4538,LAC,HP-0200,MLB,32
20594,4538,LAC,KE-0550,SLB,30
20595,4538,LAC,KT-0650,MLB,27
20596,4538,LAC,DS-3350,NT,23
20597,4538,LAC,CM-1250,DE,20
20598,4538,LAC,IR-0400,DL,15
20599,4538,LAC,DP-1275,DT,13
20600,4538,LAC,AP-1050,SS,8
20601,4538,LAC,NH-0750,WLB,5
20602,4538,LAC,DK-0687,LCB,3
20603,4538,DEN,MW-0950,RT,69
20604,4538,DEN,GB-0650,LT,69
20605,4538,DEN,MP-0250,C,69
20606,4538,DEN,TS-1450,QB,69
20607,4538,DEN,DT-0900,LWR,60
20608,4538,DEN,ES-0200,RWR,53
20609,4538,DEN,CA-0750,RB,48
20610,4538,DEN,VG-0300,TE,45
20611,4538,DEN,BF-0950,LWR,38
20612,4538,DEN,AB-0500,LG,36
20613,4538,DEN,RL-0350,RG,36
20614,4538,DEN,MG-0250,LG,33
20615,4538,DEN,CM-1850,C,33
20616,4538,DEN,AD-1175,TE,29
20617,4538,DEN,JC-2300,RB,21
20618,4538,DEN,AJ-0375,FB,17
20619,4538,DEN,JH-3625,TE,17
20620,4538,DEN,CL-0275,RWR,12
20621,4538,DEN,DS-4050,LT,5
20622,4538,DEN,JS-3150,SS,59
20623,4538,DEN,AT-0100,LCB,59
20624,4538,DEN,CH-1500,RCB,56
20625,4538,DEN,SB-0225,SLB,54
20626,4538,DEN,VM-0300,WLB,53
20627,4538,DEN,BM-0330,ILB,52
20628,4538,DEN,DS-4300,FS,47
20629,4538,DEN,WP-0125,FS,43
20630,4538,DEN,DW-4250,LDE,43
20631,4538,DEN,BR-1050,LCB,40
20632,4538,DEN,SH-0150,LDE,33
20633,4538,DEN,AG-1350,RDE,31
20634,4538,DEN,DP-0900,NT,27
20635,4538,DEN,TD-0725,ILB,19
20636,4538,DEN,JC-1175,SS,12
20637,4538,DEN,CN-0450,ILB,7
20638,4538,DEN,DW-0450,WLB,6
20639,4538,DEN,KE-0125,SLB,5
20640,4538,DEN,TJ-0925,DL,3
20641,4539,HOU,DH-3950,LWR,66
20642,4539,HOU,GM-0025,C,66
20643,4539,HOU,BG-0500,RT,66
20644,4539,HOU,CC-1900,LT,66
20645,4539,HOU,XS-0100,LG,66
20646,4539,HOU,DW-1725,QB,66
20647,4539,HOU,NM-0275,C,66
20648,4539,HOU,BM-2350,RWR,63
20649,4539,HOU,LM-1150,RB,49
20650,4539,HOU,JD-0350,LT,30
20651,4539,HOU,JP-4187,FB,28
20652,4539,HOU,TE-0350,RB,27
20653,4539,HOU,JS-7075,LWR,20
20654,4539,HOU,DF-1362,RB,17
20655,4539,HOU,EB-0550,TE,16
20656,4539,HOU,KF-0600,LG,14
20657,4539,HOU,AH-0250,FS,64
20658,4539,HOU,BM-1450,RILB,63
20659,4539,HOU,KJ-0100,RCB,59
20660,4539,HOU,JW-1100,LDE,58
20661,4539,HOU,CM-2850,SS,55
20662,4539,HOU,JC-3350,OLB,55
20663,4539,HOU,WM-0550,SLB,51
20664,4539,HOU,KJ-0650,RCB,47
20665,4539,HOU,ZC-0300,RILB,43
20666,4539,HOU,DR-0625,NT,35
20667,4539,HOU,EP-0550,SS,27
20668,4539,HOU,MB-5050,LCB,27
20669,4539,HOU,JH-3220,RDE,26
20670,4539,HOU,DC-2812,LILB,23
20671,4539,HOU,JJ-5000,LCB,22
20672,4539,HOU,MG-0600,FS,18
20673,4539,HOU,CC-4550,RDE,14
20674,4539,HOU,BD-1100,NT,11
20675,4539,HOU,BS-0850,OLB,5
20676,4539,CIN,CO-0350,LT,64
20677,4539,CIN,JF-1750,RT,64
20678,4539,CIN,TJ-1150,C,64
20679,4539,CIN,CB-2000,LG,64
20680,4539,CIN,AD-0100,QB,64
20681,4539,CIN,RB-2275,C,64
20682,4539,CIN,AG-1500,LWR,62
20683,4539,CIN,BL-0100,RWR,57
20684,4539,CIN,TE-0300,TE,50
20685,4539,CIN,AE-1037,RWR,37
20686,4539,CIN,GB-0350,RB,33
20687,4539,CIN,TK-0850,TE,29
20688,4539,CIN,JM-5275,RB,16
20689,4539,CIN,JH-4025,RB,15
20690,4539,CIN,RH-1875,TE,9
20691,4539,CIN,CC-4450,LWR,7
20692,4539,CIN,JR-3280,RWR,5
20693,4539,CIN,NV-0200,SLB,64
20694,4539,CIN,GI-1300,FS,64
20695,4539,CIN,VR-0200,WLB,64
20696,4539,CIN,DK-0750,LCB,64
20697,4539,CIN,SW-1550,SS,64
20698,4539,CIN,AJ-1200,RCB,61
20699,4539,CIN,CD-2200,LDE,53
20700,4539,CIN,GA-0400,RDT,50
20701,4539,CIN,DD-0950,RCB,48
20702,4539,CIN,JW-4912,RDE,45
20703,4539,CIN,CS-2350,LDE,34
20704,4539,CIN,PS-0300,NT,32
20705,4539,CIN,RG-1150,RDT,22
20706,4539,CIN,KM-1950,MLB,19
20707,4539,CIN,CL-0375,SLB,17
20708,4539,CIN,AB-1650,NT,11
20709,4539,CIN,JS-2050,LCB,5
20710,4539,CIN,DS-2950,SS,1
20711,4540,ARI,EB-1275,RG,66
20712,4540,ARI,JW-2350,LT,66
20713,4540,ARI,JV-0300,RT,66
20714,4540,ARI,AB-2100,LG,66
20715,4540,ARI,AS-0920,C,66
20716,4540,ARI,CP-0500,QB,66
20717,4540,ARI,LF-0200,LWR,62
20718,4540,ARI,JB-6750,RWR,50
20719,4540,ARI,JN-0625,LWR,50
20720,4540,ARI,TN-0550,TE,30
20721,4540,ARI,AE-0750,RB,30
20722,4540,ARI,IM-0300,TE,21
20723,4540,ARI,BG-0750,RWR,22
20724,4540,ARI,KW-1250,RB,18
20725,4540,ARI,CJ-1700,RB,17
20726,4540,ARI,WH-0775,RT,15
20727,4540,ARI,CW-2450,LWR,10
20728,4540,ARI,EP-0350,RB,7
20729,4540,ARI,TM-0850,FS,66
20730,4540,ARI,TB-2400,SS,66
20731,4540,ARI,PP-0400,LCB,66
20732,4540,ARI,KD-0100,RILB,66
20733,4540,ARI,CJ-2050,SAM,66
20734,4540,ARI,JB-3350,RCB,66
20735,4540,ARI,MG-0925,WLB,64
20736,4540,ARI,HR-0050,SILB,56
20737,4540,ARI,AB-1500,SS,52
20738,4540,ARI,CP-1300,NT,43
20739,4540,ARI,FR-0200,RDT,42
20740,4540,ARI,JM-1650,LDE,26
20741,4540,ARI,RN-1275,RDT,19
20742,4540,ARI,XW-0100,LDE,19
20743,4540,ARI,JB-8700,RILB,15
20744,4540,ARI,OP-0150,LDE,15
20745,4540,ARI,KM-0425,SAM,6
20746,4540,ARI,TW-2700,LCB,4
20747,4540,ARI,BB-0550,FS,1
20748,4540,ARI,RG-2375,NT,2
20749,4540,IND,JV-0600,LG,71
20750,4540,IND,JM-4150,RG,71
20751,4540,IND,JH-0106,RG,71
20752,4540,IND,JB-5725,QB,71
20753,4540,IND,AC-1200,LT,71
20754,4540,IND,DB-2937,C,71
20755,4540,IND,JD-2550,TE,70
20756,4540,IND,TH-1850,LWR,64
20757,4540,IND,KA-0400,RWR,63
20758,4540,IND,DM-2775,RWR,53
20759,4540,IND,FG-0200,RB,32
20760,4540,IND,RT-1950,RB,28
20761,4540,IND,DD-0075,TE,15
20762,4540,IND,BW-2030,TE,13
20763,4540,IND,MM-0050,RB,11
20764,4540,IND,QB-0250,LWR,6
20765,4540,IND,MF-0150,SS,66
20766,4540,IND,MH-3250,FS,66
20767,4540,IND,RM-3850,LCB,66
20768,4540,IND,JB-4550,ILB,66
20769,4540,IND,QW-0300,LCB,64
20770,4540,IND,JS-3250,SLB,60
20771,4540,IND,JS-2100,OLB,57
20772,4540,IND,JG-1050,ILB,52
20773,4540,IND,NH-0075,RCB,44
20774,4540,IND,MH-3750,LDE,31
20775,4540,IND,HA-0400,LDE,31
20776,4540,IND,AW-1900,NT,31
20777,4540,IND,JH-0840,DT,31
20778,4540,IND,BM-2850,SLB,16
20779,4540,IND,KM-2650,RCB,13
20780,4540,IND,HR-0100,DT,11
20781,4540,IND,GS-1250,NT,11
20782,4540,IND,TB-0625,OLB,9
20783,4540,IND,TG-1575,SS,1
20784,4541,BUF,RI-0100,LG,54
20785,4541,BUF,JM-4550,RG,54
20786,4541,BUF,JM-4950,RT,54
20787,4541,BUF,EW-1600,C,54
20788,4541,BUF,TT-0500,QB,54
20789,4541,BUF,JM-1550,LWR,50
20790,4541,BUF,ZJ-0100,RWR,49
20791,4541,BUF,CC-2100,TE,45
20792,4541,BUF,LM-1000,RB,40
20793,4541,BUF,DD-0687,LT,37
20794,4541,BUF,AH-3600,RWR,34
20795,4541,BUF,NO-0150,TE,20
20796,4541,BUF,CG-1250,LT,17
20797,4541,BUF,PD-0700,FB,13
20798,4541,BUF,MT-1300,FB,13
20799,4541,BUF,KC-1250,RWR,5
20800,4541,BUF,LT-0275,TE,1
20801,4541,BUF,PB-0750,MLB,54
20802,4541,BUF,JP-4150,FS,54
20803,4541,BUF,TW-1725,LCB,54
20804,4541,BUF,MH-4000,SS,54
20805,4541,BUF,EG-0050,RCB,54
20806,4541,BUF,RH-3300,WLB,54
20807,4541,BUF,KW-1600,DT,47
20808,4541,BUF,LJ-1150,RCB,46
20809,4541,BUF,JH-5900,RE,46
20810,4541,BUF,LA-0200,SLB,44
20811,4541,BUF,SL-0350,LE,43
20812,4541,BUF,AW-0550,DT,32
20813,4541,BUF,CT-1300,DT,33
20814,4541,BUF,RD-0650,RE,26
20815,4541,BUF,EY-0100,LE,23
20816,4541,BUF,MD-0100,DT,18
20817,4541,BUF,SW-2300,LCB,2
20818,4541,CAR,TT-1850,RG,69
20819,4541,CAR,TL-0450,C,69
20820,4541,CAR,AN-0400,LG,69
20821,4541,CAR,DW-3450,RT,69
20822,4541,CAR,CN-0500,QB,69
20823,4541,CAR,MK-0150,LT,68
20824,4541,CAR,DF-2200,RWR,57
20825,4541,CAR,ED-0400,TE,56
20826,4541,CAR,CM-1225,RB,44
20827,4541,CAR,KB-0950,LWR,44
20828,4541,CAR,RS-0975,RWR,33
20829,4541,CAR,JS-6700,RB,26
20830,4541,CAR,GO-0100,TE,25
20831,4541,CAR,DB-6375,LWR,23
20832,4541,CAR,CM-0175,TE,14
20833,4541,CAR,CS-0050,RWR,13
20834,4541,CAR,AS-0940,LT,6
20835,4541,CAR,TM-3350,RT,3
20836,4541,CAR,FW-0750,RB,1
20837,4541,CAR,JB-4975,LCB,54
20838,4541,CAR,DW-4750,RCB,54
20839,4541,CAR,KC-1800,FS,54
20840,4541,CAR,TD-0700,WLB,54
20841,4541,CAR,MA-0200,SS,54
20842,4541,CAR,LK-0600,MLB,54
20843,4541,CAR,KS-0850,RDT,41
20844,4541,CAR,MA-0300,RDE,38
20845,4541,CAR,JP-2000,LDE,32
20846,4541,CAR,CJ-1300,LDE,31
20847,4541,CAR,CM-3400,LCB,29
20848,4541,CAR,ST-0550,SLB,25
20849,4541,CAR,SL-0950,LDT,24
