uid,gid,tname,player,pos,snp
20850,4541,CAR,KL-1400,LDT,20
20851,4541,CAR,WH-0850,RDE,18
20852,4541,CAR,VB-0375,RDT,13
20853,4542,CHI,CW-1875,LG,64
20854,4542,CHI,CL-0862,LT,64
20855,4542,CHI,BM-0360,RT,64
20856,4542,CHI,MG-0850,QB,64
20857,4542,CHI,JB-2950,RWR,59
20858,4542,CHI,KW-2550,LWR,55
20859,4542,CHI,ZM-0250,TE,48
20860,4542,CHI,TC-1975,RB,40
20861,4542,CHI,HG-0250,C,40
20862,4542,CHI,JS-3500,RG,39
20863,4542,CHI,DT-1250,LWR,36
20864,4542,CHI,JH-5575,RB,31
20865,4542,CHI,DS-2170,TE,30
20866,4542,CHI,BS-3050,LT,25
20867,4542,CHI,TC-2350,RT,24
20868,4542,CHI,TG-0450,WR,8
20869,4542,CHI,MB-5175,FB,6
20870,4542,CHI,AS-0775,TE,5
20871,4542,CHI,TM-1150,LWR,2
20872,4542,CHI,EJ-0125,FS,64
20873,4542,CHI,MC-2570,RCB,64
20874,4542,CHI,QD-0100,SS,64
20875,4542,CHI,KF-0500,RCB,64
20876,4542,CHI,DT-1950,RILB,63
20877,4542,CHI,LF-0450,ROLB,55
20878,4542,CHI,AH-3050,DE,49
20879,4542,CHI,CJ-2175,LILB,47
20880,4542,CHI,BC-0150,LCB,41
20881,4542,CHI,EG-0350,NT,40
20882,4542,CHI,MU-0500,DE,35
20883,4542,CHI,SA-0100,ROLB,32
20884,4542,CHI,WY-0300,LOLB,31
20885,4542,CHI,RR-0850,DE,27
20886,4542,CHI,JB-7450,DE,26
20887,4542,CHI,PM-0500,LOLB,24
20888,4542,CHI,NK-0800,RILB,16
20889,4542,CHI,JA-1820,LILB,12
20890,4542,CHI,CL-0450,LCB,5
20891,4542,CHI,AA-0543,FS,1
20892,4542,TB,JS-7450,RG,71
20893,4542,TB,DS-3037,LT,71
20894,4542,TB,AM-0750,C,71
20895,4542,TB,JW-5650,QB,65
20896,4542,TB,DD-2300,RT,62
20897,4542,TB,ME-0600,RWR,55
20898,4542,TB,OH-0250,TE,46
20899,4542,TB,AH-3862,LWR,41
20900,4542,TB,ES-1125,LG,38
20901,4542,TB,CB-2775,TE,38
20902,4542,TB,DJ-0200,LWR,36
20903,4542,TB,JR-2800,RB,34
20904,4542,TB,KP-0050,LG,33
20905,4542,TB,CG-1425,RWR,29
20906,4542,TB,CS-1950,RB,21
20907,4542,TB,LS-1900,TE,16
20908,4542,TB,PB-0125,RB,16
20909,4542,TB,AC-2450,TE,14
20910,4542,TB,CB-1180,RT,9
20911,4542,TB,BR-0250,LWR,7
20912,4542,TB,RF-0500,QB,6
20913,4542,TB,VH-0050,LCB,64
20914,4542,TB,KB-0775,SLB,58
20915,4542,TB,BG-2100,RCB,57
20916,4542,TB,CC-4000,S,54
20917,4542,TB,LD-0150,WLB,53
20918,4542,TB,RA-1500,LDE,48
20919,4542,TB,NS-0712,LDE,45
20920,4542,TB,RM-1900,LCB,44
20921,4542,TB,GM-0500,LDT,40
20922,4542,TB,KT-0150,S,36
20923,4542,TB,RR-1450,RDE,35
20924,4542,TB,WG-0550,RDE,32
20925,4542,TB,TW-0600,S,28
20926,4542,TB,CB-0200,RDT,25
20927,4542,TB,CM-1600,RDT,24
20928,4542,TB,AG-0775,MLB,22
20929,4542,TB,KA-0625,MLB,17
20930,4542,TB,JE-1300,S,5
20931,4542,TB,RS-2350,RCB,7
20932,4542,TB,SS-1450,LDT,5
20933,4543,CLE,KZ-0050,RG,71
20934,4543,CLE,SC-0950,RT,71
20935,4543,CLE,JB-3550,LG,71
20936,4543,CLE,JT-3350,C,71
20937,4543,CLE,JT-1600,LT,71
20938,4543,CLE,RH-1950,LWR,51
20939,4543,CLE,DK-0875,QB,52
20940,4543,CLE,KB-1900,RWR,42
20941,4543,CLE,CC-3650,WR,38
20942,4543,CLE,DJ-1850,RB,37
20943,4543,CLE,DN-1225,TE,34
20944,4543,CLE,RL-1325,RWR,32
20945,4543,CLE,IC-0300,RB,32
20946,4543,CLE,SD-0534,TE,31
20947,4543,CLE,SC-0775,LWR,26
20948,4543,CLE,RT-0450,TE,19
20949,4543,CLE,KH-2050,QB,19
20950,4543,CLE,DV-0550,FB,6
20951,4543,CLE,MD-0175,RB,4
20952,4543,CLE,JP-1975,S,68
20953,4543,CLE,JT-0850,RCB,71
20954,4543,CLE,CK-0850,WLB,68
20955,4543,CLE,JS-1025,MLB,68
20956,4543,CLE,JM-2800,LCB,68
20957,4543,CLE,DK-0625,S,67
20958,4543,CLE,JC-3550,SLB,55
20959,4543,CLE,EO-0075,DE,54
20960,4543,CLE,CN-0250,DE,50
20961,4543,CLE,TC-2150,DT,42
20962,4543,CLE,DS-1850,DT,37
20963,4543,CLE,NO-0300,DE,32
20964,4543,CLE,BB-2231,RCB,25
20965,4543,CLE,LO-0050,DT,18
20966,4543,CLE,JM-3950,DT,17
20967,4543,CLE,JB-7650,SLB,12
20968,4543,CLE,MJ-2550,LCB,1
20969,4543,BAL,AH-3700,RT,68
20970,4543,BAL,RJ-0850,C,68
20971,4543,BAL,RS-2650,LT,68
20972,4543,BAL,JH-6500,LT,68
20973,4543,BAL,JF-1900,QB,68
20974,4543,BAL,BW-0700,TE,51
20975,4543,BAL,MW-0500,RWR,48
20976,4543,BAL,JA-1025,RB,43
20977,4543,BAL,JM-0200,WR,43
20978,4543,BAL,NB-0450,TE,42
20979,4543,BAL,BP-0450,LWR,42
20980,4543,BAL,MY-0100,OL,36
20981,4543,BAL,TB-1150,LG,32
20982,4543,BAL,MW-2450,TE,28
20983,4543,BAL,TW-1350,RB,15
20984,4543,BAL,MC-0150,LWR,8
20985,4543,BAL,AC-2150,RB,8
20986,4543,BAL,CM-0850,WR,7
20987,4543,BAL,PR-0125,NT,5
20988,4543,BAL,VM-0225,TE,1
20989,4543,BAL,TJ-0950,SS,68
20990,4543,BAL,CM-3250,MLB,68
20991,4543,BAL,JS-4300,RCB,68
20992,4543,BAL,EW-0400,FS,68
20993,4543,BAL,BC-0500,LCB,68
20994,4543,BAL,MJ-2700,SLB,58
20995,4543,BAL,BU-0150,DE,54
20996,4543,BAL,TS-3500,RUSH,49
20997,4543,BAL,MP-1225,NT,49
20998,4543,BAL,LW-0700,FS,47
20999,4543,BAL,TB-2025,SLB,35
21000,4543,BAL,KC-2325,WLB,30
21001,4543,BAL,AL-0650,SS,23
21002,4543,BAL,TW-2350,RUSH,22
21003,4543,BAL,PO-0175,WLB,19
21004,4543,BAL,BW-2020,DT,19
21005,4543,BAL,CD-0650,NT,13
21006,4543,BAL,MH-3742,LCB,11
21007,4544,MIN,JB-3200,RG,65
21008,4544,MIN,NE-0225,LG,65
21009,4544,MIN,MR-0645,RT,65
21010,4544,MIN,RR-0250,LT,65
21011,4544,MIN,PE-0192,C,65
21012,4544,MIN,CK-0250,QB,64
21013,4544,MIN,KR-1200,TE,61
21014,4544,MIN,AT-0350,LWR,62
21015,4544,MIN,SD-0537,RWR,60
21016,4544,MIN,LT-0862,LWR,50
21017,4544,MIN,DC-3550,RB,37
21018,4544,MIN,JM-3450,RB,22
21019,4544,MIN,JW-6560,RWR,13
21020,4544,MIN,DM-3550,TE,7
21021,4544,MIN,LM-1850,RB,6
21022,4544,MIN,CH-0525,FB,5
21023,4544,MIN,BB-1550,TE,2
21024,4544,MIN,AS-0600,SS,65
21025,4544,MIN,EK-0250,MLB,65
21026,4544,MIN,HS-0130,FS,65
21027,4544,MIN,AB-0650,SLB,65
21028,4544,MIN,XR-0100,RCB,60
21029,4544,MIN,EG-0900,RDE,59
21030,4544,MIN,TW-1187,LCB,58
21031,4544,MIN,DH-4650,LDE,53
21032,4544,MIN,TJ-1900,DT,53
21033,4544,MIN,LJ-1700,NT,48
21034,4544,MIN,BR-1000,LDE,48
21035,4544,MIN,MA-0350,RCB,43
21036,4544,MIN,TN-0400,LCB,43
21037,4544,MIN,SS-2750,NT,35
21038,4544,MIN,BG-0350,WLB,18
21039,4544,MIN,EL-0060,WLB,1
21040,4544,PIT,RF-0900,LG,74
21041,4544,PIT,DD-0750,RG,74
21042,4544,PIT,BR-1100,QB,74
21043,4544,PIT,MP-1900,C,74
21044,4544,PIT,JJ-0725,TE,71
21045,4544,PIT,AB-3500,LWR,70
21046,4544,PIT,LB-0250,RB,68
21047,4544,PIT,MG-0500,RT,59
21048,4544,PIT,AV-0350,LT,53
21049,4544,PIT,MB-4550,RWR,47
21050,4544,PIT,CH-4550,RT,41
21051,4544,PIT,JS-4750,LWR,38
21052,4544,PIT,ER-0462,LWR,37
21053,4544,PIT,XG-0100,TE,16
21054,4544,PIT,RN-1250,FB,11
21055,4544,PIT,JC-4075,RB,4
21056,4544,PIT,DH-2800,RWR,2
21057,4544,PIT,TW-1125,RB,1
21058,4544,PIT,SD-0250,SS,65
21059,4544,PIT,RS-0962,LILB,65
21060,4544,PIT,AB-3875,RCB,64
21061,4544,PIT,MM-3800,FS,64
21062,4544,PIT,JH-0100,LCB,63
21063,4544,PIT,BD-1200,LOLB,63
21064,4544,PIT,CH-3100,LDE,56
21065,4544,PIT,MH-2975,LCB,54
21066,4544,PIT,TA-0600,RDE,53
21067,4544,PIT,VW-0250,RILB,47
21068,4544,PIT,AC-1350,LOLB,45
21069,4544,PIT,JH-1375,NT,23
21070,4544,PIT,TW-1137,ROLB,20
21071,4544,PIT,WG-0500,RCB,19
21072,4544,PIT,LW-0250,LDE,9
21073,4544,PIT,AM-2300,LOLB,2
21074,4544,PIT,RG-1250,SS,1
21075,4544,PIT,TM-0825,RILB,1
21076,4545,NE,JT-2825,LG,76
21077,4545,NE,SM-0850,RG,76
21078,4545,NE,NS-0500,LT,76
21079,4545,NE,MC-0400,RT,76
21080,4545,NE,DA-1425,C,76
21081,4545,NE,TB-2300,QB,76
21082,4545,NE,BC-2325,LWR,65
21083,4545,NE,CH-3350,RWR,65
21084,4545,NE,DA-0850,TE,46
21085,4545,NE,RG-2200,TE,46
21086,4545,NE,PD-0800,RWR,32
21087,4545,NE,JW-2550,RB,30
21088,4545,NE,MG-0650,RB,30
21089,4545,NE,JD-1650,RB,24
21090,4545,NE,JH-4850,TE,16
21091,4545,NE,DL-1700,RB,14
21092,4545,NE,RB-4670,RB,8
21093,4545,NE,CF-0675,RT,4
21094,4545,NE,KV-0075,SLB,65
21095,4545,NE,DM-1300,FS,65
21096,4545,NE,SG-0650,RCB,65
21097,4545,NE,PC-0300,SS,63
21098,4545,NE,TF-0750,RDE,62
21099,4545,NE,DH-1250,FS,52
21100,4545,NE,MB-5250,LCB,49
21101,4545,NE,AB-4000,DT,45
21102,4545,NE,ER-0250,MLB,36
21103,4545,NE,MB-3875,DT,34
21104,4545,NE,ER-0475,RCB,34
21105,4545,NE,CM-0250,RDE,31
21106,4545,NE,LG-1000,LDE,30
21107,4545,NE,DW-4150,DL,28
21108,4545,NE,JJ-4565,LCB,27
21109,4545,NE,JR-2150,SS,16
21110,4545,NE,AB-2700,DT,6
21111,4545,NE,HL-0100,WLB,6
21112,4545,NE,DH-1400,WLB,1
21113,4545,NO,MU-0400,C,65
21114,4545,NO,LW-0350,RG,65
21115,4545,NO,RR-0122,LT,65
21116,4545,NO,AP-0450,LG,65
21117,4545,NO,SK-0150,C,65
21118,4545,NO,DB-3800,QB,65
21119,4545,NO,BC-1850,LWR,58
21120,4545,NO,MT-0875,LWR,58
21121,4545,NO,TG-0900,RWR,43
21122,4545,NO,MI-0100,RB,36
21123,4545,NO,CF-0650,TE,32
21124,4545,NO,JH-4070,TE,26
21125,4545,NO,MH-3300,TE,22
21126,4545,NO,AK-0050,RB,16
21127,4545,NO,AP-0700,RB,15
21128,4545,NO,TL-0825,RWR,14
21129,4545,NO,JK-2200,RB,5
21130,4545,NO,CJ-2400,LDE,65
21131,4545,NO,AK-0650,SLB,65
21132,4545,NO,PW-0850,LCB,65
21133,4545,NO,MW-2275,FS,65
21134,4545,NO,ML-0375,RCB,62
21135,4545,NO,AA-0552,WLB,59
21136,4545,NO,AO-0370,RDE,59
21137,4545,NO,TD-0850,DT,52
21138,4545,NO,SR-0050,DT,50
21139,4545,NO,KV-0050,SS,49
21140,4545,NO,DO-0250,DT,41
21141,4545,NO,MT-0350,MLB,38
21142,4545,NO,VB-0087,FS,33
21143,4545,NO,SM-3000,LCB,32
21144,4545,NO,DH-1425,RCB,18
21145,4545,NO,CR-1150,MLB,17
21146,4545,NO,HK-0100,SLB,9
21147,4545,NO,TH-1350,LDE,7
21148,4545,NO,ML-2250,DL,6
21149,4545,NO,RB-4800,FS,2
21150,4546,PHI,IS-0125,LG,72
21151,4546,PHI,BB-3230,RG,72
21152,4546,PHI,LJ-0850,RT,72
21153,4546,PHI,JK-0500,C,72
21154,4546,PHI,CW-1425,QB,72
21155,4546,PHI,JP-2400,LT,72
21156,4546,PHI,TS-2300,RWR,62
21157,4546,PHI,AJ-0430,LWR,61
21158,4546,PHI,ZE-0100,TE,60
21159,4546,PHI,NA-0050,SWR,55
21160,4546,PHI,DS-3300,RB,50
21161,4546,PHI,MH-3050,RWR,17
21162,4546,PHI,BC-0700,TE,17
21163,4546,PHI,TB-3950,TE,14
21164,4546,PHI,WS-0650,RB,14
21165,4546,PHI,LB-0500,RB,6
21166,4546,PHI,HV-0100,LT,3
21167,4546,PHI,CC-2350,RB,1
21168,4546,PHI,MJ-0600,S,52
21169,4546,PHI,JM-4850,LCB,53
21170,4546,PHI,JH-3675,MLB,53
21171,4546,PHI,NB-0500,OLB,53
21172,4546,PHI,FC-0400,LDT,44
21173,4546,PHI,CG-1700,S,41
21174,4546,PHI,RD-1550,LCB,38
21175,4546,PHI,BG-1200,LDE,38
21176,4546,PHI,VC-0400,RDE,36
21177,4546,PHI,PR-0400,RCB,32
21178,4546,PHI,TJ-1025,RDT,32
21179,4546,PHI,DB-0875,RDE,21
21180,4546,PHI,MK-0730,OLB,19
21181,4546,PHI,CL-1400,LDE,20
21182,4546,PHI,BA-0350,RDT,15
21183,4546,PHI,JW-0950,S,14
21184,4546,PHI,RM-3050,S,12
21185,4546,PHI,EQ-0100,LDT,9
21186,4546,PHI,NG-0350,OLB,0
21187,4546,KC,BW-2750,LG,53
21188,4546,KC,EF-0050,LT,53
21189,4546,KC,LD-1000,RG,53
21190,4546,KC,MS-0550,RT,53
21191,4546,KC,AS-1600,QB,53
21192,4546,KC,TK-0150,TE,51
21193,4546,KC,TH-1750,LWR,47
21194,4546,KC,MM-5350,C,45
21195,4546,KC,CC-3950,RWR,46
21196,4546,KC,KH-2850,RB,39
21197,4546,KC,AW-1650,LWR,34
21198,4546,KC,DH-1450,TE,24
21199,4546,KC,CW-1450,RB,11
21200,4546,KC,ZF-0300,RG,7
21201,4546,KC,RT-1550,TE,6
21202,4546,KC,DT-0850,RWR,3
21203,4546,KC,DR-2225,LWR,2
21204,4546,KC,AS-0900,FB,1
21205,4546,KC,DS-3162,SS,53
21206,4546,KC,RP-0200,FS,53
21207,4546,KC,DJ-1600,LILB,53
21208,4546,KC,TM-2850,RCB,53
21209,4546,KC,MP-0950,LCB,53
21210,4546,KC,JH-5500,LOLB,53
21211,4546,KC,DF-1350,ROLB,53
21212,4546,KC,AB-0100,RDE,53
21213,4546,KC,PG-0050,LCB,53
21214,4546,KC,EM-2100,FS,50
21215,4546,KC,BL-1350,NT,37
21216,4546,KC,CJ-2168,LDE,32
21217,4546,KC,RN-1300,LDE,26
21218,4546,KC,RW-3550,RILB,14
21219,4546,KC,RM-4200,NT,9
21220,4546,KC,FZ-0100,LOLB,7
21221,4546,KC,KA-0150,RCB,2
21222,4546,KC,KP-0650,LILB,1
21223,4547,TEN,QS-0075,LG,68
21224,4547,TEN,JC-4050,RT,68
21225,4547,TEN,JK-1650,RG,68
21226,4547,TEN,MM-0912,QB,68
21227,4547,TEN,BJ-1950,C,68
21228,4547,TEN,TL-0775,LT,67
21229,4547,TEN,DW-0500,TE,56
21230,4547,TEN,RM-1500,LWR,48
21231,4547,TEN,ED-0200,RWR,44
21232,4547,TEN,JS-4550,TE,37
21233,4547,TEN,DM-4300,RB,37
21234,4547,TEN,DH-2450,RB,30
21235,4547,TEN,PS-0950,TE,25
21236,4547,TEN,CD-0975,RWR,23
21237,4547,TEN,TT-0150,LWR,12
21238,4547,TEN,JF-2950,FB,11
21239,4547,TEN,DK-0430,RT,10
21240,4547,TEN,DF-1225,RB,5
21241,4547,TEN,EW-0500,RWR,3
21242,4547,TEN,KB-2850,FS,67
21243,4547,TEN,LR-0600,LCB,66
21244,4547,TEN,AW-1450,RILB,60
21245,4547,TEN,AJ-0050,RCB,57
21246,4547,TEN,DM-3600,LOLB,46
21247,4547,TEN,WW-0900,LILB,45
21248,4547,TEN,BO-0400,ROLB,44
21249,4547,TEN,DS-1400,SS,43
21250,4547,TEN,JC-1700,DT,40
21251,4547,TEN,EW-0100,ROLB,36
21252,4547,TEN,DJ-2250,LDE,32
21253,4547,TEN,LS-0950,RCB,30
21254,4547,TEN,JB-6837,LILB,30
21255,4547,TEN,CR-0887,FS,26
21256,4547,TEN,AJ-1137,NT,23
21257,4547,TEN,SW-1750,NT,22
21258,4547,TEN,BM-0800,LCB,20
21259,4547,TEN,KK-1000,DT,20
21260,4547,TEN,DK-0650,LDE,18
21261,4547,TEN,AW-0275,LB,13
21262,4547,JAC,BL-1150,C,67
21263,4547,JAC,PO-0150,LT,67
21264,4547,JAC,AC-0250,RG,67
21265,4547,JAC,JP-0900,RT,67
21266,4547,JAC,BB-2425,QB,67
21267,4547,JAC,CR-1162,LT,67
21268,4547,JAC,AH-3900,RWR,59
21269,4547,JAC,ML-0650,LWR,58
21270,4547,JAC,ML-1500,TE,54
21271,4547,JAC,KC-1550,RWR,44
21272,4547,JAC,LF-0650,RB,40
21273,4547,JAC,CI-0300,RB,27
21274,4547,JAC,BK-1050,TE,19
21275,4547,JAC,JO-0150,TE,12
21276,4547,JAC,AB-1200,LWR,9
21277,4547,JAC,TB-1720,FB,9
21278,4547,JAC,CG-1950,RB,1
21279,4547,JAC,MM-1930,RWR,1
21280,4547,JAC,MJ-0015,SLB,67
21281,4547,JAC,BC-1200,SS,67
21282,4547,JAC,TG-0950,FS,67
21283,4547,JAC,JR-0150,LCB,67
21284,4547,JAC,TS-2050,WLB,67
21285,4547,JAC,AB-2250,RCB,66
21286,4547,JAC,CC-0200,RDE,64
21287,4547,JAC,AJ-1150,NT,46
21288,4547,JAC,MJ-0030,DT,45
21289,4547,JAC,PP-0800,MLB,44
21290,4547,JAC,YN-0100,LDE,42
21291,4547,JAC,AC-2250,RCB,24
21292,4547,JAC,EA-0525,NT,22
21293,4547,JAC,DF-1481,LDE,21
21294,4547,JAC,MB-2050,DL,18
21295,4547,JAC,DS-3125,LDE,16
21296,4548,MIA,JB-8200,RG,68
21297,4548,MIA,LT-0950,LT,68
21298,4548,MIA,JJ-0650,RT,68
21299,4548,MIA,JC-6200,QB,68
21300,4548,MIA,MP-1900,C,68
21301,4548,MIA,JT-2000,TE,65
21302,4548,MIA,JA-0450,RB,64
21303,4548,MIA,DP-0350,RWR,63
21304,4548,MIA,JL-0215,SWR,62
21305,4548,MIA,KS-2350,LWR,60
21306,4548,MIA,AS-3450,LG,46
21307,4548,MIA,JD-0850,LG,22
21308,4548,MIA,AF-0200,TE,15
21309,4548,MIA,DW-3125,RB,3
21310,4548,MIA,MG-1250,TE,3
21311,4548,MIA,LC-0150,LWR,2
21312,4548,MIA,KD-1462,RB,1
21313,4548,MIA,JG-2950,RWR,1
21314,4548,MIA,MH-3735,MLB,58
21315,4548,MIA,RJ-2000,SS,58
21316,4548,MIA,KA-0750,WLB,58
21317,4548,MIA,NA-0100,FS,58
21318,4548,MIA,XH-0100,RCB,55
21319,4548,MIA,BM-0600,LCB,55
21320,4548,MIA,NS-0800,LDT,53
21321,4548,MIA,BM-0775,LCB,44
21322,4548,MIA,AB-2730,RDE,43
21323,4548,MIA,CW-0100,LDE,33
21324,4548,MIA,DG-1275,LDT,32
21325,4548,MIA,CH-1450,RDE,27
21326,4548,MIA,WH-0300,LDE,25
21327,4548,MIA,JP-2850,RDT,21
21328,4548,MIA,CA-0550,SLB,13
21329,4548,MIA,VT-0162,RDT,2
21330,4548,LAC,RO-0400,LT,58
21331,4548,LAC,MS-2300,LG,58
21332,4548,LAC,PR-0300,QB,58
21333,4548,LAC,KW-0930,RG,58
21334,4548,LAC,SP-1900,C,58
21335,4548,LAC,TW-2875,RWR,52
21336,4548,LAC,KA-0650,LWR,49
21337,4548,LAC,MG-1150,RB,48
21338,4548,LAC,JB-1400,RT,41
21339,4548,LAC,TB-1060,RWR,39
21340,4548,LAC,HH-0225,TE,33
21341,4548,LAC,AG-0500,TE,32
21342,4548,LAC,CH-0200,RT,21
21343,4548,LAC,DI-0075,LWR,13
21344,4548,LAC,DW-1750,FB,8
21345,4548,LAC,BO-0150,RB,7
21346,4548,LAC,SM-1750,TE,5
21347,4548,LAC,TW-2856,RCB,58
21348,4548,LAC,TB-1850,FS,58
21349,4548,LAC,JB-6825,WLB,58
21350,4548,LAC,CH-2250,LCB,58
21351,4548,LAC,JA-0280,SS,58
21352,4548,LAC,DK-0687,LCB,56
21353,4548,LAC,JB-4450,LDE,51
21354,4548,LAC,MI-0150,DE,50
21355,4548,LAC,HP-0200,MLB,42
21356,4548,LAC,DP-1275,DT,36
21357,4548,LAC,BM-1800,NT,35
21358,4548,LAC,CL-1000,DT,32
21359,4548,LAC,TP-0050,LDE,25
21360,4548,LAC,DS-3350,NT,23
21361,4548,LAC,CM-1250,DE,18
21362,4548,LAC,KE-0550,SLB,12
21363,4548,LAC,KT-0650,MLB,12
21364,4548,LAC,NH-0750,WLB,11
21365,4548,LAC,AP-1050,SS,6
21366,4549,NYJ,JC-1000,LG,56
21367,4549,NYJ,BS-1750,RT,56
21368,4549,NYJ,KB-0750,LT,56
21369,4549,NYJ,WJ-0275,C,56
21370,4549,NYJ,JM-2900,QB,56
21371,4549,NYJ,JK-0250,RWR,49
21372,4549,NYJ,DD-2525,LG,45
21373,4549,NYJ,JK-1000,RWR,44
21374,4549,NYJ,RA-1125,LWR,44
21375,4549,NYJ,WT-0600,TE,42
21376,4549,NYJ,MF-1300,RB,27
21377,4549,NYJ,BP-1200,RB,18
21378,4549,NYJ,BW-2670,RG,14
21379,4549,NYJ,CP-0775,LWR,11
21380,4549,NYJ,EM-0950,RB,11
21381,4549,NYJ,BQ-0200,RT,10
21382,4549,NYJ,AS-3550,LWR,6
21383,4549,NYJ,NS-0725,TE,7
21384,4549,NYJ,BI-0100,LT,5
21385,4549,NYJ,CH-1050,RWR,2
21386,4549,NYJ,DD-0250,ILB,56
21387,4549,NYJ,JA-0150,SS,56
21388,4549,NYJ,MM-1725,FS,56
21389,4549,NYJ,DL-0550,ILB,56
21390,4549,NYJ,MC-1350,RCB,56
21391,4549,NYJ,BS-2300,LCB,55
21392,4549,NYJ,MW-1800,RDE,48
21393,4549,NYJ,LW-1350,LDE,41
21394,4549,NYJ,KE-0050,LDE,35
21395,4549,NYJ,JJ-1675,OLB,34
21396,4549,NYJ,JB-7950,LCB,31
21397,4549,NYJ,JM-1140,OLB,23
21398,4549,NYJ,SM-2200,NT,19
21399,4549,NYJ,LT-0262,RDE,15
21400,4549,NYJ,MP-0875,NT,15
21401,4549,NYJ,FB-0450,LB,12
21402,4549,NYJ,DD-2050,OLB,10
21403,4549,NYJ,DR-1950,RCB,6
21404,4549,OAK,MN-0400,RT,57
21405,4549,OAK,KO-0750,LG,57
21406,4549,OAK,GJ-0050,RG,57
21407,4549,OAK,DC-0725,QB,57
21408,4549,OAK,RH-3200,C,57
21409,4549,OAK,DP-1100,LT,57
21410,4549,OAK,AC-2350,RWR,48
21411,4549,OAK,JC-4300,TE,45
21412,4549,OAK,MC-2900,LWR,35
21413,4549,OAK,SR-0750,LWR,34
21414,4549,OAK,CP-0750,RWR,27
21415,4549,OAK,LS-1550,TE,26
21416,4549,OAK,ML-2500,RB,23
21417,4549,OAK,JR-2075,RB,17
21418,4549,OAK,DW-1350,RB,13
21419,4549,OAK,CW-0225,TE,12
21420,4549,OAK,JH-5125,RWR,4
21421,4549,OAK,JF-0950,C,1
21422,4549,OAK,KJ-1150,SS,56
21423,4549,OAK,TC-0385,RCB,56
21424,4549,OAK,CJ-0675,WLB,56
21425,4549,OAK,RN-0300,FS,56
21426,4549,OAK,DA-0950,LCB,56
21427,4549,OAK,GC-0850,LCB,46
21428,4549,OAK,KM-0050,LDE,44
21429,4549,OAK,BI-0150,SLB,38
21430,4549,OAK,EV-0200,LDT,31
21431,4549,OAK,DA-2050,RDE,26
21432,4549,OAK,NM-0675,WLB,25
21433,4549,OAK,ME-0425,RDE,24
21434,4549,OAK,JW-0725,LDE,24
21435,4549,OAK,TA-0250,MLB,21
21436,4549,OAK,JC-5475,SLB,18
21437,4549,OAK,JE-0450,NT,15
21438,4549,OAK,TH-1525,LDT,14
21439,4549,OAK,ML-0662,MLB,10
21440,4550,DAL,JW-6000,TE,71
21441,4550,DAL,LC-0825,RT,71
21442,4550,DAL,ZM-0050,RG,71
21443,4550,DAL,CG-2175,LG,71
21444,4550,DAL,TF-1350,C,71
21445,4550,DAL,TS-2700,LT,71
21446,4550,DAL,DP-2037,QB,71
21447,4550,DAL,DB-5300,LWR,66
21448,4550,DAL,EE-0250,RB,66
21449,4550,DAL,CB-1130,SWR,57
21450,4550,DAL,TW-2270,RWR,49
21451,4550,DAL,BB-4100,LWR,22
21452,4550,DAL,JH-0860,TE,9
21453,4550,DAL,RS-3525,SWR,6
21454,4550,DAL,NB-0750,RWR,5
21455,4550,DAL,RS-2125,RB,4
21456,4550,DAL,KS-1450,FB,2
21457,4550,DAL,AM-2850,RB,1
21458,4550,DAL,AB-3450,NB,71
21459,4550,DAL,SL-0500,WLB,71
21460,4550,DAL,JH-3210,SS,71
21461,4550,DAL,BJ-2350,FS,71
21462,4550,DAL,JS-4150,MLB,68
21463,4550,DAL,JL-1825,NB,65
21464,4550,DAL,MC-2150,LDT,51
21465,4550,DAL,SP-0100,RDT,46
21466,4550,DAL,DL-0450,LDE,45
21467,4550,DAL,BM-0750,LDE,40
21468,4550,DAL,TC-2950,RDE,37
21469,4550,DAL,XW-0200,FS,34
21470,4550,DAL,TC-1262,RDE,33
21471,4550,DAL,BP-1350,LDT,33
21472,4550,DAL,CT-0025,LDE,25
21473,4550,DAL,NC-0100,LCB,25
21474,4550,DAL,DW-4025,SLB,23
21475,4550,DAL,KF-0425,SS,10
21476,4550,DAL,CA-1350,RCB,5
21477,4550,DAL,KW-0960,SLB,3
21478,4550,DAL,JD-3300,WLB,1
21479,4550,DEN,MW-0950,RT,77
21480,4550,DEN,MP-0250,C,77
21481,4550,DEN,TS-1450,QB,77
21482,4550,DEN,RL-0350,RG,72
21483,4550,DEN,ES-0200,RWR,69
21484,4550,DEN,DT-0900,LWR,68
21485,4550,DEN,GB-0650,LT,58
21486,4550,DEN,CA-0750,RB,56
21487,4550,DEN,AB-0500,LG,53
21488,4550,DEN,VG-0300,TE,46
21489,4550,DEN,MG-0250,LG,41
21490,4550,DEN,IM-0125,RWR,30
21491,4550,DEN,AD-1175,TE,29
21492,4550,DEN,JH-3625,TE,22
21493,4550,DEN,BF-0950,LWR,23
21494,4550,DEN,JC-2300,RB,20
21495,4550,DEN,CL-0275,RWR,14
21496,4550,DEN,AJ-0375,FB,7
21497,4550,DEN,CM-1850,C,5
21498,4550,DEN,DS-4050,LT,2
21499,4550,DEN,JS-3150,SS,70
21500,4550,DEN,AT-0100,LCB,69
21501,4550,DEN,CH-1500,RCB,69
21502,4550,DEN,DS-4300,FS,63
21503,4550,DEN,BR-1050,LCB,62
21504,4550,DEN,SB-0225,SLB,62
