uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fp,fp2,game,seas,year,team,posd,jnum,dcp,nflid
145806,4542,AG-0775,1,1,0,0,0,0,0,0,0,0,0,0,0,22,1.5,0,1,4,2017,TB,MLB,53,2,2550565
145807,4542,TW-0600,2,0,0,0,0,0,1,0,0,0,0,0,0,28,3,0,1,8,2017,TB,S,43,2,494323
145808,4542,CM-1600,1,1,0,0,0,0,0,0,0,0,0,0,5,24,1.5,0,1,9,2017,TB,RDT,98,2,89758
145809,4542,BC-0150,0,0,0,0,0,0,1,0,0,0,0,0,0,41,1,0,2,3,2017,CHI,LCB,37,2,2553500
145810,4542,KF-0500,3,1,0,0,0,0,0,0,0,0,0,0,0,64,3.5,0,2,4,2017,CHI,RCB,23,2,2543681
145811,4542,PM-0500,2,0,0,0,0,0,0,0,1,0,0,0,0,24,4,0,2,7,2017,CHI,LOLB,92,2,2495201
145812,4542,KT-0150,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,1,6,2017,TB,S,37,1,2534741
145813,4542,JB-7450,0,1,0,0,0,0,0,0,0,0,0,0,5,26,0.5,0,2,2,2017,CHI,DE,90,2,2555335
145814,4542,JA-1820,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,3,2017,CHI,LILB,58,2,2553488
145815,4542,RR-0850,1,1,0,0,0,0,0,0,0,0,0,0,0,27,1.5,0,2,2,2017,CHI,DE,74,2,2556665
145816,4543,LW-0700,4,0,0,0,0,1,1,0,0,0,0,0,0,47,7,2,2,9,2017,BAL,FS,21,2,81879
145817,4543,BW-2020,1,2,0,0,0,0,0,0,0,0,0,0,0,19,2,0,2,5,2017,BAL,DT,98,1,2541302
145818,4543,JC-3550,7,0,0,0,0,0,0,0,0,0,0,0,0,55,7,0,2,5,2017,CLE,SLB,51,1,2539311
145819,4543,JT-0850,8,1,0,0,0,0,0,0,0,0,0,0,0,71,8.5,0,2,5,2017,CLE,RCB,21,1,2539932
145820,4543,TC-2150,4,0,0,0,0,0,0,1,0,0,0,0,0,42,6,2,2,2,2017,CLE,DT,93,1,2556504
145821,4543,CK-0850,6,3,1,0,0,0,0,0,0,0,0,0,4,68,9.5,1,2,4,2017,CLE,WLB,58,1,2543720
145822,4543,JP-1975,5,0,0,0,0,0,0,0,0,0,26,0,0,68,5,0,2,1,2017,CLE,S,22,1,2557980
145823,4543,EW-0400,4,0,0,0,0,1,0,0,0,0,0,0,0,68,6,2,2,11,2017,BAL,FS,32,1,2495775
145824,4543,MP-1225,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0.5,0,2,2,2017,BAL,NT,97,1,2556650
145825,4543,TJ-0950,4,1,0,0,0,0,0,0,0,0,0,0,0,68,4.5,0,2,5,2017,BAL,SS,23,1,2540164
145826,4543,CM-3250,8,2,0,0,0,0,0,0,0,0,0,0,0,68,9,0,2,4,2017,BAL,MLB,57,1,2543464
145827,4543,TS-3500,1,0,1,0,0,0,0,0,1,0,0,0,5,49,5,1,2,15,2017,BAL,RUSH,55,1,2505660
145828,4543,MJ-2700,1,0,0,0,0,0,0,1,0,0,0,0,5,58,3,2,2,2,2017,BAL,SLB,99,1,2555505
145829,4543,JS-1025,3,2,0,0,0,0,0,0,0,0,0,0,0,68,4,0,2,2,2017,CLE,MLB,53,1,2555166
145830,4543,KC-2325,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0,2,2,2017,BAL,WLB,51,1,2555339
145831,4543,BC-0500,3,0,0,0,0,1,3,0,0,0,0,0,0,68,8,2,2,10,2017,BAL,LCB,24,1,4365
145832,4543,DK-0625,6,1,0,0,0,0,0,0,0,0,0,0,0,67,6.5,0,2,2,2017,CLE,S,26,1,2555540
145833,4543,BB-2231,2,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,2,2017,CLE,RCB,20,2,2556475
145834,4543,JM-2800,3,1,0,0,0,1,1,0,1,0,0,0,0,68,8.5,2,2,9,2017,CLE,LCB,30,1,89756
145835,4543,BU-0150,2,1,0,0,0,0,0,0,0,0,0,0,0,54,2.5,0,2,4,2017,BAL,DE,96,1,2543765
145836,4543,JS-4300,2,0,0,0,0,0,0,0,0,0,0,0,10,68,2,0,2,7,2017,BAL,RCB,22,1,2508107
145837,4543,PO-0175,2,0,1,0,0,0,0,0,0,0,0,0,10,19,4,1,2,2,2017,BAL,WLB,48,2,2556642
145838,4543,JB-7650,2,0,1,0,0,0,0,0,0,0,0,0,0,12,4,1,2,2,2017,CLE,SLB,52,2,2556489
145839,4543,TB-2025,2,0,1,0,0,1,0,0,0,0,0,0,0,35,6,3,2,1,2017,BAL,SLB,54,2,2558166
145840,4543,BB-1650,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2017,CLE,MLB,50,2,2559141
145841,4543,IC-0050,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,2017,CLE,S,24,2,2552605
145842,4543,CD-0650,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,2,3,2017,BAL,NT,94,2,2552280
145843,4543,EO-0075,0,0,0,0,0,0,1,0,0,0,0,0,0,54,1,0,2,2,2017,CLE,DE,90,1,2555278
145844,4543,NO-0300,2,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,3,2017,CLE,DE,44,2,2552299
145845,4543,JM-3950,0,2,0,0,0,0,0,0,0,0,0,0,0,17,1,0,2,4,2017,CLE,DT,98,2,2550230
145846,4543,TW-2350,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,1,1,2017,BAL,RUSH,56,3,2557841
145847,4543,MH-3742,2,0,0,0,0,0,1,0,0,0,0,0,0,11,3,0,2,1,2017,BAL,LCB,29,2,2558067
145848,4543,CN-0250,1,0,0,0,0,0,0,0,0,0,0,0,5,50,1,0,2,2,2017,CLE,DE,94,1,2555270
145849,4544,TW-1187,4,1,0,0,0,0,0,0,0,0,0,0,49,58,4.5,0,2,3,2017,MIN,LCB,26,1,2552448
145850,4544,LJ-1700,3,1,0,0,0,0,0,0,0,0,0,0,0,48,3.5,0,2,8,2017,MIN,NT,98,1,496802
145851,4544,SD-0250,7,1,0,0,0,0,0,0,0,0,0,0,0,65,7.5,0,2,2,2017,PIT,SS,28,1,2555386
145852,4544,TA-0600,0,3,0,0,0,0,0,0,0,0,0,0,0,53,1.5,0,2,8,2017,PIT,RDE,94,2,496760
145853,4544,VW-0250,3,1,1,0,0,0,0,0,0,0,0,0,0,47,5.5,1,2,5,2017,PIT,RILB,98,1,2540221
145854,4544,RS-0962,2,6,0,0,0,0,1,0,0,0,0,0,0,65,6,0,2,4,2017,PIT,LILB,50,1,2543486
145855,4544,TW-1137,0,2,0,0,0,0,1,0,0,0,0,0,0,20,2,0,2,1,2017,PIT,ROLB,90,1,2558064
145856,4544,CH-3100,1,5,0,0,0,0,0,0,0,0,0,0,0,56,3.5,0,2,7,2017,PIT,LDE,97,1,2508109
145857,4544,SS-2750,1,2,0,0,0,0,0,0,0,0,0,0,0,35,2,0,2,4,2017,MIN,NT,93,2,2543706
145858,4544,EK-0250,3,6,0,0,0,0,0,0,0,0,0,0,0,65,6,0,2,3,2017,MIN,MLB,54,1,2552312
145859,4544,HS-0130,3,2,0,0,0,0,0,0,0,0,0,0,0,65,4,0,2,6,2017,MIN,FS,22,1,2532948
145860,4544,XR-0100,3,2,0,0,0,0,1,0,0,0,0,0,22,60,5,0,2,5,2017,MIN,RCB,29,1,2540155
145861,4544,BR-1000,0,1,0,0,0,0,0,0,0,0,0,0,5,48,0.5,0,2,11,2017,MIN,LDE,96,2,2495723
145862,4544,AS-0600,6,4,0,0,0,0,0,0,0,0,0,0,0,65,8,0,2,8,2017,MIN,SS,34,1,2525323
145863,4544,BG-0350,1,2,0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,1,2017,MIN,WLB,42,1,2558033
145864,4544,EG-0900,3,1,2,0,0,0,0,0,0,0,0,0,0,59,7.5,2,2,8,2017,MIN,RDE,97,1,496790
145865,4544,TJ-1900,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,0,2,12,2017,MIN,DT,92,1,2506779
145866,4544,MH-2975,5,3,0,0,0,0,0,0,0,0,0,0,0,54,6.5,0,2,2,2017,PIT,LCB,40,3,2556559
145867,4544,BD-1200,1,1,1,0,0,0,1,0,0,0,0,0,0,63,4.5,1,1,3,2017,PIT,LOLB,48,1,2552289
145868,4544,JH-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,2,8,2017,PIT,LCB,21,1,496733
145869,4544,DH-4650,0,4,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,3,2017,MIN,LDE,99,1,2552603
145870,4544,MS-1300,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,8,2017,MIN,LCB,35,3,2508007
145871,4544,MM-3800,0,2,0,0,0,0,1,0,0,0,0,0,0,64,2,0,2,9,2017,PIT,FS,23,1,238227
145872,4544,AB-3875,2,1,0,0,0,0,1,1,0,0,0,0,17,64,5.5,2,2,2,2017,PIT,RCB,25,1,2555344
145873,4544,AC-1350,1,3,0,0,0,0,0,0,0,0,0,0,10,45,2.5,0,2,3,2017,PIT,LOLB,56,2,2552266
145874,4544,MA-0350,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,2,2,2017,MIN,RCB,20,2,2555177
145875,4544,AB-0650,8,1,0,0,0,0,0,0,0,0,0,0,0,65,8.5,0,2,4,2017,MIN,SLB,55,1,2543459
145876,4544,TN-0400,1,0,0,0,0,0,1,0,0,0,0,0,5,43,2,0,2,15,2017,MIN,LCB,23,2,2505552
145877,4544,TM-0825,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,2017,PIT,RILB,44,2,2555171
145878,4544,LW-0250,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.5,0,2,3,2017,PIT,LDE,96,2,2552444
145879,4544,WG-0500,2,1,0,0,0,0,0,0,1,0,0,0,0,19,4.5,0,2,11,2017,PIT,RCB,22,2,2507220
145880,4545,ML-0375,6,1,0,0,0,0,2,0,0,0,0,0,0,62,8.5,0,2,1,2017,NO,RCB,23,1,2558061
145881,4545,MT-0350,2,1,0,0,0,0,0,0,0,0,0,0,5,38,2.5,0,2,5,2017,NO,MLB,51,2,2539277
145882,4545,MW-2275,3,2,0,0,0,0,0,0,0,0,0,0,0,65,4,0,2,1,2017,NO,FS,43,1,2558847
145883,4545,PW-0850,8,2,0,0,0,0,1,0,0,0,0,0,0,65,10,0,2,3,2017,NO,LCB,26,1,2552484
145884,4545,KV-0050,5,0,0,0,0,0,0,0,0,0,0,0,5,49,5,0,2,5,2017,NO,SS,32,1,2539320
145885,4545,AO-0370,4,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,2,5,2017,NO,RDE,57,1,2539319
145886,4545,SM-3000,3,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,1,7,2017,NO,LCB,24,2,2531177
145887,4545,HL-0100,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,1,1,2017,NE,WLB,48,2,2558963
145888,4545,KV-0075,3,1,0,0,0,0,0,0,0,0,0,0,0,65,3.5,0,2,4,2017,NE,SLB,53,1,543699
145889,4545,ER-0475,3,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,3,2017,NE,RCB,25,2,2552255
145890,4545,ER-0250,7,1,0,0,0,0,0,0,0,0,0,0,0,36,7.5,0,2,2,2017,NE,MLB,52,2,2556119
145891,4545,LG-1000,2,1,0,0,0,0,0,0,0,0,0,0,0,30,2.5,0,2,7,2017,NE,LDE,93,1,2495481
145892,4545,MB-3875,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0.5,0,2,3,2017,NE,DT,90,1,2552483
145893,4545,AK-0650,1,1,0,0,0,0,1,0,0,0,0,0,0,65,2.5,0,2,5,2017,NO,SLB,53,1,2539982
145894,4545,TH-1350,1,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,2017,NO,LDE,91,2,2557943
145895,4545,CJ-2400,3,1,0,0,0,0,0,0,0,0,0,0,0,65,3.5,0,2,7,2017,NO,LDE,94,1,2495184
145896,4545,PC-0300,7,1,0,0,0,0,1,0,0,0,0,0,0,63,8.5,0,2,9,2017,NE,SS,23,1,71251
145897,4545,TD-0850,3,1,0,0,0,0,0,0,0,0,0,0,0,52,3.5,0,2,3,2017,NO,DT,95,1,2552329
145898,4545,TF-0750,1,1,0,0,0,0,0,0,0,0,0,0,5,62,1.5,0,2,3,2017,NE,RDE,98,1,2552278
145899,4545,DM-1300,4,1,0,0,0,0,1,0,0,0,0,0,0,65,5.5,0,2,8,2017,NE,FS,32,1,494287
145900,4545,HK-0100,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,1,2,3,2017,NO,SLB,44,2,2552292
145901,4545,DH-1250,2,1,0,0,0,0,0,0,0,0,0,0,0,52,2.5,0,2,5,2017,NE,FS,30,2,2541243
145902,4545,JJ-4565,2,0,0,0,0,0,2,0,0,0,0,0,5,27,4,0,2,2,2017,NE,LCB,31,2,2556571
145903,4545,AA-0552,4,1,1,0,0,0,0,0,0,0,0,0,0,59,6.5,1,2,1,2017,NO,WLB,47,1,2558163
145904,4545,DH-1425,4,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,2,2,2017,NO,RCB,21,3,2556833
145905,4545,SG-0650,2,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0,2,6,2017,NE,RCB,24,1,2533062
145906,4545,DW-4150,2,0,1,0,0,0,0,0,0,0,0,0,0,28,4,1,2,1,2017,NE,DL,91,3,2558000
145907,4545,MB-5250,2,0,0,0,0,0,1,0,0,0,0,0,0,49,3,0,2,4,2017,NE,LCB,21,1,2550613
145908,4545,VB-0087,3,2,0,0,0,0,0,0,0,0,0,0,0,33,4,0,2,2,2017,NO,FS,48,2,2555530
145909,4545,RB-4800,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,8,2017,NO,FS,25,3,2507817
145910,4545,JR-2150,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,2,3,2017,NE,SS,37,2,2552392
145911,4546,KP-0650,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,2,4,2017,KC,LILB,57,2,2543563
145912,4546,TJ-1025,2,2,0.5,0,0,0,0,0,0,0,0,0,0,32,4,0.5,2,4,2017,PHI,RDT,93,1,2543461
145913,4546,BG-1200,2,2,0.5,0,0,0,0,0,0,0,0,0,5,38,4,0.5,2,8,2017,PHI,LDE,55,1,496788
145914,4546,JW-0950,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1.5,0,2,4,2017,PHI,S,26,2,2543707
145915,4546,JM-4850,2,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,2,2017,PHI,LCB,31,1,2555383
145916,4546,MJ-0600,4,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,2,9,2017,PHI,S,27,1,79848
145917,4546,MK-0730,2,0,1,0,0,0,1,0,0,0,0,0,0,19,5,1,2,6,2017,PHI,OLB,95,1,2532890
145918,4546,BA-0350,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,4,2017,PHI,RDT,94,2,2543884
145919,4546,DS-3162,6,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,2,4,2017,KC,SS,49,1,2550257
145920,4546,RW-3550,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,2,3,2017,KC,RILB,53,1,2552320
145921,4546,DF-1350,2,0,1,0,0,0,1,0,0,0,0,0,0,53,5,1,2,4,2017,KC,ROLB,55,1,2543494
145922,4546,DJ-1600,2,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,13,2017,KC,LILB,56,1,2506353
145923,4546,JH-5500,4,0,1,0,0,0,0,0,0,0,0,0,0,53,6,1,2,7,2017,KC,LOLB,50,1,2495493
145924,4546,EM-2100,6,0,0,0,0,0,2,0,0,0,0,0,5,50,8,0,2,2,2017,KC,FS,21,2,2555173
145925,4546,CJ-2168,4,0,3,0,0,1,0,0,2,0,0,0,0,32,16,5,2,2,2017,KC,LDE,95,1,2556369
145926,4546,VC-0400,4,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,6,2017,PHI,RDE,75,1,2532825
145927,4546,JH-3675,1,2,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,3,2017,PHI,MLB,58,1,2552315
145928,4546,RM-3050,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1.5,0,2,6,2017,PHI,S,23,1,2534832
145929,4546,DB-0875,1,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,2,1,2017,PHI,RDE,96,2,2557984
145930,4546,RN-1300,2,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,2,3,2017,KC,LDE,99,2,2552674
145931,4546,MP-0950,4,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,2,3,2017,KC,LCB,22,1,2552488
145932,4546,AB-0100,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,0,2,7,2017,KC,RDE,97,1,2495116
145933,4546,BL-1350,1,1,1,0,0,0,1,0,0,0,0,0,0,37,4.5,1,2,5,2017,KC,NT,96,1,2540163
145934,4546,PG-0050,3,0,0,0,0,0,1,0,0,0,0,0,5,53,4,0,2,4,2017,KC,LCB,23,2,2543851
145935,4546,KG-1200,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,2017,PHI,OLB,54,2,2556363
145936,4546,RD-1550,4,0,0,0,0,0,1,0,0,0,0,0,0,38,5,0,1,1,2017,PHI,LCB,32,2,2558168
145937,4546,PR-0400,2,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,8,2017,PHI,RCB,21,1,2508084
145938,4546,CG-1700,3,1,0,0,0,0,0,0,0,0,0,0,0,41,3.5,0,2,11,2017,PHI,S,24,2,2495613
145939,4546,NB-0500,3,1,0,0,0,0,0,0,0,0,0,0,0,53,3.5,0,2,6,2017,PHI,OLB,53,1,2532800
145940,4546,FC-0400,2,0,1,0,0,0,0,0,0,0,0,0,0,44,4,1,2,6,2017,PHI,LDT,91,1,2533051
145941,4546,CL-1400,1,0,1,0,0,0,0,0,0,0,0,0,0,20,3,1,2,10,2017,PHI,LDE,56,2,276
145942,4546,TM-2850,4,0,0,0,0,0,1,0,0,0,0,0,0,53,5,0,2,4,2017,KC,RCB,39,1,2543637
145943,4546,RP-0200,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,2,7,2017,KC,FS,38,1,2530794
145944,4546,RM-4200,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,2,9,2017,KC,NT,98,2,79611
145945,4547,MJ-0015,5,1,1,0,0,0,0,0,0,0,0,0,0,67,7.5,1,2,2,2017,JAC,SLB,44,1,2555329
145946,4547,MJ-0030,2,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,2,6,2017,JAC,DT,97,1,2532873
145947,4547,JW-4925,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,2,2017,JAC,SS,47,2,2556711
145948,4547,AW-1450,3,1,0,0,0,0,1,0,0,0,0,0,0,60,4.5,0,2,4,2017,TEN,RILB,54,1,2543597
145949,4547,KB-2850,3,3,0,0,0,0,1,0,0,0,0,0,0,67,5.5,0,2,2,2017,TEN,FS,31,1,2555158
145950,4547,DM-3600,2,1,1,0,0,0,1,0,0,0,0,0,0,46,5.5,1,2,8,2017,TEN,LOLB,91,1,496828
145951,4547,AJ-0050,4,1,0,0,0,0,0,0,0,0,55,0,0,57,4.5,0,2,1,2017,TEN,RCB,25,2,2558065
145952,4547,WW-0900,6,3,0,0,0,0,0,0,0,0,0,0,0,45,7.5,0,2,10,2017,TEN,LILB,59,1,2354
145953,4547,KK-1000,2,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,2,7,2017,TEN,DT,97,2,2495300
145954,4547,DS-1400,1,2,0,0,0,1,0,0,0,0,0,0,0,43,4,2,2,7,2017,TEN,SS,21,2,2495339
145955,4547,TS-2050,6,2,0,0,0,1,0,0,0,0,0,0,0,67,9,2,2,4,2017,JAC,WLB,50,1,2543711
145956,4547,PP-0800,4,1,0,0,0,0,0,0,0,0,0,0,9,44,4.5,0,2,11,2017,JAC,MLB,51,1,2495712
145957,4547,AB-2250,6,0,0,0,0,0,1,0,0,0,0,0,0,66,7,0,2,5,2017,JAC,RCB,21,1,2541162
145958,4547,MB-2050,1,0,0,0,0,0,1,0,0,0,0,0,0,18,2,0,1,3,2017,JAC,RDE,96,2,2552733
145959,4547,AC-2250,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,2,4,2017,JAC,RCB,22,2,2543501
145960,4547,BO-0400,4,0,1,0,0,0,0,0,1,0,0,0,0,44,8,1,2,9,2017,TEN,ROLB,98,1,71423
145961,4547,JC-1700,2,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,2,7,2017,TEN,DT,99,1,2495476
145962,4547,JB-6837,1,0,0,0,0,0,1,0,0,0,0,0,0,30,2,0,2,1,2017,TEN,LILB,55,3,2558005
145963,4547,EA-0525,2,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,2,1,2017,JAC,NT,99,2,2559132
145964,4547,BC-1200,6,0,0,0,0,0,0,0,0,0,0,0,0,67,6,0,2,8,2017,JAC,SS,42,1,494259
145965,4547,LR-0600,4,0,0,0,0,0,0,0,0,0,0,0,15,66,4,0,2,5,2017,TEN,LCB,26,1,2540162
145966,4547,EW-0100,0,0,0,0,0,0,0,1,0,0,0,0,0,36,2,2,2,10,2017,TEN,ROLB,93,2,2507488
145967,4547,LS-0950,2,1,0,0,0,0,0,0,1,0,0,0,0,30,4.5,0,1,2,2017,TEN,RCB,36,1,2555551
145968,4547,CR-0887,1,0,0,0,0,1,0,0,0,0,0,0,0,26,3,2,1,3,2017,TEN,FS,35,2,2553822
145969,4547,YN-0100,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0.5,0,2,2,2017,JAC,LDE,91,1,2555421
145970,4547,DF-1481,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,2,3,2017,JAC,LDE,56,2,2553431
145971,4547,CC-0200,4,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,2,10,2017,JAC,RDE,93,1,744
145972,4547,TG-0950,1,1,0,0,0,0,0,0,0,0,0,0,0,67,1.5,0,2,6,2017,JAC,FS,39,1,2532848
145973,4547,DJ-2250,1,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,2,4,2017,TEN,LDE,90,1,2543504
145974,4547,JR-0150,2,0,0,0,0,0,0,0,0,0,0,0,15,67,2,0,2,2,2017,JAC,LCB,20,1,2555280
145975,4547,DB-0975,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,5,2017,TEN,LILB,53,2,2541539
145976,4547,DS-3125,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,2,1,2017,JAC,LDE,94,3,2557839
145977,4547,BM-0800,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,2,9,2017,TEN,LCB,23,2,238466
145978,4548,KA-0750,2,5,0,0,0,0,0,0,0,0,0,0,0,58,4.5,0,1,5,2017,MIA,WLB,47,1,2539935
145979,4548,CA-0550,1,2,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,1,2017,MIA,WLB,59,2,2559043
145980,4548,NS-0800,0,4,0,0,0,0,0,0,0,0,0,0,0,53,2,0,1,8,2017,MIA,LDT,93,1,496861
145981,4548,NA-0100,2,3,0,0,0,0,0,0,0,0,0,0,0,58,3.5,0,1,8,2017,MIA,FS,29,1,2508043
145982,4548,MI-0150,4,0,1,0,0,0,0,0,0,0,0,0,0,50,6,1,2,6,2017,LAC,DE,54,1,2532870
145983,4548,HP-0200,2,6,0,0,0,0,0,0,0,0,0,0,0,42,5,0,2,3,2017,LAC,MLB,50,2,2552313
145984,4548,AP-1050,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1.5,0,2,4,2017,LAC,SS,31,2,2550842
145985,4548,JB-6825,2,10,0,0,0,0,0,0,0,0,0,0,0,58,7,0,2,2,2017,LAC,WLB,57,1,2556148
145986,4548,DK-0687,1,4,0,0,0,0,0,0,0,0,17,0,0,56,3,0,2,1,2017,LAC,LCB,36,2,2557927
145987,4548,DP-1275,1,2,0,0,0,0,0,0,0,0,0,0,6,36,2,0,2,3,2017,LAC,DT,93,2,2552676
145988,4548,TB-1850,3,6,0,0,0,0,0,0,0,0,0,0,15,58,6,0,2,4,2017,LAC,FS,33,1,2543830
145989,4548,JB-4450,3,2,0,0,0,0,0,0,0,0,0,0,15,51,4,0,2,2,2017,LAC,LDE,99,1,2555249
145990,4548,CH-2250,3,2,0,0,0,0,0,0,0,0,0,0,0,58,4,0,2,6,2017,LAC,LCB,26,1,2532861
145991,4548,MH-3735,4,6,0,0,0,0,0,0,0,0,0,0,0,58,7,0,1,3,2017,MIA,MLB,45,1,2552317
145992,4548,WH-0300,1,1,1,0,0,0,0,0,0,0,0,0,0,25,3.5,1,1,10,2017,MIA,RDE,95,2,4483
145993,4548,KE-0550,0,3,0,0,0,0,1,0,0,0,0,0,0,12,2.5,0,2,3,2017,LAC,SLB,51,1,2552296
145994,4548,TW-2856,2,3,0,0,0,0,2,0,0,0,0,0,0,58,5.5,0,2,2,2017,LAC,RCB,42,2,2556828
145995,4548,AB-2730,1,1,0,0,0,0,0,0,0,0,0,0,0,43,1.5,0,1,6,2017,MIA,LDE,50,1,2532801
145996,4548,JA-0280,3,3,0,0,0,0,1,0,0,0,0,0,0,58,5.5,0,2,5,2017,LAC,SS,37,1,2541958
145997,4548,TP-0050,2,1,0,0,0,0,0,0,0,0,0,0,0,25,2.5,0,1,4,2017,LAC,LDE,95,2,2550460
145998,4548,RJ-2000,3,3,0,0,0,0,0,0,0,0,0,0,3,58,4.5,0,1,8,2017,MIA,SS,20,1,496739
145999,4548,DG-1275,0,2,0,0,0,0,0,0,0,0,0,0,0,32,1,0,1,1,2017,MIA,LDT,56,2,2558012
146000,4548,VT-0162,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,1,1,2017,MIA,RDT,96,2,2558017
146001,4548,XH-0100,5,2,0,0,0,0,0,0,0,0,0,0,0,55,6,0,1,2,2017,MIA,RCB,25,1,2555539
146002,4548,BM-0600,2,2,0,0,0,0,0,0,0,0,0,0,0,55,3,0,1,7,2017,MIA,LCB,41,1,2495310
146003,4548,JP-2850,0,3,0,0,0,0,0,0,0,0,0,0,0,21,1.5,0,1,3,2017,MIA,RDT,97,1,2552492
146004,4548,CW-0100,1,1,0,0,0,0,0,0,0,0,0,0,0,33,1.5,0,1,13,2017,MIA,RDE,91,1,2506314
146005,4548,BM-0775,1,1,0,0,0,0,0,0,0,0,0,0,5,44,1.5,0,1,3,2017,MIA,LCB,28,2,2552434
146006,4548,NH-0750,1,2,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,1,2017,LAC,WLB,58,2,2559183
146007,4548,CL-1000,1,1,0,0,0,0,0,0,0,0,0,0,0,32,1.5,0,2,7,2017,LAC,DT,94,1,2495483
146008,4548,CH-1450,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0.5,0,1,1,2017,MIA,LDE,90,2,2558001
146009,4548,CM-1250,1,1,1,0,0,0,0,0,0,0,0,0,0,18,3.5,1,2,4,2017,LAC,DE,40,2,2550628
146010,4548,KT-0650,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0.5,0,2,6,2017,LAC,MLB,56,1,2534567
146011,4549,MW-1800,1,4,0,0,0,0,0,0,0,0,0,0,5,48,3,0,2,7,2017,NYJ,RDE,96,1,2495490
146012,4549,DD-0250,1,5,0,0,0,0,0,0,0,0,0,0,0,56,3.5,0,2,6,2017,NYJ,ILB,56,1,2533008
