uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp,nflid
94880,4554,JA-0245,0,0,0,0,0,0,0,0,0,1,1,38,0,0,0,0,0,0,0,1,3.8,4.3,4.8,2,2,2017,NYG,TE,89,3,2555311
94881,4555,BH-1900,37,23,332,1,2,1,1,9,1,0,0,0,0,0,0,0,0,0,1,79,28.18,29.18,32.18,3,9,2017,SF,QB,2,1,81294
94882,4555,MG-1050,0,0,0,0,0,0,0,0,0,5,2,62,0,0,0,0,0,0,0,57,6.2,7.2,8.2,3,5,2017,SF,RWR,11,1,2539964
94883,4555,TG-1950,0,0,0,0,0,28,15,113,2,7,5,36,1,0,0,0,0,0,0,61,32.9,35.4,40.9,3,3,2017,LA,RB,30,1,2552475
94884,4555,VB-0098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,1,0,0,0,2,1,2017,SF,RWR,17,3,2558912
94885,4555,CH-5000,0,0,0,0,0,25,11,84,2,4,3,10,0,0,0,0,0,0,0,58,21.4,22.9,24.4,3,4,2017,SF,RB,28,1,2543743
94886,4555,MB-3537,0,0,0,0,0,3,1,9,0,4,3,20,0,0,0,0,0,0,0,16,2.9,4.4,5.9,3,1,2017,SF,RB,22,2,2558918
94887,4555,GK-0075,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,37,0.8,1.3,1.8,3,1,2017,SF,TE,85,1,2558266
94888,4555,RM-5050,0,0,0,0,0,4,2,11,0,0,0,0,0,1,20,0,1,0,0,9,-0.9,-0.9,0.1,2,3,2017,SF,RB,31,3,2553728
94889,4555,AR-1200,0,0,0,0,0,0,0,0,0,4,2,23,0,0,0,0,0,0,0,27,2.3,3.3,4.3,3,7,2017,SF,RWR,19,2,2495331
94890,4555,PG-0100,0,0,0,0,0,0,0,0,0,10,7,142,0,0,0,0,0,0,0,66,14.2,17.7,24.2,3,10,2017,SF,LWR,15,1,2346
94891,4555,JG-1850,28,22,292,0,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,65,23.58,23.58,23.58,3,2,2017,LA,QB,16,1,2555334
94892,4555,RW-4050,0,0,0,0,0,0,0,0,0,7,6,108,0,0,0,0,0,0,0,60,10.8,13.8,19.8,3,5,2017,LA,WR,17,1,2540169
94893,4555,DC-0775,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,24,1.7,2.2,2.7,3,6,2017,LA,TE,86,3,2534241
94894,4555,TH-1550,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,59,0.4,0.9,1.4,3,2,2017,LA,TE,89,1,2555364
94895,4555,PC-0625,0,0,0,0,0,0,0,0,0,1,1,4,0,3,83,0,1,0,0,9,-1.6,-1.1,0.4,3,2,2017,LA,LWR,10,2,2555419
94896,4555,TT-0450,0,0,0,0,0,0,0,0,0,4,3,32,1,1,9,0,0,10,1,37,11.2,12.7,14.2,3,1,2017,SF,LWR,81,2,2558202
94897,4555,TA-1050,0,0,0,0,0,3,2,14,0,0,0,0,0,2,0,0,1,0,0,15,-0.6,-0.6,0.4,3,5,2017,LA,LWR,11,1,2539336
94898,4555,KJ-1400,0,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,0,10,0,25,3.4,3.9,4.4,3,5,2017,SF,FB,44,1,2540230
94899,4555,SW-0450,0,0,0,0,0,0,0,0,0,7,6,106,2,0,0,0,0,0,0,42,22.6,25.6,31.6,3,4,2017,LA,RWR,12,1,2543457
94900,4555,CK-1300,0,0,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,0,0,38,1.7,2.7,3.7,3,1,2017,LA,WR,18,2,2557898
94901,4555,GC-0350,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,36,6.1,6.6,7.1,3,6,2017,SF,TE,88,2,2534820
94902,4556,MW-0500,0,0,0,0,0,1,1,4,0,5,1,6,0,0,0,0,0,0,0,50,1,1.5,2,3,9,2017,BAL,RWR,17,1,2507763
94903,4556,JF-1900,18,8,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-2.88,-0.88,-0.88,3,10,2017,BAL,QB,5,1,382
94904,4556,JM-0200,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,0,0,36,0.8,1.3,1.8,3,9,2017,BAL,WR,18,1,80429
94905,4556,LF-0650,0,0,0,0,0,17,6,59,1,4,3,21,0,0,0,0,0,0,0,37,14,15.5,17,3,1,2017,JAC,RB,27,1,2557973
94906,4556,BB-2425,31,20,244,0,4,3,1,18,0,0,0,0,0,0,0,0,0,0,0,64,27.56,27.56,27.56,3,4,2017,JAC,QB,5,1,2543477
94907,4556,ML-0650,0,0,0,0,0,0,0,0,0,7,4,65,0,3,2,0,0,5,0,49,6.5,8.5,10.5,3,4,2017,JAC,LWR,11,1,2543475
94908,4556,KC-1550,0,0,0,0,0,0,0,0,0,4,1,13,0,1,12,0,0,0,0,37,1.3,1.8,2.3,3,1,2017,JAC,RWR,84,2,2559153
94909,4556,CI-0300,0,0,0,0,0,6,3,17,0,2,2,25,0,0,0,0,0,0,0,25,4.2,5.2,6.2,3,8,2017,JAC,RB,33,2,2507999
94910,4556,ML-1500,0,0,0,0,0,0,0,0,0,5,4,62,3,0,0,0,0,0,0,39,24.2,26.2,28.2,3,12,2017,JAC,TE,89,1,2495888
94911,4556,TW-1350,0,0,0,0,0,6,4,27,0,1,0,0,0,0,0,0,1,0,0,10,0.7,0.7,1.7,3,4,2017,BAL,RB,28,1,2543664
94912,4556,AC-2150,0,0,0,0,0,9,6,82,0,0,0,0,0,0,0,0,0,4,0,10,8.2,8.2,8.2,2,2,2017,BAL,RB,34,3,2555430
94913,4556,BP-0450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,3,3,2017,BAL,LWR,11,1,2552597
94914,4556,CG-1950,0,0,0,0,0,6,3,75,0,1,1,18,0,0,0,0,0,0,0,12,9.3,9.8,10.3,2,3,2017,JAC,RB,30,4,2553650
94915,4556,MC-0150,0,0,0,0,0,1,1,7,0,2,1,3,0,2,0,0,0,0,0,15,1,1.5,2,3,4,2017,BAL,LWR,12,2,2550163
94916,4556,AH-3900,0,0,0,0,0,0,0,0,0,3,3,20,1,0,0,0,0,0,0,44,8,9.5,11,3,4,2017,JAC,RWR,88,1,2550353
94917,4556,JA-1025,0,0,0,0,0,8,2,15,0,6,5,13,0,0,0,0,0,0,0,34,2.8,5.3,7.8,3,3,2017,BAL,RB,37,2,2552631
94918,4556,BW-0700,0,0,0,0,0,0,0,0,0,3,3,12,1,0,0,0,0,0,0,40,7.2,8.7,10.2,3,14,2017,BAL,TE,82,2,2506122
94919,4556,JO-0150,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,22,1.2,1.7,2.2,3,3,2017,JAC,TE,86,3,2553318
94920,4556,CH-2400,2,0,0,0,0,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,9,-0.3,-0.3,-0.3,1,10,2017,JAC,QB,7,2,252
94921,4556,TB-1720,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,36,0.8,1.3,1.8,3,5,2017,JAC,FB,40,1,2540225
94922,4556,NB-0450,0,0,0,0,0,0,0,0,0,2,2,14,0,0,0,0,0,15,0,40,1.4,2.4,3.4,3,3,2017,BAL,TE,86,1,2552402
94923,4556,RM-0300,9,6,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5.44,5.44,5.44,1,7,2017,BAL,QB,15,2,2495443
94924,4556,CM-0850,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,7,0.8,1.3,1.8,2,7,2017,BAL,WR,13,2,2531049
94925,4556,CM-2675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,2017,BAL,RWR,10,2,2555209
94926,4557,MR-2500,35,24,294,3,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,68,13.66,16.66,16.66,3,10,2017,ATL,QB,2,1,310
94927,4557,JJ-4700,0,0,0,0,0,0,0,0,0,12,7,91,0,0,0,0,0,0,0,58,9.1,12.6,16.1,3,7,2017,ATL,LWR,11,1,2495454
94928,4557,DF-1875,0,0,0,0,0,21,10,106,1,3,3,32,0,0,0,0,0,5,0,41,19.8,21.3,25.8,3,4,2017,ATL,RB,24,1,2543583
94929,4557,MS-0150,0,0,0,0,0,0,0,0,0,6,4,28,1,0,0,0,0,0,0,57,8.8,10.8,12.8,3,6,2017,ATL,RWR,12,1,2533040
94930,4557,TG-0025,0,0,0,0,0,0,0,0,0,6,5,79,1,0,0,0,0,0,0,36,13.9,16.4,18.9,3,4,2017,ATL,RWR,18,2,2550617
94931,4557,MS-4100,45,25,264,0,1,2,1,19,0,0,0,0,0,0,0,0,0,0,0,70,16.46,16.46,16.46,3,9,2017,DET,QB,9,1,79860
94932,4557,MJ-2250,0,0,0,0,0,0,0,0,0,6,3,24,0,0,0,0,0,10,0,68,2.4,3.9,5.4,3,6,2017,DET,RWR,11,1,2532884
94933,4557,AA-0025,0,0,0,0,0,14,5,47,0,3,3,39,0,0,0,0,0,0,0,29,8.6,10.1,11.6,3,3,2017,DET,RB,21,1,2552374
94934,4557,KG-0650,0,0,0,0,0,0,0,0,0,5,2,25,0,0,0,0,0,0,0,45,2.5,3.5,4.5,3,1,2017,DET,LWR,19,2,2558052
94935,4557,GT-0100,0,0,0,0,0,0,0,0,0,11,7,58,1,2,10,0,0,0,0,63,11.8,15.3,18.8,3,8,2017,DET,LWR,15,1,497326
94936,4557,TR-0370,0,0,0,0,0,0,0,0,0,9,4,38,0,0,0,0,0,0,0,34,3.8,5.8,7.8,3,5,2017,DET,RB,25,1,2540020
94937,4557,AR-1100,0,0,0,0,0,0,0,0,0,1,1,12,0,6,92,0,0,0,0,1,1.2,1.7,2.2,3,8,2017,ATL,LWR,19,3,497320
94938,4557,TC-2050,0,0,0,0,0,6,4,46,0,5,3,43,0,0,0,0,0,0,0,28,8.9,10.4,11.9,3,3,2017,ATL,RB,26,2,2552453
94939,4557,AH-3650,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,5,0,49,0.9,1.4,1.9,3,2,2017,ATL,TE,81,1,2555415
94940,4557,ZZ-0100,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0.5,0.5,0.5,1,3,2017,DET,RB,34,2,2553631
94941,4557,DF-0550,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,29,0.8,1.3,1.8,3,5,2017,DET,TE,87,2,2540928
94942,4557,EE-0050,0,0,0,0,0,0,0,0,0,7,2,9,0,0,0,0,0,0,0,45,0.9,1.9,2.9,3,4,2017,DET,TE,85,1,2543466
94943,4557,TJ-2350,0,0,0,0,0,0,0,0,0,3,3,63,0,0,0,0,0,0,0,15,6.3,7.8,9.3,3,4,2017,DET,RWR,13,2,2543836
94944,4558,IC-0300,0,0,0,0,0,12,6,44,0,3,2,10,0,0,0,0,0,0,0,41,5.4,6.4,7.4,3,4,2017,CLE,RB,34,1,2550189
94945,4558,DK-0875,47,22,242,3,2,7,4,44,1,0,0,0,0,0,0,0,0,0,0,77,22.08,25.08,25.08,3,1,2017,CLE,QB,7,1,2557983
94946,4558,KB-1900,0,0,0,0,0,0,0,0,0,10,3,54,1,0,0,0,0,0,0,52,11.4,12.9,14.4,3,9,2017,CLE,RWR,18,1,71217
94947,4558,FG-0200,0,0,0,0,0,25,9,57,1,1,1,0,0,0,0,0,0,0,0,41,11.7,12.2,12.7,3,13,2017,IND,RB,23,1,2506404
94948,4558,JB-5725,24,17,259,0,1,5,2,14,2,0,0,0,0,0,0,0,0,0,0,66,27.76,27.76,27.76,3,2,2017,IND,QB,15,1,2555261
94949,4558,BW-2030,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,16,0.7,1.2,1.7,3,5,2017,IND,TE,85,2,2539645
94950,4558,JD-2550,0,0,0,0,0,0,0,0,0,5,2,16,0,0,0,0,1,0,0,66,-0.4,0.6,2.6,3,5,2017,IND,TE,84,1,2540232
94951,4558,RH-1950,0,0,0,0,0,0,0,0,0,6,2,10,0,0,0,0,0,20,0,52,1,2,3,2,2,2017,CLE,LWR,81,2,2555468
94952,4558,SD-0534,0,0,0,0,0,0,0,0,0,5,2,29,0,0,0,0,0,15,0,43,2.9,3.9,4.9,3,2,2017,CLE,TE,87,2,2556365
94953,4558,QB-0250,0,0,0,0,0,0,0,0,0,1,1,22,0,5,16,0,0,0,0,33,2.2,2.7,3.2,3,3,2017,IND,LWR,11,3,2553467
94954,4558,KA-0400,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,5,0.9,1.4,1.9,3,7,2017,IND,RWR,1,2,2530660
94955,4558,DN-1225,0,0,0,0,0,0,0,0,0,4,2,12,1,0,0,0,0,0,0,30,7.2,8.2,9.2,3,1,2017,CLE,TE,85,3,2557986
94956,4558,RT-1950,0,0,0,0,0,5,2,18,0,2,1,2,0,0,0,0,0,0,0,21,2,2.5,3,3,6,2017,IND,RB,33,2,2533460
94957,4558,TH-1850,0,0,0,0,0,0,0,0,0,9,7,153,1,0,0,0,0,0,0,64,21.3,24.8,31.3,3,6,2017,IND,LWR,13,1,2532865
94958,4558,DJ-1850,0,0,0,0,0,2,2,23,1,7,6,81,0,0,0,0,0,0,0,40,16.4,19.4,22.4,3,3,2017,CLE,RB,29,2,2552461
94959,4558,DM-2775,0,0,0,0,0,0,0,0,0,3,2,44,0,0,0,0,0,0,0,57,4.4,5.4,6.4,3,4,2017,IND,RWR,10,1,2543614
94960,4558,KZ-0050,0,0,0,0,0,0,0,0,0,1,1,-4,0,0,0,0,0,0,0,77,-0.4,0.1,0.6,3,6,2017,CLE,RG,70,1,2532980
94961,4558,RL-1325,0,0,0,0,0,0,0,0,0,6,1,10,0,0,0,0,0,4,0,57,1,1.5,2,3,2,2017,CLE,RWR,80,2,2555473
94962,4558,KW-1175,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,20,1,1.5,2,2,3,2017,CLE,RWR,82,3,2554138
94963,4558,JL-1350,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,0,21,2.6,3.1,3.6,1,3,2017,CLE,LWR,11,3,2553668
94964,4558,MJ-2275,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0.3,0.3,0.3,1,3,2017,IND,RB,34,4,2552635
94965,4558,RT-0450,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,19,0.4,0.9,1.4,3,3,2017,CLE,TE,86,1,2552660
94966,4558,DD-0075,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,17,0.6,1.1,1.6,3,1,2017,IND,TE,47,3,2558886
94967,4559,TS-1450,40,24,259,2,0,3,1,12,0,0,0,0,0,0,0,0,0,0,0,70,7.56,9.56,9.56,3,3,2017,DEN,QB,13,1,2553457
94968,4559,VG-0300,0,0,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0,0,37,1.8,3.3,4.8,3,7,2017,DEN,TE,85,1,2495288
94969,4559,AJ-0375,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,8,0.2,0.2,0.2,3,2,2017,DEN,FB,32,1,2555432
94970,4559,CA-0750,0,0,0,0,0,8,1,36,0,2,2,7,0,0,0,0,0,0,0,49,4.3,5.3,6.3,3,5,2017,DEN,RB,22,1,2540269
94971,4559,BT-0300,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,0,0,0,0,6,0,0,0,2,9,2017,BUF,LWR,15,2,81306
94972,4559,LM-1000,0,0,0,0,0,14,5,21,0,7,7,48,0,0,0,0,0,0,0,43,6.9,10.4,13.9,3,9,2017,BUF,RB,25,1,79607
94973,4559,TT-0500,26,20,213,0,2,8,1,13,0,0,0,0,0,0,0,0,0,5,0,65,17.82,17.82,17.82,3,7,2017,BUF,QB,5,1,2495240
94974,4559,IM-0125,0,0,0,0,0,1,1,4,0,0,0,0,0,4,16,0,0,0,0,9,0.4,0.4,0.4,2,1,2017,DEN,RWR,84,3,2558129
94975,4559,ES-0200,0,0,0,0,0,0,0,0,0,15,7,75,0,0,0,0,0,0,0,62,7.5,11,14.5,3,8,2017,DEN,RWR,10,1,497322
94976,4559,JC-2300,0,0,0,0,0,9,5,56,1,1,1,1,0,0,0,0,0,5,0,21,11.7,12.2,12.7,3,10,2017,DEN,RB,28,2,925
94977,4559,DT-0900,0,0,0,0,0,0,0,0,0,9,6,98,0,0,0,0,0,10,0,61,9.8,12.8,15.8,3,8,2017,DEN,LWR,88,1,497328
94978,4559,BF-0950,0,0,0,0,0,0,0,0,0,7,4,55,0,0,0,0,0,0,0,49,5.5,7.5,9.5,3,4,2017,DEN,LWR,16,2,2550198
94979,4559,CL-0275,0,0,0,0,0,0,0,0,0,1,0,0,0,3,81,0,0,0,0,11,0,0,0,3,4,2017,DEN,RWR,14,2,2543590
94980,4559,MT-1300,0,0,0,0,0,11,5,41,0,1,0,0,0,0,0,0,0,0,0,21,4.1,4.1,4.1,3,10,2017,BUF,FB,35,2,2507428
94981,4559,JM-1550,0,0,0,0,0,0,0,0,0,5,3,61,0,0,0,0,0,0,0,50,6.1,7.6,9.1,3,4,2017,BUF,LWR,87,1,2543500
94982,4559,KC-1250,0,0,0,0,0,0,0,0,0,2,1,28,0,0,0,0,0,0,0,15,2.8,3.3,3.8,2,3,2017,BUF,RWR,13,3,2552651
94983,4559,CC-2100,0,0,0,0,0,0,0,0,0,6,6,39,1,0,0,0,0,0,0,52,9.9,12.9,15.9,3,7,2017,BUF,TE,85,1,2495139
94984,4559,AH-3600,0,0,0,0,0,0,0,0,0,2,2,6,1,0,0,0,0,0,0,22,6.6,7.6,8.6,3,7,2017,BUF,RWR,18,2,2495453
94985,4559,ZJ-0100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,55,0,0,0,3,1,2017,BUF,RWR,11,1,2557863
94986,4559,NO-0150,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,10,0,34,3.1,3.6,4.1,3,3,2017,BUF,TE,84,2,2552403
94987,4559,AD-1175,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,29,0.5,1,1.5,3,3,2017,DEN,TE,83,3,2552580
94988,4559,DH-2350,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,1,1,2017,DEN,RB,33,4,2557850
94989,4560,TE-0350,0,0,0,0,0,1,1,4,0,1,1,4,0,7,72,0,0,0,0,8,0.8,1.3,1.8,3,2,2017,HOU,RB,34,3,2555234
94990,4560,LM-1150,0,0,0,0,0,14,9,56,0,1,1,7,0,0,0,0,0,0,0,50,6.3,6.8,7.3,3,6,2017,HOU,RB,26,1,2533034
94991,4560,DW-1725,33,22,301,2,2,8,5,41,0,0,0,0,0,0,0,0,0,5,0,71,20.14,22.14,25.14,3,1,2017,HOU,QB,4,1,2558063
94992,4560,BM-2350,0,0,0,0,0,0,0,0,0,4,1,15,0,0,0,0,0,0,0,37,1.5,2,2.5,3,2,2017,HOU,RWR,13,1,2555348
94993,4560,DA-0900,0,0,0,0,0,0,0,0,0,5,3,48,0,3,53,0,0,0,0,32,4.8,6.3,7.8,2,10,2017,NE,LWR,80,2,2649
94994,4560,MG-0650,0,0,0,0,0,12,7,31,0,0,0,0,0,0,0,0,0,0,0,21,3.1,3.1,3.1,3,5,2017,NE,RB,35,2,2539663
94995,4560,JW-2550,0,0,0,0,0,5,1,17,0,1,1,11,0,0,0,0,0,0,0,32,2.8,3.3,3.8,3,4,2017,NE,RB,28,1,2543773
94996,4560,TB-2300,35,25,378,0,5,1,1,6,0,0,0,0,0,0,0,0,1,0,1,65,35.72,35.72,39.72,3,18,2017,NE,QB,12,1,2504211
94997,4560,BC-2325,0,0,0,0,0,0,0,0,0,7,5,131,2,0,0,0,0,0,1,58,27.1,29.6,35.1,3,4,2017,NE,LWR,14,1,2543498
94998,4560,CH-3350,0,0,0,0,0,0,0,0,0,6,4,68,2,0,0,0,0,0,0,59,18.8,20.8,22.8,3,7,2017,NE,RWR,15,1,2530515
94999,4560,RG-2200,0,0,0,0,0,0,0,0,0,10,8,89,1,0,0,0,0,0,0,64,14.9,18.9,22.9,3,8,2017,NE,TE,87,1,497240
95000,4560,DF-1362,0,0,0,0,0,8,3,25,0,3,2,65,0,0,0,0,0,0,0,17,9,10,11,3,1,2017,HOU,RB,27,4,2557994
95001,4560,SA-0850,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,0,0,31,1.4,1.9,2.4,2,2,2017,HOU,TE,89,2,2556463
95002,4560,BE-0350,0,0,0,0,0,1,0,-1,0,7,4,59,1,0,0,0,0,5,0,70,11.8,13.8,15.8,2,4,2017,HOU,LWR,12,2,2543646
95003,4560,DA-0850,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,3,6,2017,NE,TE,83,2,2533046
95004,4560,DL-1700,0,0,0,0,0,2,0,5,0,3,3,12,0,2,44,0,0,0,0,12,1.7,3.2,4.7,3,7,2017,NE,RB,33,1,2495469
95005,4560,DH-3950,0,0,0,0,0,0,0,0,0,8,7,76,0,0,0,0,0,0,0,71,7.6,11.1,14.6,3,5,2017,HOU,LWR,10,1,2540165
95006,4560,JT-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,1,7,2017,HOU,RB,6,5,2495472
95007,4560,RG-1870,0,0,0,0,0,0,0,0,0,6,5,61,1,0,0,0,0,10,0,61,12.1,14.6,17.1,2,5,2017,HOU,TE,84,1,2541316
95008,4560,JH-4850,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,7,1.9,2.4,2.9,2,1,2017,NE,TE,47,3,2558956
95009,4560,BB-2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,6,2017,NE,RB,38,3,2532797
95010,4561,MF-1300,0,0,0,0,0,8,3,25,0,0,0,0,0,0,0,0,0,0,0,23,2.5,2.5,2.5,3,10,2017,NYJ,RB,22,1,234
95011,4561,JM-2900,23,18,249,0,1,4,1,7,0,0,0,0,0,0,0,0,0,5,0,63,14.66,14.66,14.66,3,16,2017,NYJ,QB,15,1,2505076
95012,4561,EM-0950,0,0,0,0,0,7,3,34,0,0,0,0,0,0,0,0,1,0,0,12,1.4,1.4,2.4,2,1,2017,NYJ,RB,25,3,2557934
95013,4561,JG-2950,0,0,0,0,0,0,0,0,0,1,1,12,0,5,28,0,0,0,0,3,1.2,1.7,2.2,2,2,2017,MIA,RWR,19,2,2556190
95014,4561,JC-6200,44,26,220,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,63,11.7,12.7,12.7,2,12,2017,MIA,QB,6,1,2495824
95015,4561,KS-2350,0,0,0,0,0,0,0,0,0,10,4,51,0,0,0,0,0,10,0,62,5.1,7.1,9.1,2,5,2017,MIA,LWR,10,1,2540202
95016,4561,JA-0450,0,0,0,0,0,11,5,16,0,3,2,9,0,0,0,0,0,0,0,33,2.5,3.5,4.5,2,3,2017,MIA,RB,23,1,2552582
95017,4561,DW-3125,0,0,0,0,0,2,1,5,0,1,1,6,0,0,0,0,0,0,0,10,1.1,1.6,2.1,2,4,2017,MIA,RB,26,2,2550512
95018,4561,JT-2000,0,0,0,0,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,37,1.6,3.1,4.6,2,7,2017,MIA,TE,89,1,2495353
95019,4561,RA-1125,0,0,0,0,0,0,0,0,0,6,3,95,1,0,0,0,0,0,0,49,15.5,17,18.5,3,2,2017,NYJ,LWR,11,1,2556462
95020,4561,AS-0550,0,0,0,0,0,0,0,0,0,6,5,31,0,0,0,0,0,0,0,48,3.1,5.6,8.1,1,4,2017,NYJ,TE,88,5,2543683
95021,4561,BP-1200,0,0,0,0,0,15,6,37,1,0,0,0,0,0,0,0,0,0,0,28,9.7,9.7,9.7,3,7,2017,NYJ,RB,29,2,2495328
95022,4561,JK-1000,0,0,0,0,0,0,0,0,0,5,5,42,0,5,34,0,0,0,0,34,4.2,6.7,9.2,2,7,2017,NYJ,RWR,14,2,2495189
95023,4561,JL-0215,0,0,0,0,0,0,0,0,0,11,6,48,0,0,0,0,0,0,0,60,4.8,7.8,10.8,2,4,2017,MIA,SWR,14,1,2543488
95024,4561,JK-0250,0,0,0,0,0,0,0,0,0,3,3,42,0,0,0,0,0,10,0,44,4.2,5.7,7.2,3,6,2017,NYJ,RWR,10,1,2532887
95025,4561,AS-3550,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,0,5,2.4,2.9,3.4,3,1,2017,NYJ,LWR,18,2,2558150
95026,4561,NS-0725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,2,3,2017,NYJ,TE,85,4,2553451
95027,4561,DP-0350,0,0,0,0,0,0,0,0,0,10,8,76,1,0,0,0,0,0,0,58,13.6,17.6,21.6,2,3,2017,MIA,RWR,11,1,2552409
95028,4561,LT-0262,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,14,1.5,2,2.5,2,2,2017,NYJ,RDE,97,2,2556695
95029,4561,MH-0050,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,1,1,2017,MIA,P,16,1,2559047
95030,4561,LC-0150,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2017,MIA,LWR,88,2,2555215
95031,4561,KD-1462,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,20,0.2,0.7,1.2,2,2,2017,MIA,RB,32,3,2555230
95032,4562,CN-0500,26,17,167,3,0,3,3,16,1,0,0,0,0,0,0,0,0,5,0,50,8.28,11.28,11.28,3,7,2017,CAR,QB,1,1,2495455
95033,4562,CM-1225,0,0,0,0,0,4,3,16,0,11,9,101,0,2,3,0,0,0,0,41,11.7,16.2,23.7,3,1,2017,CAR,RB,22,2,2557997
95034,4562,JS-6700,0,0,0,0,0,12,8,57,0,2,1,4,0,0,0,0,0,0,0,26,6.1,6.6,7.1,3,10,2017,CAR,RB,28,1,949
95035,4562,KB-0950,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,7,0.8,1.8,2.8,3,4,2017,CAR,LWR,13,1,2543471
95036,4562,DB-3800,29,22,220,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,20.8,20.8,20.8,3,17,2017,NO,QB,9,1,2504775
95037,4562,MT-0875,0,0,0,0,0,0,0,0,0,8,7,87,1,0,0,0,0,0,0,46,14.7,18.2,21.7,3,2,2017,NO,LWR,13,1,2556370
95038,4562,MI-0100,0,0,0,0,0,14,5,56,0,4,2,30,0,0,0,0,0,0,0,29,8.6,9.6,10.6,3,7,2017,NO,RB,22,2,2495466
95039,4562,TL-0825,0,0,0,0,0,1,1,8,0,3,3,15,0,0,0,0,0,0,0,16,2.3,3.8,5.3,3,2,2017,NO,RWR,87,2,2556752
95040,4562,AP-0700,0,0,0,0,0,9,6,33,0,2,2,4,0,0,0,0,0,0,0,14,3.7,4.7,5.7,3,11,2017,NO,RB,28,1,2507164
95041,4562,MH-3300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,3,8,2017,NO,TE,84,1,497246
