pid,psr,trg,loc,yds,comp,succ,spk,dfb
744042,AD-0100,BL-0100,DL,0,0,0,0,
744046,DW-1725,TE-0350,SM,7,1,1,0,
744048,DW-1725,LM-1150,SL,8,1,1,0,
744049,DW-1725,DH-3950,DM,25,1,1,0,
744051,DW-1725,LM-1150,SL,6,1,0,0,
744055,AD-0100,AE-1037,SM,5,1,1,0,
744056,AD-0100,TE-0300,DR,22,1,1,0,
744057,AD-0100,AE-1037,DR,37,1,1,0,
744058,AD-0100,,NL,0,0,0,0,
744059,AD-0100,,NL,0,0,0,0,
744066,AD-0100,JH-4025,SR,2,1,0,0,
744068,AD-0100,AE-1037,SR,14,1,1,0,
744069,AD-0100,TE-0300,SM,5,1,1,0,
744071,AD-0100,BL-0100,SL,11,1,1,0,
744072,AD-0100,AG-1500,SR,3,1,0,0,
744073,AD-0100,GB-0350,SL,0,0,0,0,
744078,AD-0100,TE-0300,SL,0,0,0,0,
744079,AD-0100,BL-0100,SR,0,0,0,0,
744085,DW-1725,DH-3950,SL,6,1,1,0,
744088,DW-1725,TE-0350,SM,0,0,0,0,NV-0200
744089,DW-1725,DH-3950,SL,0,0,0,0,AJ-1200
744092,AD-0100,AG-1500,SM,0,0,0,0,JW-1100
744093,AD-0100,TE-0300,SM,15,1,1,0,
744095,AD-0100,BL-0100,SR,5,1,1,0,
744096,AD-0100,GB-0350,SL,0,0,0,0,JC-3350
744098,DW-1725,TE-0350,SR,7,1,1,0,
744105,AD-0100,JM-5275,SR,5,1,0,0,
744106,AD-0100,BL-0100,SR,0,0,0,0,
744109,DW-1725,DH-3950,SL,8,1,1,0,
744112,AD-0100,AG-1500,DL,0,0,0,0,
744116,DW-1725,DH-3950,SL,11,1,1,0,
744117,DW-1725,DH-3950,SL,0,0,0,0,AJ-1200
744121,DW-1725,DH-3950,SL,0,0,0,0,
744122,DW-1725,DH-3950,SL,9,1,1,0,
744125,DW-1725,DH-3950,SL,9,1,1,0,
744128,DW-1725,TE-0350,SL,2,1,0,0,
744133,AD-0100,BL-0100,SL,12,1,1,0,
744134,AD-0100,AE-1037,SM,0,0,0,0,EP-0550
744135,AD-0100,AE-1037,SR,6,1,1,0,
744136,AD-0100,,NL,0,0,0,0,
744138,AD-0100,AE-1037,DL,0,0,0,0,
744144,AD-0100,AG-1500,SM,-3,1,0,0,
744148,CP-0500,JB-6750,DL,0,0,0,0,
744151,JB-5725,FG-0200,SR,0,0,0,0,
744152,JB-5725,JD-2550,SR,10,1,1,0,
744154,JB-5725,DM-2775,SR,0,0,0,0,
744155,JB-5725,KA-0400,SM,14,1,1,0,
744161,JB-5725,TH-1850,SL,0,0,0,0,
744163,JB-5725,DM-2775,SR,0,0,0,0,
744169,CP-0500,JB-6750,SL,0,0,0,0,QW-0300
744171,JB-5725,JD-2550,SM,15,1,1,0,
744174,JB-5725,RT-1950,SM,8,1,1,0,
744177,JB-5725,JD-2550,SM,9,1,0,0,
744180,CP-0500,IM-0300,DL,46,1,1,0,
744182,CP-0500,TN-0550,SM,16,1,1,0,
744184,CP-0500,AE-0750,SL,-6,1,0,0,
744185,CP-0500,JN-0625,SL,15,1,0,0,
744186,CP-0500,LF-0200,SR,0,0,0,0,
744188,JB-5725,DM-2775,DR,0,0,0,0,
744189,JB-5725,TH-1850,SR,8,1,0,0,
744192,CP-0500,JB-6750,DM,0,0,0,0,QW-0300
744194,CP-0500,CW-2450,SR,15,1,1,0,
744195,CP-0500,LF-0200,SL,6,1,1,0,
744198,CP-0500,AE-0750,SR,0,0,0,0,
744199,CP-0500,JN-0625,SL,12,1,1,0,
744201,CP-0500,IM-0300,SL,0,0,0,0,
744202,CP-0500,JB-6750,SR,9,1,1,0,
744205,CP-0500,JN-0625,SR,0,0,0,0,
744206,CP-0500,JB-6750,SL,0,0,0,0,MF-0150
744212,JB-5725,KA-0400,DR,0,0,0,0,
744216,CP-0500,CW-2450,SL,0,0,0,0,
744217,CP-0500,JN-0625,SM,17,1,1,0,
744219,CP-0500,JB-6750,DL,22,1,1,0,
744220,CP-0500,LF-0200,SM,10,1,1,0,
744221,CP-0500,JN-0625,DL,0,0,0,0,
744223,JB-5725,DM-2775,DM,0,0,0,0,
744224,JB-5725,JD-2550,SR,9,1,1,0,
744227,JB-5725,KA-0400,SR,0,0,0,0,TB-2400
744230,JB-5725,BW-2030,SR,20,1,1,0,
744232,JB-5725,DM-2775,DL,0,0,0,0,
744233,JB-5725,KA-0400,SL,0,0,0,0,TM-0850
744236,CP-0500,LF-0200,SL,5,1,1,0,
744237,CP-0500,AE-0750,SL,0,0,0,0,MF-0150
744241,JB-5725,JD-2550,SL,9,1,1,0,
744245,JB-5725,DM-2775,SR,0,0,0,0,JB-3350
744249,CP-0500,AE-0750,SL,22,1,1,0,
744251,CP-0500,LF-0200,SR,0,0,0,0,
744252,CP-0500,JB-6750,SR,0,0,0,0,RM-3850
744254,JB-5725,JD-2550,SR,4,1,1,0,
744255,JB-5725,KA-0400,SL,5,1,1,0,
744258,JB-5725,TH-1850,SL,14,1,1,0,
744260,JB-5725,DM-2775,SL,15,1,1,0,
744262,JB-5725,MM-0050,SL,11,1,1,0,
744264,JB-5725,KA-0400,SM,12,1,1,0,
744266,JB-5725,JD-2550,SR,15,1,1,0,
744269,JB-5725,FG-0200,SM,0,0,0,0,
744270,JB-5725,TH-1850,SL,0,0,0,0,
744277,CP-0500,AE-0750,SR,-4,1,0,0,
744278,CP-0500,JB-6750,DR,22,1,1,0,
744279,CP-0500,JN-0625,DM,45,1,1,0,
744284,JB-5725,TH-1850,SL,11,1,1,0,
744285,JB-5725,DM-2775,SL,3,1,0,0,
744288,CP-0500,JN-0625,DL,31,1,1,0,
744291,CP-0500,JB-6750,SL,0,0,0,0,RM-3850
744294,JB-5725,TH-1850,SR,16,1,1,0,
744296,JB-5725,,NL,0,0,0,0,
744297,JB-5725,KA-0400,SL,0,0,0,0,
744299,CP-0500,BG-0750,SM,29,1,1,0,
744300,CP-0500,LF-0200,DL,0,0,0,0,
744301,CP-0500,JB-6750,DR,0,0,0,0,
744302,CP-0500,BG-0750,SM,0,0,0,0,
744304,JB-5725,JD-2550,SR,8,1,1,0,
744306,JB-5725,KA-0400,SM,0,0,0,0,
744308,CP-0500,JB-6750,SM,20,1,1,0,
744314,JB-5725,KA-0400,SM,0,0,0,0,
744321,CN-0500,GO-0100,SL,0,0,0,0,
744322,CN-0500,KB-0950,SR,17,1,1,0,
744323,CN-0500,GO-0100,SR,10,1,1,0,
744324,CN-0500,CS-0050,SR,0,0,0,0,JP-4150
744330,CN-0500,KB-0950,DR,0,0,0,0,JP-4150
744331,CN-0500,DF-2200,SL,0,0,0,0,
744335,TT-0500,ZJ-0100,SL,0,0,0,0,DW-4750
744336,TT-0500,AH-3600,SR,9,1,0,0,
744339,CN-0500,KB-0950,SL,8,1,1,0,
744340,CN-0500,DF-2200,SR,15,1,1,0,
744341,CN-0500,DF-2200,DR,0,0,0,0,TW-1725
744348,TT-0500,LM-1000,SL,1,1,0,0,
744351,CN-0500,JS-6700,SL,0,0,0,0,
744352,CN-0500,KB-0950,SM,13,1,1,0,
744353,CN-0500,DF-2200,DR,24,1,1,0,
744358,TT-0500,LM-1000,SL,3,1,0,0,
744359,TT-0500,CC-2100,SL,0,1,0,0,
744363,TT-0500,MT-1300,SL,2,1,0,0,
744366,CN-0500,CS-0050,SR,8,1,1,0,
744368,CN-0500,KB-0950,SL,5,1,1,0,
744371,CN-0500,DF-2200,DR,21,1,1,0,
744372,CN-0500,ED-0400,DR,20,1,1,0,
744375,CN-0500,RS-0975,SR,0,0,0,0,JP-4150
744381,TT-0500,AH-3600,SR,0,0,0,0,
744383,CN-0500,CM-1225,SR,10,1,1,0,
744384,CN-0500,DB-6375,SL,0,0,0,0,EG-0050
744392,TT-0500,LM-1000,SL,11,1,1,0,
744396,TT-0500,PD-0700,SL,0,0,0,0,
744400,CN-0500,CS-0050,SR,-1,1,0,0,
744402,TT-0500,CC-2100,SL,12,1,1,0,
744410,CN-0500,ED-0400,DR,0,0,0,0,
744412,TT-0500,AH-3600,DL,0,0,0,0,
744414,TT-0500,JM-1550,SR,15,1,1,0,
744417,TT-0500,ZJ-0100,SR,0,0,0,0,JB-4975
744419,CN-0500,CM-1225,SL,4,1,1,0,
744421,CN-0500,CM-1225,SL,14,1,1,0,
744422,CN-0500,KB-0950,SL,0,0,0,0,EG-0050
744428,TT-0500,JM-1550,SM,14,1,1,0,
744430,TT-0500,CC-2100,SM,11,1,1,0,
744432,TT-0500,LM-1000,SM,0,0,0,0,
744433,TT-0500,LM-1000,SR,6,1,0,0,
744436,CN-0500,RS-0975,SL,6,1,1,0,
744437,CN-0500,DF-2200,DR,0,0,0,0,
744438,CN-0500,CM-1225,SL,6,1,1,0,
744439,CN-0500,DF-2200,SR,8,1,1,0,
744442,CN-0500,KB-0950,SM,18,1,1,0,
744443,CN-0500,ED-0400,SL,6,1,1,0,
744446,CN-0500,KB-0950,SL,16,1,1,0,
744450,CN-0500,CM-1225,SR,0,0,0,0,
744453,TT-0500,LM-1000,SL,6,1,1,0,
744454,TT-0500,ZJ-0100,SL,6,1,1,0,
744455,TT-0500,JM-1550,SR,1,1,0,0,
744456,TT-0500,ZJ-0100,SL,12,1,1,0,
744458,TT-0500,LM-1000,SM,7,1,1,0,
744459,TT-0500,AH-3600,SL,9,1,1,0,
744462,TT-0500,ZJ-0100,DR,0,0,0,0,
744464,TT-0500,ZJ-0100,DR,0,0,0,0,
744467,JW-5650,OH-0250,SM,0,0,0,0,DT-1950
744471,JW-5650,ME-0600,SM,18,1,1,0,
744473,JW-5650,DJ-0200,SR,10,1,1,0,
744474,JW-5650,AC-2450,SR,6,1,1,0,
744475,JW-5650,DJ-0200,DL,0,0,0,0,
744476,JW-5650,ME-0600,SR,8,1,1,0,
744479,JW-5650,CG-1425,DM,0,0,0,0,
744483,MG-0850,KW-2550,SM,8,1,1,0,
744484,MG-0850,TC-1975,SM,7,1,1,0,
744486,MG-0850,JB-2950,SM,11,1,1,0,
744488,MG-0850,KW-2550,SM,7,1,1,0,
744490,MG-0850,TC-1975,SL,9,1,1,0,
744491,MG-0850,ZM-0250,SM,12,1,1,0,
744492,MG-0850,DS-2170,SR,0,0,0,0,
744494,JW-5650,DJ-0200,SR,8,1,1,0,
744497,JW-5650,ME-0600,SR,13,1,1,0,
744504,MG-0850,KW-2550,SL,12,1,1,0,
744505,MG-0850,TC-1975,SL,14,1,1,0,
744506,MG-0850,JH-5575,SM,0,0,0,0,
744509,JW-5650,DJ-0200,SL,0,0,0,0,
744516,JW-5650,ME-0600,SM,0,0,0,0,
744523,MG-0850,JB-2950,SR,15,1,1,0,
744526,MG-0850,JB-2950,SL,0,0,0,0,
744529,MG-0850,TC-1975,SL,0,1,0,0,
744530,MG-0850,TC-1975,SL,1,1,0,0,
744531,MG-0850,DT-1250,SR,13,1,1,0,
744533,MG-0850,KW-2550,SL,7,1,1,0,
744536,JW-5650,DJ-0200,DR,21,1,1,0,
744537,JW-5650,DJ-0200,SR,0,0,0,0,
744538,JW-5650,CB-2775,SR,0,0,0,0,
744539,JW-5650,CB-2775,SL,11,1,1,0,
744540,JW-5650,AH-3862,SL,0,0,0,0,BC-0150
744541,JW-5650,CS-1950,SL,4,1,0,0,
744542,JW-5650,ME-0600,SM,17,1,1,0,
744547,MG-0850,ZM-0250,SM,0,0,0,0,
744548,MG-0850,JB-2950,SL,0,0,0,0,
744551,JW-5650,ME-0600,DM,16,1,1,0,
744554,JW-5650,ME-0600,SM,10,1,1,0,
744555,JW-5650,DJ-0200,DR,0,0,0,0,
744557,JW-5650,AH-3862,SL,9,1,1,0,
744560,JW-5650,CS-1950,SR,3,1,0,0,
744562,MG-0850,KW-2550,SR,12,1,1,0,
744564,MG-0850,TC-1975,SR,7,1,0,0,
744570,JW-5650,OH-0250,DL,17,1,1,0,
744571,JW-5650,ME-0600,SL,11,1,1,0,
744573,JW-5650,CS-1950,DL,0,0,0,0,
744574,JW-5650,CB-2775,SL,13,1,1,0,
744581,JW-5650,AH-3862,SM,9,1,1,0,
744582,JW-5650,CG-1425,SM,0,0,0,0,
744585,MG-0850,DT-1250,SR,10,1,1,0,
744586,MG-0850,ZM-0250,SR,5,1,1,0,
744587,MG-0850,TG-0450,SR,12,1,1,0,
744588,MG-0850,JB-2950,SL,8,1,1,0,
744589,MG-0850,JB-2950,SM,0,0,0,0,
744590,MG-0850,TC-1975,SL,10,1,1,0,
744591,MG-0850,JB-2950,DM,17,1,1,0,
744592,MG-0850,TC-1975,SM,0,0,0,0,KB-0775
744593,MG-0850,KW-2550,SM,0,0,0,0,
744594,MG-0850,KW-2550,SM,0,0,0,0,
744595,MG-0850,ZM-0250,SM,0,0,0,0,
744597,JW-5650,OH-0250,SR,0,0,0,0,
744600,MG-0850,DT-1250,DR,20,1,1,0,
744601,MG-0850,ZM-0250,SR,5,1,1,0,
744602,MG-0850,TG-0450,SM,15,1,1,0,
744603,MG-0850,KW-2550,SR,0,0,0,0,
744604,MG-0850,TG-0450,SR,0,0,0,0,
744605,MG-0850,TC-1975,SR,7,1,0,0,
744606,MG-0850,ZM-0250,SR,0,0,0,0,CC-4000
744609,RF-0500,ME-0600,SL,0,0,0,0,
744611,MG-0850,ZM-0250,SL,11,1,1,0,
744612,MG-0850,KW-2550,DR,18,1,1,0,
744613,MG-0850,ZM-0250,SR,4,1,1,0,
744614,MG-0850,ZM-0250,SR,5,1,1,0,
744616,MG-0850,DT-1250,DL,0,0,0,0,TW-0600
744617,MG-0850,KW-2550,SR,5,1,0,0,
744618,MG-0850,DT-1250,SL,14,1,1,0,
744628,DK-0875,CC-3650,SR,0,0,0,0,
744631,JF-1900,JM-0200,SM,19,1,1,0,
744632,JF-1900,BW-0700,SR,13,1,1,0,
744634,JF-1900,BP-0450,SL,0,0,0,0,
744639,DK-0875,RT-0450,DR,20,1,1,0,
744640,DK-0875,KB-1900,SR,2,1,0,0,
744641,DK-0875,CC-3650,DL,0,0,0,0,
744644,JF-1900,MW-0500,SM,7,1,1,0,
744645,JF-1900,BW-0700,SR,5,1,1,0,
744647,JF-1900,NB-0450,SM,9,1,1,0,
744648,JF-1900,MW-2450,SR,-1,1,0,0,
744655,DK-0875,CC-3650,DR,0,0,0,0,BC-0500
744656,DK-0875,RH-1950,DM,35,1,1,0,
744657,DK-0875,DJ-1850,SR,16,1,1,0,
744659,DK-0875,DN-1225,SR,3,1,0,0,
744660,DK-0875,DJ-1850,SL,0,0,0,0,
744663,JF-1900,MW-2450,SR,3,1,1,0,
744664,JF-1900,MW-0500,DL,0,0,0,0,
744669,DK-0875,KB-1900,DR,0,0,0,0,BC-0500
744670,DK-0875,RH-1950,SL,5,1,0,0,
744674,JF-1900,BW-0700,DR,20,1,1,0,
744675,JF-1900,BW-0700,SM,23,1,1,0,
744677,JF-1900,JA-1025,SR,9,1,1,0,
744680,KH-2050,SD-0534,SM,0,0,0,0,BC-0500
744681,KH-2050,SD-0534,DR,49,1,1,0,
744685,KH-2050,DN-1225,DR,23,1,1,0,
744688,JF-1900,TW-1350,SM,15,1,1,0,
744690,JF-1900,JM-0200,SR,0,0,0,0,JM-2800
744695,KH-2050,RH-1950,DM,0,0,0,0,LW-0700
744698,JF-1900,JA-1025,SM,11,1,1,0,
744699,JF-1900,BW-0700,SM,13,1,1,0,
744700,JF-1900,BP-0450,SM,0,0,0,0,
744701,JF-1900,JA-1025,SM,4,1,0,0,
744702,JF-1900,BP-0450,SL,0,0,0,0,
744704,KH-2050,RH-1950,SL,8,1,1,0,
744705,KH-2050,RH-1950,SR,4,1,1,0,
744707,KH-2050,RH-1950,SM,0,0,0,0,
744708,JF-1900,JM-0200,SR,1,1,0,0,
744710,JF-1900,JM-0200,SR,2,1,1,0,
744715,JF-1900,MW-2450,SM,13,1,1,0,
744718,JF-1900,MW-0500,SM,0,0,0,0,
744722,KH-2050,CC-3650,SM,0,0,0,0,
744724,KH-2050,DJ-1850,DM,34,1,1,0,
744727,KH-2050,CC-3650,DR,0,0,0,0,
744728,KH-2050,SD-0534,SM,0,0,0,0,
744731,JF-1900,BP-0450,SL,0,0,0,0,
744732,JF-1900,BW-0700,SR,-2,1,0,0,
744733,JF-1900,JA-1025,SM,0,0,0,0,EO-0075
744738,DK-0875,SC-0775,DR,0,0,0,0,
744741,JF-1900,JA-1025,SL,7,1,0,0,
744742,JF-1900,TW-1350,SM,8,1,1,0,
744748,JF-1900,,NL,0,0,0,0,
744749,JF-1900,JA-1025,SM,4,1,0,0,
744753,DK-0875,CC-3650,SR,9,1,1,0,
744754,DK-0875,RH-1950,DL,28,1,1,0,
744755,DK-0875,IC-0300,SR,0,0,0,0,
744757,DK-0875,CC-3650,DR,0,0,0,0,MH-3742
744758,DK-0875,RH-1950,SM,11,1,1,0,
744761,DK-0875,RH-1950,SM,0,0,0,0,
744764,JF-1900,JM-0200,SR,9,1,1,0,
744767,JF-1900,MW-2450,SM,6,1,0,0,
744768,JF-1900,BW-0700,SM,7,1,1,0,
744771,DK-0875,SC-0775,DR,0,0,0,0,
744772,DK-0875,DJ-1850,SM,0,0,0,0,
744773,DK-0875,RH-1950,SM,0,0,0,0,
744776,JF-1900,BW-0700,SR,12,1,1,0,
744782,DK-0875,DN-1225,SR,1,1,0,0,
744784,DK-0875,DJ-1850,SM,9,1,1,0,
744785,DK-0875,RL-1325,SM,24,1,1,0,
744786,DK-0875,SC-0775,SR,0,0,0,0,
744788,DK-0875,RH-1950,SR,4,1,0,0,
744790,DK-0875,SD-0534,SM,12,1,1,0,
744791,DK-0875,RL-1325,SR,3,1,0,0,
744792,DK-0875,DJ-1850,SM,0,0,0,0,
744793,DK-0875,DN-1225,SL,0,0,0,0,
744794,DK-0875,SC-0775,SM,0,0,0,0,
744800,BR-1100,ER-0462,SM,0,0,0,0,
744802,CK-0250,DC-3550,SR,1,1,0,0,
744804,CK-0250,AT-0350,SM,2,1,1,0,
744806,CK-0250,JM-3450,SM,0,0,0,0,TW-1137
744812,BR-1100,AB-3500,SL,8,1,0,0,
744821,BR-1100,MB-4550,SR,27,1,1,0,
744827,CK-0250,SD-0537,SR,0,0,0,0,
744835,BR-1100,JS-4750,SM,4,1,1,0,
744838,CK-0250,JW-6560,SM,9,1,1,0,
744843,CK-0250,KR-1200,SM,11,1,1,0,
744844,CK-0250,AT-0350,DL,24,1,1,0,
744845,CK-0250,DM-3550,DL,0,0,0,0,
744846,CK-0250,SD-0537,DR,0,0,0,0,
744847,CK-0250,JW-6560,SR,0,0,0,0,
744851,BR-1100,AB-3500,DL,0,0,0,0,
744852,BR-1100,AB-3500,DL,0,0,0,0,
744855,CK-0250,KR-1200,SR,0,0,0,0,MM-3800
744856,CK-0250,AT-0350,DL,0,0,0,0,AB-3875
744860,BR-1100,JJ-0725,SM,0,0,0,0,
744861,BR-1100,AB-3500,SM,0,0,0,0,XR-0100
744862,BR-1100,ER-0462,SM,0,0,0,0,
744864,CK-0250,SD-0537,SM,6,1,1,0,
744868,BR-1100,JS-4750,SR,3,1,0,0,
744869,BR-1100,JJ-0725,SM,4,1,0,0,
744870,BR-1100,AB-3500,SL,8,1,1,0,
744871,BR-1100,JJ-0725,SM,12,1,1,0,
744872,BR-1100,JJ-0725,SL,3,1,0,0,
744873,BR-1100,AB-3500,SL,12,1,1,0,
744874,BR-1100,AB-3500,DR,0,0,0,0,TN-0400
744875,BR-1100,AB-3500,DR,0,0,0,0,
744876,BR-1100,MB-4550,DR,0,0,0,0,
744882,CK-0250,DC-3550,SL,0,0,0,0,
744883,CK-0250,KR-1200,SR,0,0,0,0,
744884,RQ-0050,BB-1550,SR,0,0,0,0,TM-0825
744886,BR-1100,LB-0250,SM,4,1,0,0,
744887,BR-1100,LB-0250,SM,1,1,0,0,
744892,CK-0250,AT-0350,SR,4,1,1,0,
744895,CK-0250,SD-0537,DR,21,1,1,0,
744901,BR-1100,ER-0462,SR,8,1,1,0,
744903,BR-1100,LB-0250,SL,-3,1,0,0,
744904,BR-1100,MB-4550,SM,13,1,1,0,
744905,BR-1100,MB-4550,DL,51,1,1,0,
744907,BR-1100,JS-4750,SL,0,0,0,0,
744911,CK-0250,LT-0862,DL,0,0,0,0,
744913,CK-0250,KR-1200,SR,6,1,1,0,
744915,CK-0250,JM-3450,SR,0,1,0,0,
744916,CK-0250,,NL,0,0,0,0,
744917,CK-0250,KR-1200,DM,27,1,1,0,
744918,CK-0250,LT-0862,SL,6,1,1,0,
744920,CK-0250,DC-3550,SL,-1,1,0,0,
744921,CK-0250,JM-3450,SM,7,1,0,0,
744924,BR-1100,ER-0462,SL,8,1,1,0,
744925,BR-1100,JJ-0725,SR,8,1,1,0,
744928,BR-1100,ER-0462,DL,16,1,1,0,
744931,BR-1100,ER-0462,SR,11,1,1,0,
744932,BR-1100,LB-0250,SR,2,1,0,0,
744937,CK-0250,LT-0862,SM,15,1,1,0,
744940,CK-0250,LT-0862,DL,0,0,0,0,
744942,BR-1100,AB-3500,SL,8,1,1,0,
744944,BR-1100,AB-3500,SL,26,1,1,0,
744948,BR-1100,JS-4750,SL,9,1,1,0,
744950,BR-1100,AB-3500,DR,0,0,0,0,
744951,BR-1100,ER-0462,SM,0,0,0,0,
744955,CK-0250,LT-0862,SL,12,1,1,0,
744956,CK-0250,AT-0350,SR,8,1,1,0,
744957,CK-0250,JM-3450,SR,0,0,0,0,
744958,CK-0250,,NL,0,0,0,0,
744959,CK-0250,LT-0862,SM,0,0,0,0,BD-1200
744961,CK-0250,SD-0537,DL,0,0,0,0,
744967,CK-0250,KR-1200,SM,1,1,0,0,
744968,CK-0250,SD-0537,SR,0,0,0,0,RS-0962
744969,CK-0250,JM-3450,SL,2,1,0,0,
744970,CK-0250,AT-0350,SM,6,1,0,0,
744974,TB-2300,RB-4670,SL,4,1,1,0,
744976,TB-2300,JW-2550,SL,12,1,1,0,
744977,TB-2300,BC-2325,SL,0,0,0,0,ML-0375
744978,TB-2300,JW-2550,SM,2,1,0,0,
744979,TB-2300,RG-2200,SM,12,1,1,0,
744982,TB-2300,JW-2550,SL,10,1,1,0,
744983,TB-2300,RB-4670,DR,19,1,1,0,
744987,DB-3800,MT-0875,SL,9,1,1,0,
744988,DB-3800,TL-0825,SR,16,1,1,0,
744991,DB-3800,TL-0825,DL,0,0,0,0,
744994,TB-2300,BC-2325,SL,0,0,0,0,ML-0375
744995,TB-2300,RB-4670,SR,18,1,1,0,
744998,TB-2300,RG-2200,DR,53,1,1,0,
745002,DB-3800,MT-0875,DR,0,0,0,0,
745003,DB-3800,MI-0100,SL,-2,1,0,0,
745004,DB-3800,JH-4070,SL,13,1,0,0,
745009,TB-2300,RB-4670,SL,0,0,0,0,
745010,TB-2300,RG-2200,SM,11,1,1,0,
745011,TB-2300,PD-0800,SR,23,1,1,0,
745013,TB-2300,CH-3350,SL,0,0,0,0,PW-0850
745014,TB-2300,CH-3350,SL,13,1,1,0,
745018,DB-3800,TG-0900,SL,12,1,1,0,
745019,DB-3800,AK-0050,SL,0,0,0,0,
745021,DB-3800,AK-0050,DL,38,1,1,0,
745024,DB-3800,MT-0875,SR,0,0,0,0,
745025,DB-3800,JH-4070,SL,6,1,1,0,
745026,DB-3800,BC-1850,SL,5,1,1,0,
745029,TB-2300,RG-2200,SR,2,1,0,0,
745030,TB-2300,RG-2200,SL,0,0,0,0,
745034,DB-3800,AK-0050,DL,0,0,0,0,
745035,DB-3800,BC-1850,DR,42,1,1,0,
745037,DB-3800,MT-0875,SR,0,0,0,0,
745038,DB-3800,TG-0900,DL,0,0,0,0,JJ-4565
745043,TB-2300,RG-2200,SM,17,1,1,0,
745045,TB-2300,CH-3350,SM,27,1,1,0,
745047,TB-2300,BC-2325,DM,22,1,1,0,
745051,DB-3800,MI-0100,SL,6,1,1,0,
745052,DB-3800,MT-0875,DR,33,1,1,0,
745053,DB-3800,MH-3300,SR,8,1,1,0,
745055,DB-3800,BC-1850,SL,0,0,0,0,
745056,DB-3800,TG-0900,DR,0,0,0,0,
745059,TB-2300,JW-2550,SL,8,1,1,0,
745060,TB-2300,JW-2550,SR,23,1,1,0,
745061,TB-2300,CH-3350,SM,25,1,1,0,
745062,TB-2300,JW-2550,SM,1,1,0,0,
745063,TB-2300,RG-2200,DM,0,0,0,0,
745067,DB-3800,AK-0050,SL,8,1,1,0,
745070,DB-3800,AK-0050,SM,0,0,0,0,DM-1300
745071,DB-3800,CF-0650,SL,20,1,1,0,
745072,DB-3800,MT-0875,SM,0,0,0,0,MB-5250
745076,TB-2300,DL-1700,SR,11,1,1,0,
745077,TB-2300,JH-4850,SL,5,1,1,0,
745081,TB-2300,RG-2200,SM,0,0,0,0,
745085,TB-2300,JH-4850,SR,0,0,0,0,
745089,DB-3800,MT-0875,DL,21,1,1,0,
745091,DB-3800,BC-1850,DR,0,0,0,0,JJ-4565
745092,DB-3800,AK-0050,SR,0,0,0,0,
745094,TB-2300,CH-3350,SM,7,1,1,0,
745097,TB-2300,RG-2200,SM,21,1,1,0,
745100,TB-2300,DA-0850,SL,0,0,0,0,AK-0650
745101,TB-2300,CH-3350,SL,6,1,0,0,
745104,DB-3800,AK-0050,SM,5,1,1,0,
745106,DB-3800,CF-0650,SM,0,0,0,0,
745107,DB-3800,JH-4070,SR,10,1,0,0,
745109,TB-2300,JW-2550,SL,5,1,1,0,
745110,TB-2300,JW-2550,DR,24,1,1,0,
745112,TB-2300,BC-2325,SL,15,1,1,0,
745113,TB-2300,PD-0800,DL,38,1,1,0,
745117,TB-2300,PD-0800,SL,7,1,0,0,
745121,DB-3800,TG-0900,SR,7,1,1,0,
745122,DB-3800,MT-0875,SL,17,1,1,0,
745123,DB-3800,MI-0100,SM,0,0,0,0,PC-0300
745124,DB-3800,TG-0900,SR,0,0,0,0,
745125,DB-3800,MT-0875,SR,9,1,0,0,
745127,DB-3800,BC-1850,DR,25,1,1,0,
745128,DB-3800,MI-0100,SR,6,1,1,0,
745129,DB-3800,TG-0900,SL,5,1,1,0,
745130,DB-3800,CF-0650,SL,4,1,1,0,
745135,TB-2300,JD-1650,SL,6,1,1,0,
745143,DB-3800,BC-1850,SM,10,1,1,0,
745144,DB-3800,CF-0650,SM,9,1,1,0,
745145,DB-3800,MT-0875,DL,0,0,0,0,
745146,DB-3800,MI-0100,SR,14,1,1,0,
745147,DB-3800,,NL,0,0,0,1,
745151,AS-1600,TK-0150,SL,12,1,1,0,
745152,AS-1600,CC-3950,SR,7,1,1,0,
745153,AS-1600,TK-0150,DR,44,1,1,0,
745154,AS-1600,RT-1550,SR,0,0,0,0,MK-0730
745156,AS-1600,TK-0150,SM,0,0,0,0,
745159,CW-1425,AJ-0430,SM,11,1,1,0,
745161,CW-1425,TS-2300,DM,22,1,1,0,
745162,CW-1425,WS-0650,SL,-3,1,0,0,
745164,CW-1425,AJ-0430,SR,12,1,1,0,
745165,CW-1425,LB-0500,SR,0,1,0,0,
745168,CW-1425,TS-2300,DR,0,0,0,0,
745170,CW-1425,WS-0650,SM,0,0,0,0,
745174,AS-1600,TK-0150,SR,3,1,0,0,
745175,AS-1600,TH-1750,SL,14,1,1,0,
745176,AS-1600,KH-2850,SR,16,1,1,0,
745177,AS-1600,TH-1750,DL,0,0,0,0,
745179,AS-1600,TK-0150,SL,0,0,0,0,
745182,CW-1425,DS-3300,SR,16,1,1,0,
745184,CW-1425,ZE-0100,SM,13,1,1,0,
745189,CW-1425,NA-0050,DL,0,0,0,0,
745193,AS-1600,TH-1750,SL,4,1,1,0,
745199,AS-1600,AW-1650,SR,10,1,0,0,
745202,CW-1425,TS-2300,DR,0,0,0,0,
745203,CW-1425,ZE-0100,SR,10,1,1,0,
745204,CW-1425,NA-0050,SM,0,0,0,0,EM-2100
