uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
106786,4570,749159,ARI,4,PUNT,2,2,3,10,3,0,0,0,0,-1,1,-4,2,1,0,0,-5,PUNT
106787,4570,749163,DAL,4,PUNT,2,1,10,67,3,2,1,1,1,10,2,13,1,1,10,0,33,TD
106788,4570,749170,ARI,5,KOFF,2,1,11,25,2,0,0,0,0,6,1,-6,1,0,5,0,5,ENDQ
106789,4570,749174,DAL,5,KOFF,3,2,45,25,5,1,0,1,0,4,2,22,3,2,0,0,26,PUNT
106790,4570,749180,ARI,6,PUNT,3,1,46,7,3,1,0,0,0,5,1,-6,2,0,0,0,-1,PUNT
106791,4570,749185,DAL,6,PUNT,3,1,58,54,4,4,2,1,0,31,3,15,1,1,0,0,46,TD
106792,4570,749191,ARI,7,KOFF,3,2,46,22,6,3,0,1,0,8,2,8,4,2,0,0,16,PUNT
106793,4570,749198,DAL,7,PUNT,3,1,0,11,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
106794,4570,749202,ARI,8,PUNT,3,1,32,46,3,2,0,2,0,0,0,54,3,3,5,0,-46,TD
106795,4570,749208,DAL,8,KOFF,3,2,8,23,4,1,0,1,0,-4,1,27,3,2,0,0,23,PUNT
106796,4570,749213,ARI,9,PUNT,3,1,20,4,3,1,0,0,0,3,1,6,2,1,0,0,9,PUNT
106797,4570,749217,DAL,9,PUNT,4,2,53,50,5,2,0,2,0,9,3,41,2,2,0,0,50,TD
106798,4570,749224,ARI,10,KOFF,4,5,17,25,16,7,1,3,0,13,4,53,11,4,0,10,56,FG
106799,4570,749241,DAL,10,KOFF,4,1,38,25,4,4,2,1,0,22,3,53,1,1,0,0,75,TD
106800,4570,749247,ARI,11,KOFF,4,0,54,25,3,0,0,0,0,0,0,-5,3,0,0,0,-5,PUNT
106801,4570,749251,DAL,11,PUNT,4,1,6,38,3,1,0,0,0,-3,3,0,0,0,0,0,-3,PUNT
106802,4570,749255,ARI,12,PUNT,4,2,21,13,9,3,0,3,1,0,0,41,9,4,44,0,85,DWNS
106803,4570,749267,DAL,12,DWNS,4,0,36,3,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
