uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
106307,4549,745746,NYJ,9,KOFF,4,3,47,25,10,7,1,3,0,18,3,57,7,4,0,0,75,TD
106308,4549,745758,OAK,10,KOFF,4,8,15,52,12,5,0,3,0,10,7,32,4,4,0,5,37,FG
106309,4549,745772,NYJ,10,KOFF,4,0,25,25,1,1,1,0,0,11,1,0,0,0,0,0,11,ENDQ
106310,4550,745774,DAL,1,KOFF,1,1,50,25,3,1,0,0,0,0,1,9,2,2,0,0,9,PUNT
106311,4550,745778,DEN,1,PUNT,1,3,45,22,8,6,1,3,0,4,2,74,6,5,0,0,78,TD
106312,4550,745788,DAL,2,KOFF,1,3,2,25,4,3,0,1,0,3,1,17,3,3,0,5,15,PUNT
106313,4550,745794,DEN,2,PUNT,1,3,59,6,10,7,2,1,0,45,5,18,4,2,0,0,63,MFG
106314,4550,745804,DAL,3,MFG,1,2,36,39,6,1,0,1,0,9,2,13,4,2,0,0,22,PUNT
106315,4550,745811,DEN,3,PUNT,2,1,23,20,3,1,0,1,0,5,2,-16,1,0,0,0,-11,FUM
106316,4550,745814,DAL,4,FUM,2,0,46,97,2,1,0,1,1,0,1,3,1,1,0,0,3,TD
106317,4550,745818,DEN,4,KOFF,2,6,45,19,14,9,2,3,0,18,6,48,8,5,15,0,81,TD
106318,4550,745835,DAL,5,KOFF,2,1,34,25,3,1,0,0,0,0,0,6,3,1,0,10,-4,PUNT
106319,4550,745840,DEN,5,PUNT,2,2,42,49,8,7,3,1,0,25,4,26,4,4,0,0,51,TD
106320,4550,745850,DAL,6,KOFF,2,1,36,25,8,4,0,2,0,0,0,37,7,5,0,0,37,FG
106321,4550,745859,DEN,6,KOFF,2,0,2,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106322,4550,745861,DEN,7,KOFF,3,7,4,25,15,9,1,4,1,30,7,45,8,5,10,10,75,TD
106323,4550,745880,DAL,7,KOFF,3,1,28,25,2,0,0,0,1,-5,1,0,1,0,20,5,10,INT
106324,4550,745885,DEN,8,INT,3,0,14,77,2,1,1,0,0,23,1,0,1,0,0,0,23,TD
106325,4550,745889,DAL,8,KOFF,3,4,4,25,11,4,0,2,0,8,3,25,8,4,0,0,33,DWNS
106326,4550,745900,DEN,9,DWNS,3,0,11,42,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106327,4550,745901,DAL,9,INT,3,2,35,61,6,2,1,1,0,6,2,38,4,3,0,5,39,TD
106328,4550,745910,DEN,10,KOFF,4,2,1,25,3,1,0,0,0,1,2,7,1,1,0,0,8,PUNT
106329,4550,745914,DAL,10,PUNT,4,0,50,19,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
106330,4550,745918,DEN,11,PUNT,4,5,20,6,6,2,1,0,1,25,6,0,0,0,14,15,24,PUNT
106331,4550,745928,DAL,11,PUNT,4,2,27,35,8,4,0,2,1,11,1,42,7,4,5,0,58,DWNS
106332,4550,745937,DEN,12,DWNS,4,0,24,7,3,1,0,0,0,3,3,0,0,0,0,0,3,PUNT
106333,4550,745941,DAL,12,PUNT,4,2,29,63,9,3,0,2,0,0,0,31,9,4,5,5,31,INT
106334,4550,745954,DAL,13,KOFF,4,0,53,25,2,1,0,0,0,8,2,0,0,0,0,0,8,ENDQ
106335,4551,745957,SEA,1,KOFF,1,6,22,25,16,4,1,3,0,14,6,50,9,5,5,0,68,FG
106336,4551,745975,SF,1,KOFF,1,1,31,25,3,1,0,0,0,4,2,0,1,0,5,0,9,PUNT
106337,4551,745980,SEA,2,PUNT,1,1,28,17,3,0,0,0,0,2,1,-1,2,0,0,0,1,PUNT
106338,4551,745984,SF,2,PUNT,1,0,8,39,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106339,4551,745985,SEA,3,INT,1,4,42,64,10,3,0,2,0,3,3,24,6,4,0,0,27,FG
106340,4551,745996,SF,3,KOFF,1,2,18,32,4,1,1,0,1,6,1,7,3,3,5,0,18,PUNT
106341,4551,746001,SEA,4,PUNT,2,3,45,3,8,3,0,2,0,11,4,25,4,3,0,10,26,PUNT
106342,4551,746010,SF,4,PUNT,2,2,0,35,4,1,0,1,0,0,0,28,4,3,0,11,17,PUNT
106343,4551,746015,SEA,5,PUNT,2,3,14,19,6,2,1,1,0,7,2,26,4,3,0,0,33,PUNT
106344,4551,746022,SF,5,PUNT,2,2,37,11,6,2,1,0,0,68,3,-1,2,1,0,0,67,FG
106345,4551,746029,SEA,6,KOFF,2,0,59,25,3,0,0,0,0,3,1,4,2,1,0,0,7,PUNT
106346,4551,746033,SF,6,PUNT,2,0,39,32,7,2,1,0,0,25,2,9,4,1,15,0,49,FG
106347,4551,746041,SEA,7,KOFF,2,0,17,22,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106348,4551,746043,SF,7,KOFF,3,3,3,26,6,1,0,1,0,7,3,4,3,1,5,0,16,PUNT
106349,4551,746051,SEA,8,PUNT,3,5,8,7,10,5,1,2,1,13,3,30,7,4,20,10,53,PUNT
106350,4551,746064,SF,8,PUNT,3,2,4,6,3,0,0,0,0,1,1,4,2,1,0,0,5,PUNT
106351,4551,746068,SEA,9,PUNT,3,0,55,42,3,0,0,0,0,-1,1,0,2,0,0,0,-1,PUNT
106352,4551,746072,SF,9,PUNT,3,2,25,13,4,2,0,1,0,14,2,11,2,1,0,10,15,PUNT
106353,4551,746078,SEA,10,PUNT,3,0,51,33,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
106354,4551,746082,SF,10,PUNT,3,3,58,30,10,6,3,1,0,34,4,20,5,2,0,0,54,FG
106355,4551,746093,SEA,11,KOFF,4,4,30,18,10,8,3,1,1,44,6,23,4,3,20,5,82,TD
106356,4551,746107,SF,11,KOFF,4,2,19,20,3,0,0,0,0,0,1,7,2,2,0,0,7,PUNT
106357,4551,746111,SEA,12,PUNT,4,4,47,12,8,4,3,0,0,36,8,0,0,0,0,0,36,ENDQ
106358,4552,746120,LA,1,KOFF,1,2,53,25,6,3,0,1,0,3,1,18,5,3,0,0,21,PUNT
106359,4552,746127,WAS,1,PUNT,1,7,24,21,14,8,0,4,0,22,6,35,7,4,0,0,57,FG
106360,4552,746142,LA,2,KOFF,1,1,31,2,3,1,0,0,0,6,1,2,2,1,0,0,8,PUNT
106361,4552,746146,WAS,2,PUNT,1,3,18,35,6,4,4,0,0,60,6,0,0,0,5,0,65,TD
106362,4552,746155,LA,3,KOFF,2,0,15,28,1,0,1,0,0,2,1,0,0,0,0,0,2,FUM
106363,4552,746156,WAS,3,FUM,2,2,33,70,7,3,0,1,1,11,3,15,3,1,0,0,26,FG
106364,4552,746164,LA,4,KOFF,2,2,7,25,4,3,1,1,0,1,2,74,2,2,0,0,75,TD
106365,4552,746171,WAS,4,KOFF,2,2,44,25,5,2,1,0,0,13,3,-12,2,0,0,0,1,PUNT
106366,4552,746177,LA,5,PUNT,2,4,12,32,9,3,0,2,0,8,3,41,5,3,5,0,54,FG
106367,4552,746188,WAS,5,KOFF,2,1,19,25,4,3,1,1,0,61,2,14,2,2,0,0,75,TD
106368,4552,746194,LA,6,KOFF,2,0,30,25,3,0,0,0,0,6,1,-12,2,0,0,0,-6,PUNT
106369,4552,746198,WAS,6,PUNT,2,1,7,45,3,1,0,0,0,0,0,6,3,2,0,0,6,PUNT
106370,4552,746202,LA,7,PUNT,2,0,7,8,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106371,4552,746204,WAS,7,KOFF,3,2,51,25,5,1,0,1,0,-1,2,25,3,2,0,0,22,PUNT
106372,4552,746211,LA,8,PUNT,3,3,26,7,6,5,1,3,0,23,3,70,3,3,0,0,93,TD
106373,4552,746219,WAS,8,KOFF,3,5,9,16,9,2,1,1,1,15,4,18,4,3,25,0,51,MFG
106374,4552,746229,LA,9,MFG,3,1,6,41,3,0,0,0,0,0,0,8,3,1,0,0,8,PUNT
106375,4552,746233,WAS,9,PUNT,3,2,50,6,5,2,0,1,0,5,3,13,2,1,0,0,18,PUNT
106376,4552,746239,LA,10,PUNT,4,7,22,25,14,7,2,2,0,44,8,39,5,3,0,30,53,FG
106377,4552,746256,WAS,10,KOFF,4,5,27,30,10,6,1,3,0,38,7,42,3,3,0,10,70,TD
106378,4552,746269,LA,11,KOFF,4,0,12,28,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106379,4552,746270,WAS,11,INT,4,1,37,81,3,0,0,0,0,5,3,0,0,0,0,0,5,ENDQ
106380,4553,746274,ATL,1,KOFF,1,5,9,14,9,8,1,3,0,27,6,59,3,3,0,0,86,TD
106381,4553,746285,GB,1,KOFF,1,6,8,25,11,5,2,2,1,26,6,40,5,4,9,0,75,TD
106382,4553,746300,ATL,2,KOFF,1,0,55,25,3,0,0,0,0,0,0,-11,3,0,0,0,-11,PUNT
106383,4553,746304,GB,2,PUNT,1,2,26,36,3,1,0,0,0,2,1,5,2,1,0,10,-3,PUNT
106384,4553,746309,ATL,3,PUNT,1,4,12,13,10,6,1,4,0,5,3,82,7,4,0,0,87,TD
106385,4553,746321,GB,3,KOFF,2,3,56,25,6,3,0,1,0,-2,1,26,5,3,0,5,19,PUNT
106386,4553,746329,ATL,4,PUNT,2,3,53,9,7,2,1,1,0,36,2,22,4,3,0,0,58,FG
106387,4553,746337,GB,4,KOFF,2,1,22,25,5,0,0,0,0,0,0,-2,5,1,5,0,3,PUNT
106388,4553,746344,ATL,5,PUNT,2,0,50,44,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
106389,4553,746348,GB,5,PUNT,2,0,22,5,2,1,0,0,0,0,0,8,2,1,0,10,-2,INT
106390,4553,746352,ATL,6,INT,2,0,28,64,4,4,0,2,0,8,1,28,3,3,15,0,36,TD
106391,4553,746358,GB,6,KOFF,2,0,19,25,1,0,0,0,0,-1,1,0,0,0,0,5,-6,ENDQ
106392,4553,746361,GB,7,KOFF,3,0,56,25,2,1,0,1,0,5,1,-15,1,0,0,0,-10,FUM
106393,4553,746365,GB,8,KOFF,3,4,31,25,11,7,1,4,0,4,1,71,9,6,0,10,65,FG
106394,4553,746378,ATL,7,KOFF,3,5,14,25,10,5,2,1,0,32,4,8,5,3,0,0,40,FG
106395,4553,746389,GB,9,KOFF,3,6,37,25,14,7,1,3,0,18,3,67,10,7,0,10,75,TD
106396,4553,746406,ATL,8,KOFF,4,3,7,25,5,3,1,0,0,22,4,0,1,0,0,0,22,PUNT
106397,4553,746412,GB,10,PUNT,4,3,44,15,8,8,0,6,0,7,1,78,7,7,0,0,85,TD
106398,4553,746422,ATL,9,KOFF,4,4,49,21,9,4,1,1,0,10,6,35,3,3,0,10,35,PUNT
106399,4553,746434,GB,11,PUNT,4,1,2,12,7,3,0,2,0,0,0,30,7,3,0,0,30,ENDQ
106400,4554,746442,DET,1,KOFF,1,3,35,19,5,2,0,1,0,5,3,20,2,2,0,0,25,PUNT
106401,4554,746448,NYG,1,PUNT,1,1,42,16,3,0,0,0,0,4,2,-3,1,0,0,0,1,PUNT
106402,4554,746452,DET,2,PUNT,1,5,43,46,9,5,1,2,0,23,4,41,5,3,5,10,54,TD
106403,4554,746464,NYG,2,KOFF,1,4,5,25,8,6,1,4,0,11,2,64,6,6,0,15,75,TD
106404,4554,746474,DET,3,KOFF,2,3,10,55,6,1,0,2,0,2,1,7,5,3,0,0,9,FUM
106405,4554,746480,NYG,3,FUM,2,0,10,36,1,0,0,0,1,0,0,0,1,0,0,0,0,INT
106406,4554,746481,DET,4,INT,2,2,52,71,5,4,0,2,0,11,3,18,2,2,0,0,29,TD
106407,4554,746488,NYG,4,KOFF,2,3,7,25,4,1,1,0,0,11,1,-12,3,1,5,0,4,PUNT
106408,4554,746494,DET,5,PUNT,2,1,12,28,3,0,0,0,0,-1,1,0,2,0,0,5,-6,PUNT
106409,4554,746499,NYG,5,PUNT,2,1,25,37,3,1,0,0,0,4,1,-7,2,0,0,0,-3,PUNT
106410,4554,746503,DET,6,PUNT,2,2,29,25,6,3,1,0,0,29,2,18,3,2,0,10,37,FG
106411,4554,746511,NYG,6,KOFF,2,0,30,26,1,1,0,0,0,8,1,0,0,0,0,0,8,ENDQ
106412,4554,746513,NYG,7,KOFF,3,2,4,25,3,1,0,0,0,4,1,0,2,1,0,0,4,PUNT
106413,4554,746517,DET,7,PUNT,3,2,13,26,3,0,0,0,0,-4,2,5,1,1,0,0,1,PUNT
106414,4554,746521,NYG,8,PUNT,3,5,45,25,10,3,0,3,0,0,3,83,6,5,0,15,68,FG
106415,4554,746534,DET,8,KOFF,3,5,17,25,8,4,1,1,0,22,5,10,3,2,10,20,22,PUNT
106416,4554,746547,NYG,9,PUNT,4,1,45,19,3,0,0,0,0,2,1,7,2,1,0,0,9,PUNT
106417,4554,746554,NYG,10,KOFF,4,2,54,25,7,1,0,1,0,4,3,21,4,3,0,0,25,DWNS
106418,4554,746561,DET,9,DWNS,4,2,14,50,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
106419,4554,746565,NYG,11,PUNT,4,3,20,9,12,6,0,4,0,7,2,55,10,5,0,0,62,DWNS
106420,4554,746577,DET,10,DWNS,4,4,2,29,9,3,2,0,0,47,9,0,0,0,0,0,47,DWNS
106421,4554,746586,NYG,12,DWNS,4,0,26,24,1,1,0,0,0,7,1,0,0,0,0,0,7,ENDQ
106422,4555,746588,SF,1,KOFF,1,0,8,25,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106423,4555,746589,LA,1,INT,1,0,4,97,1,1,1,0,0,3,1,0,0,0,0,0,3,TD
106424,4555,746592,SF,2,KOFF,1,6,31,19,14,8,3,1,1,46,9,30,5,4,5,0,81,TD
106425,4555,746609,LA,2,KOFF,1,3,45,25,8,6,0,3,0,12,3,58,5,4,5,0,75,TD
106426,4555,746620,SF,3,KOFF,1,1,27,19,5,2,2,1,0,12,3,30,2,1,0,0,42,FUM
106427,4555,746625,LA,3,FUM,1,3,10,32,7,3,1,1,1,13,3,25,3,2,0,0,38,FG
106428,4555,746633,SF,4,KOFF,2,3,20,25,6,2,0,1,0,3,2,24,4,2,5,0,32,PUNT
106429,4555,746641,SF,5,PUNT,2,1,58,88,4,1,0,0,0,9,2,0,1,0,0,15,-6,FG
106430,4555,746648,LA,4,KOFF,2,1,7,24,3,0,0,0,0,0,0,-2,3,1,0,0,-2,PUNT
106431,4555,746652,SF,6,PUNT,2,4,44,23,8,3,0,2,0,4,3,43,4,2,5,5,47,FG
106432,4555,746663,LA,5,KOFF,2,2,57,25,9,8,1,4,0,17,4,56,5,4,2,0,75,TD
106433,4555,746675,SF,7,KOFF,2,0,49,40,3,0,0,0,0,0,0,0,3,2,0,0,0,ENDQ
106434,4555,746679,LA,6,KOFF,3,5,43,25,10,4,1,1,1,7,5,64,4,4,8,5,74,FG
106435,4555,746692,SF,8,KOFF,3,3,37,25,10,6,2,2,0,24,7,36,3,2,15,0,75,TD
106436,4555,746704,LA,7,KOFF,3,5,23,25,10,7,1,3,0,14,5,51,5,5,10,0,75,TD
106437,4555,746718,SF,9,KOFF,3,2,27,25,6,5,0,4,0,8,2,67,4,4,0,0,75,TD
106438,4555,746726,LA,8,KOFF,4,4,7,25,7,5,1,2,0,40,5,40,2,2,0,5,75,TD
106439,4555,746736,SF,10,KOFF,4,0,32,23,3,0,0,0,0,0,0,0,3,0,12,0,12,PUNT
106440,4555,746741,LA,9,PUNT,4,1,36,14,3,0,0,0,0,1,2,0,1,0,0,0,1,PUNT
106441,4555,746745,SF,11,PUNT,4,1,34,36,4,2,0,2,0,2,1,62,3,2,0,0,64,TD
106442,4555,746751,SF,12,KOFF,4,2,51,71,9,5,1,2,0,5,4,24,4,3,0,0,29,TD
106443,4555,746761,SF,13,KOFF,4,0,26,50,4,0,0,0,0,0,0,-8,4,1,0,10,-18,DWNS
106444,4555,746766,LA,10,DWNS,4,1,44,69,4,1,1,0,0,19,4,0,0,0,0,0,19,ENDQ
106445,4556,746771,BAL,1,KOFF,1,1,28,40,3,1,0,0,0,4,1,-5,2,0,0,0,-1,PUNT
106446,4556,746775,JAC,1,PUNT,1,4,27,37,9,3,0,2,0,19,4,49,4,2,0,10,58,FG
106447,4556,746786,BAL,2,KOFF,1,1,40,25,3,2,0,0,0,8,2,0,1,0,0,0,8,PUNT
106448,4556,746790,JAC,2,PUNT,1,3,53,20,7,7,1,4,0,20,2,60,5,5,0,0,80,TD
106449,4556,746799,BAL,3,KOFF,1,1,27,25,3,0,0,0,0,-1,1,-7,2,0,0,0,-8,PUNT
106450,4556,746803,JAC,3,PUNT,1,6,16,39,10,4,2,0,0,16,5,33,4,4,0,15,34,FG
106451,4556,746816,BAL,4,KOFF,2,0,56,25,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
106452,4556,746820,JAC,4,PUNT,2,1,36,21,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
106453,4556,746824,BAL,5,PUNT,2,0,11,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106454,4556,746825,JAC,5,INT,2,3,11,72,8,3,1,2,0,13,3,15,5,2,0,0,28,TD
106455,4556,746835,BAL,6,KOFF,2,2,2,25,5,1,0,1,0,4,2,4,3,2,5,0,13,PUNT
106456,4556,746842,JAC,6,PUNT,2,2,15,23,9,3,0,2,1,5,3,27,5,3,34,0,66,FG
106457,4556,746854,BAL,7,KOFF,2,0,26,25,3,0,0,0,0,0,0,4,3,2,0,0,4,PUNT
106458,4556,746858,JAC,7,PUNT,2,0,12,29,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106459,4556,746860,JAC,8,KOFF,3,3,12,25,5,1,0,1,0,2,2,18,3,1,5,15,10,PUNT
106460,4556,746869,BAL,8,PUNT,3,1,23,5,3,1,1,0,0,11,2,0,1,0,0,0,11,INT
106461,4556,746872,JAC,9,INT,3,0,43,68,2,1,0,1,0,2,1,30,1,1,0,0,32,TD
106462,4556,746876,BAL,9,KOFF,3,1,29,25,4,2,2,1,1,7,2,3,2,1,20,0,30,FUM
106463,4556,746881,JAC,10,FUM,3,0,25,98,2,1,0,1,1,-2,1,4,1,1,15,0,2,TD
106464,4556,746885,BAL,10,KOFF,3,4,24,25,5,1,1,0,0,20,2,17,3,3,0,20,17,PUNT
106465,4556,746893,JAC,11,PUNT,3,3,28,15,7,5,3,0,0,73,5,8,2,1,4,0,85,TD
106466,4556,746902,BAL,11,KOFF,4,5,22,25,12,5,1,2,0,26,6,17,6,3,0,5,38,DWNS
106467,4556,746915,JAC,12,DWNS,4,1,1,37,3,1,0,0,0,3,1,0,2,0,0,0,3,PUNT
106468,4556,746919,BAL,12,PUNT,4,5,9,24,9,7,2,1,1,52,6,19,3,3,5,0,76,TD
106469,4556,746931,JAC,13,KOFF,4,3,24,16,5,2,0,0,1,11,5,0,0,0,5,0,16,ENDQ
106470,4557,746938,ATL,1,KOFF,1,6,43,25,12,6,0,6,0,1,3,69,9,6,5,0,75,TD
106471,4557,746953,DET,1,KOFF,1,4,50,11,8,3,0,2,0,2,2,35,6,6,0,15,22,PUNT
106472,4557,746962,ATL,2,PUNT,1,5,36,29,10,4,2,0,1,27,3,14,6,3,22,10,53,FG
106473,4557,746976,DET,2,KOFF,2,2,24,25,6,3,0,1,0,7,2,16,3,2,15,0,38,FG
106474,4557,746983,ATL,3,KOFF,2,5,27,36,9,8,3,3,0,28,6,36,3,3,0,0,64,TD
106475,4557,746995,DET,3,KOFF,2,3,10,25,9,4,1,2,0,13,3,40,5,3,0,0,53,FG
106476,4557,747005,ATL,4,KOFF,2,0,9,25,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
106477,4557,747008,ATL,5,KOFF,2,1,10,25,7,2,0,1,1,12,2,37,4,2,6,10,45,FG
106478,4557,747017,DET,4,KOFF,2,0,24,25,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
106479,4557,747021,ATL,6,PUNT,2,0,7,27,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106480,4557,747023,DET,5,KOFF,3,1,28,25,3,0,0,0,0,-1,1,-8,2,0,0,0,-9,PUNT
106481,4557,747027,ATL,7,PUNT,3,1,55,59,5,1,0,1,0,2,1,17,3,2,0,0,19,FG
106482,4557,747033,DET,6,KOFF,3,6,46,25,12,6,0,5,0,24,6,61,6,6,0,10,75,TD
106483,4557,747047,ATL,8,KOFF,3,2,7,13,4,2,0,1,0,2,1,16,3,2,0,5,13,INT
106484,4557,747052,DET,7,INT,3,1,20,79,4,1,0,0,0,0,0,9,3,1,0,5,4,FG
106485,4557,747058,ATL,9,KOFF,3,1,34,25,4,4,2,1,0,35,3,40,1,1,0,0,75,TD
106486,4557,747064,DET,8,KOFF,4,3,2,25,8,3,1,1,0,19,3,18,4,1,0,0,37,FG
106487,4557,747073,ATL,10,KOFF,4,3,45,25,7,4,2,1,0,38,4,18,3,1,0,0,56,INT
106488,4557,747080,DET,9,INT,4,1,15,45,3,0,0,0,0,-4,1,8,2,1,0,0,4,PUNT
106489,4557,747084,ATL,11,PUNT,4,3,33,8,5,1,0,1,0,6,3,17,2,2,0,0,23,PUNT
106490,4557,747090,DET,10,PUNT,4,0,23,31,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
106491,4557,747094,ATL,12,PUNT,4,0,29,37,3,0,0,0,0,1,1,13,2,2,0,5,9,PUNT
106492,4557,747099,DET,11,PUNT,4,2,23,11,11,5,1,4,1,11,1,74,10,5,23,20,88,ENDQ
106493,4558,747115,CLE,1,KOFF,1,1,57,25,4,1,1,0,0,10,3,0,1,0,0,0,10,PUNT
106494,4558,747120,IND,1,PUNT,1,2,23,20,3,0,0,0,0,-3,1,18,2,2,0,10,5,PUNT
106495,4558,747126,CLE,2,PUNT,1,3,33,27,5,3,0,1,0,13,2,1,3,1,0,10,4,PUNT
106496,4558,747133,IND,2,PUNT,1,2,6,26,3,0,0,0,0,8,1,0,2,1,0,0,8,PUNT
106497,4558,747137,CLE,3,PUNT,1,0,24,18,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
106498,4558,747141,IND,3,PUNT,1,4,13,30,10,6,2,2,0,19,5,51,5,2,0,0,70,TD
106499,4558,747153,CLE,4,KOFF,1,2,2,25,5,5,2,1,0,37,4,38,1,1,0,0,75,TD
106500,4558,747160,IND,4,KOFF,2,3,16,25,6,4,2,1,1,27,4,33,2,2,15,0,75,TD
106501,4558,747169,CLE,5,KOFF,2,2,55,25,6,2,0,1,0,8,3,20,3,1,0,0,28,PUNT
106502,4558,747176,IND,5,PUNT,2,1,57,3,5,3,0,2,0,2,2,95,3,2,0,0,97,TD
106503,4558,747183,CLE,6,KOFF,2,1,7,25,3,0,0,0,0,1,1,0,2,0,0,5,1,PUNT
106504,4558,747188,IND,6,PUNT,2,1,26,55,3,2,1,0,1,11,3,0,0,0,34,0,45,TD
106505,4558,747194,CLE,7,KOFF,2,2,14,25,10,6,1,3,1,4,1,55,9,7,16,0,75,TD
106506,4558,747208,IND,7,KOFF,2,0,27,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
106507,4558,747210,IND,8,KOFF,3,2,13,25,3,0,0,0,0,5,2,0,1,1,0,5,0,PUNT
106508,4558,747215,CLE,8,PUNT,3,4,20,42,7,2,0,2,0,1,2,37,5,3,5,0,41,INT
106509,4558,747223,IND,9,INT,3,3,6,10,6,1,0,1,0,-3,2,12,4,2,0,0,9,PUNT
106510,4558,747230,CLE,9,PUNT,3,1,55,30,3,0,0,0,0,11,2,0,1,0,0,10,1,PUNT
106511,4558,747235,IND,10,PUNT,3,2,25,16,5,1,0,2,0,-2,2,27,3,2,0,0,25,FUM
106512,4558,747240,CLE,10,FUM,3,0,50,56,2,1,0,0,1,0,0,4,2,1,0,10,-6,INT
106513,4558,747243,IND,11,INT,3,4,53,52,10,5,1,0,1,19,6,10,3,2,5,0,34,FG
106514,4558,747255,CLE,11,KOFF,4,1,0,25,3,0,0,0,0,0,0,1,3,1,0,0,1,PUNT
106515,4558,747259,IND,12,PUNT,4,0,30,19,3,0,0,0,0,4,2,-7,1,0,0,0,-3,PUNT
106516,4558,747263,CLE,12,PUNT,4,1,53,42,5,3,1,2,0,13,1,38,4,3,12,5,58,TD
106517,4558,747271,IND,13,KOFF,4,2,50,53,3,0,0,0,0,6,2,4,1,1,0,10,0,PUNT
106518,4558,747276,CLE,13,PUNT,4,2,2,30,11,6,2,3,1,13,2,41,9,4,16,0,70,TD
106519,4558,747290,IND,14,KOFF,4,1,40,55,3,0,0,0,0,0,3,0,0,0,0,0,0,PUNT
106520,4558,747294,CLE,14,PUNT,4,0,23,9,2,0,0,0,0,0,0,0,2,0,0,4,-4,INT
106521,4559,747298,DEN,1,KOFF,1,2,8,25,3,0,0,0,0,0,1,4,2,2,0,5,-1,PUNT
106522,4559,747303,BUF,1,PUNT,1,1,47,42,3,0,0,0,0,0,1,0,2,1,0,0,0,PUNT
106523,4559,747307,DEN,2,PUNT,1,3,30,20,7,4,1,1,0,6,3,34,4,2,0,5,35,PUNT
106524,4559,747316,BUF,2,PUNT,1,1,43,20,3,1,0,0,0,6,1,0,2,1,0,0,6,PUNT
106525,4559,747320,DEN,3,PUNT,1,5,3,27,12,3,0,3,0,7,4,45,7,4,1,0,53,FG
106526,4559,747334,BUF,3,KOFF,1,4,8,26,10,6,1,3,0,10,5,64,5,4,0,0,74,TD
106527,4559,747346,DEN,4,KOFF,2,1,15,21,3,3,2,0,1,44,2,7,1,1,28,0,79,TD
106528,4559,747352,BUF,4,KOFF,2,3,50,25,8,4,1,1,0,15,3,20,5,3,0,5,35,PUNT
106529,4559,747362,DEN,5,PUNT,2,1,50,5,3,0,0,0,0,1,1,5,2,1,0,0,6,PUNT
106530,4559,747367,BUF,5,PUNT,2,1,55,68,5,0,0,0,0,3,2,8,2,1,0,10,1,FG
106531,4559,747373,DEN,6,KOFF,2,2,9,25,9,4,0,3,0,0,0,58,8,5,0,0,58,FG
106532,4559,747383,BUF,6,KOFF,2,0,42,25,5,4,0,3,0,0,0,38,4,4,0,0,38,FG
106533,4559,747390,BUF,7,KOFF,3,2,15,22,3,0,0,0,0,13,2,-2,1,0,0,10,1,PUNT
106534,4559,747395,DEN,7,PUNT,3,4,58,41,10,4,2,1,0,26,5,33,4,3,0,10,49,FG
106535,4559,747408,BUF,8,KOFF,3,1,27,31,4,4,0,3,0,7,1,62,3,3,0,0,69,TD
106536,4559,747414,DEN,8,KOFF,3,1,11,25,2,0,0,0,0,-3,1,0,1,0,0,10,-13,INT
106537,4559,747417,BUF,9,INT,3,1,46,68,3,0,0,0,0,2,1,-5,2,0,0,10,-13,PUNT
106538,4559,747422,DEN,9,PUNT,3,2,54,12,7,2,1,0,0,17,4,3,3,1,0,0,20,DWNS
106539,4559,747429,BUF,10,DWNS,3,1,37,69,4,0,0,0,0,-3,3,0,0,0,0,0,-3,FG
106540,4559,747434,DEN,10,KOFF,4,3,8,38,6,3,1,1,0,12,1,31,5,3,5,10,38,INT
106541,4559,747442,BUF,11,INT,4,7,30,38,16,7,2,2,1,26,11,12,4,3,15,0,53,FG
106542,4559,747459,DEN,11,KOFF,4,1,27,22,7,2,0,1,0,1,1,35,6,2,0,0,36,DWNS
106543,4559,747466,BUF,12,DWNS,4,1,47,43,3,0,0,0,0,-4,3,0,0,0,0,0,-4,ENDQ
106544,4560,747470,HOU,1,KOFF,1,1,28,21,3,0,0,0,0,0,1,-2,2,0,0,0,-2,PUNT
106545,4560,747474,NE,1,PUNT,1,2,59,49,7,2,0,2,0,-3,3,49,4,2,5,0,51,TD
106546,4560,747484,HOU,2,KOFF,1,3,11,22,6,1,0,1,1,4,3,19,2,2,34,0,57,FG
